,0973.HK_px_USD,NTCO3.SA_px_USD,COUR_px_USD,WRBY_px_USD,ARZZ3.SA_px_USD,SOMA3.SA_px_USD,1112.HK_px_USD,FREY.PA_px_USD,LMND_px_USD,CONCHATORO.SN_px_USD,COCO_px_USD,LFG.AX_px_USD,2897.TW_px_USD,AMAL_px_USD,VITL_px_USD,ABB.AX_px_USD,BFT.WA_px_USD,IBAB.BR_px_USD,SML.NZ_px_USD,MOVI3.SA_px_USD,Index,
1/15/23,2.918729125,2.216893368,13.30000019,16.77000046,15.00670817,1.874635584,1.876364377,34.74367718,16.38999939,1.185183586,13.55000019,2.474014968,0.288614579,22.5166893,16.29000092,2.015194219,179.3548336,18.17742164,2.266437226,1.44561023,319.3190299,
1/16/23,2.830308354,2.164249133,13.30000019,16.77000046,14.60766044,1.82518739,1.876508518,34.7613617,16.38999939,1.178305661,13.55000019,2.477922183,0.288776629,22.5166893,16.29000092,2.034086323,173.6011294,17.71651285,2.223421974,1.354523687,313.2731554,
1/17/23,2.897118684,2.203924911,13.36999989,16.53000069,15.23038879,1.872849849,1.867676162,34.42509869,16.55999947,1.18873034,13.68999958,2.510788198,0.288776629,22.8175602,17.39999962,2.088993943,181.6500111,17.90258442,2.257093924,1.357231263,322.3381459,
1/18/23,2.831345905,2.183439284,13.22999954,16.22999954,15.04367374,1.834213358,1.847380669,34.65702057,15.82999992,1.173232482,13.23999977,2.495712558,0.288776629,22.22552681,17.11000061,2.06256161,183.4305498,17.72725439,2.249363546,1.374681532,321.4238746,
1/19/23,2.817224238,2.185062045,13.27000046,15.64999962,15.3534336,1.811844135,1.86736522,34.57728185,15.11999989,1.166985815,13.22999954,2.465373535,0.288776629,22.11876678,16.86000061,2.053160989,186.1008605,18.11001622,2.257386849,1.398913809,322.8579604,
1/20/23,2.817224238,2.139147037,13.51000023,15.92000008,15.1803783,1.80401791,1.86736522,34.57728185,14.81999969,1.17746515,13.48999977,2.465373535,0.288776629,22.25464249,17.70000076,2.053160989,186.1008605,18.11001622,2.257386849,1.384260897,323.9218049,
1/22/23,2.817224238,2.139147037,13.51000023,15.92000008,15.1803783,1.80401791,1.86736522,34.67157465,14.81999969,1.17746515,13.48999977,2.464570365,0.288776629,22.25464249,17.70000076,2.122638189,183.1036655,18.07364415,2.283890127,1.384260897,321.4313432,
1/23/23,2.817224238,2.218774207,13.81000042,16.62999916,15.29139147,1.819090619,1.86736522,35.09913829,15.46000004,1.17889606,13.38000011,2.448998469,0.288776629,22.45845604,17.5,2.157994691,183.5056511,18.02185453,2.284549746,1.397437379,323.675079,
1/24/23,2.817224238,2.400894809,14.14000034,16.84000015,15.65707206,1.899003076,1.86736522,34.94757112,15.03999996,1.191033424,13.61999989,2.5000509,0.288776629,22.79814911,16.87000084,2.163236211,180.5378713,17.91884326,2.239925237,1.38914476,321.4776666,
1/25/23,2.772836318,2.397655493,14.27999973,16.60000038,16.14845217,1.972458115,1.962707236,35.05635169,15.05000019,1.190285539,13.71000004,2.5000509,0.288776629,22.49727821,17.19000053,2.163236211,183.2936063,17.8022011,2.243242742,1.430593991,324.4755506,
1/26/23,2.773190504,2.355558434,14.67000008,16.46999931,16.03174756,1.959694756,1.820917204,34.96904461,14.86999989,1.197631927,13.34000015,2.530444181,0.288776629,23.15724945,16.86000061,2.176792505,185.5904673,17.77936573,2.284497852,1.440437266,326.2409531,
1/27/23,2.773190504,2.337592548,15.59000015,16.72999954,15.74512544,1.918108702,1.820917204,34.96904461,15.14999962,1.193939363,12.89000034,2.530444181,0.288776629,21.9343605,17.20000076,2.176792505,185.5904673,17.77936573,2.284497852,1.382021542,325.994743,
1/29/23,2.710056244,2.337592548,15.59000015,16.72999954,15.74512544,1.918108702,1.648627314,35.09570419,15.14999962,1.193939363,12.89000034,2.450289017,0.294067194,21.9343605,17.20000076,2.210470877,185.7258614,17.6768527,2.265512927,1.382021542,325.8756054,
1/30/23,2.745572302,2.462483698,15.47000027,15.93000031,16.72389431,1.963761106,1.700706154,35.02583301,15.30000019,1.180021881,13.13000011,2.555392164,0.295985156,22.12847137,17.5,2.117054782,186.738233,17.74870879,2.263672582,1.37627801,327.8086061,
