,0973.HK_px_USD,NTCO3.SA_px_USD,COUR_px_USD,WRBY_px_USD,ARZZ3.SA_px_USD,SOMA3.SA_px_USD,1112.HK_px_USD,FREY.PA_px_USD,LMND_px_USD,CONCHATORO.SN_px_USD,COCO_px_USD,LFG.AX_px_USD,2897.TW_px_USD,AMAL_px_USD,VITL_px_USD,ABB.AX_px_USD,BFT.WA_px_USD,IBAB.BR_px_USD,SML.NZ_px_USD,MOVI3.SA_px_USD,Index,
1/31/23,2.548447387,2.647090338,15.94999981,16.14999962,16.76800249,2.044664538,1.741583774,35.06330417,16.28000069,1.197768735,13.56999969,2.508139702,0.298878766,22.27405357,17.57999992,2.101197343,185.2055114,18.21778342,2.220949052,1.467641386,329.1036604,
2/1/23,2.513346693,2.556253247,16.23999977,16.67000008,16.95168119,2.071613304,1.709183401,35.55215009,16.70000076,1.210614886,13.78999996,2.502270562,0.310647823,22.20611191,17.64999962,2.136265144,190.3386646,19.23237604,2.247901176,1.416379716,336.2581908,
2/2/23,2.49396462,2.587663161,16.28000069,17,17.04490952,2.094888546,1.696387921,35.40671608,18.82999992,1.226190508,13.68999958,2.49056572,0.317143971,22.31287384,17.67000008,2.101078149,188.7623765,19.79741273,2.299133422,1.411724723,337.5783092,
2/3/23,2.49396462,2.507875727,16.17000008,16.40999985,16.30857961,1.925035229,1.696387921,35.40671608,18.36000061,1.223795904,13.60000038,2.49056572,0.317143971,22.40060425,16.95000076,2.101078149,188.7623765,19.79741273,2.299133422,1.357036224,335.0079654,
2/5/23,2.390024732,2.507875727,16.17000008,16.40999985,16.30857961,1.925035229,1.658825016,35.03573909,18.36000061,1.223795904,13.60000038,2.486994002,0.311866868,22.40060425,16.95000076,2.020754306,186.0548227,19.69645256,2.299133422,1.357036224,332.0218195,
2/6/23,2.417624737,2.546322281,15.93000031,16.23999977,16.11407019,1.863679409,1.693581474,34.83714548,18.12999916,1.192844062,13.93999958,2.481544797,0.310566695,22.43959808,17.05999947,2.066310664,186.5034005,18.99196965,2.195201352,1.325862028,331.2443896,
2/7/23,2.366642558,2.463876641,15.85000038,15.64999962,15.56143913,1.808702621,1.672275554,34.83725762,18.17000008,1.213264508,14.02000046,2.509195212,0.307704747,22.14715767,16.86000061,2.117192131,184.0605085,19.33079483,2.237716241,1.309679838,327.928869,
2/8/23,2.371622944,2.560796798,15.72999954,15.46000004,15.76065312,1.83300249,1.658297714,34.79507136,17.30999947,1.205741179,13.78999996,2.470990082,0.307557327,22.35186768,16.18000031,2.127125867,188.2224175,19.39197666,2.184619294,1.344380661,330.1729324,
2/9/23,2.386483291,2.553871733,14.75,14.77999973,14.88688577,1.643113785,1.632570796,35.07283184,16.53000069,1.209267787,14.14000034,2.442927629,0.308991368,22.13741112,15.80000019,2.10252405,185.3344488,18.99062252,2.201716465,1.228317466,324.1097452,
2/10/23,2.386483291,2.589023745,13.40999985,14.32999992,14.41505527,1.63087929,1.632570796,35.07283184,16.18000031,1.208913348,15.5,2.442927629,0.308991368,22.38110733,15.43000031,2.10252405,185.3344488,18.99062252,2.201716465,1.251748053,322.9432425,
2/12/23,2.338648514,2.589023745,13.40999985,14.32999992,14.41505527,1.63087929,1.586156202,35.06777599,16.18000031,1.208913348,15.5,2.383350764,0.309965261,22.38110733,15.43000031,2.046382389,182.7779812,19.21776232,2.196484375,1.251748053,320.7115271,
2/13/23,2.444425596,2.597298325,14.81999969,14.78999996,15.0750634,1.719327101,1.567534754,35.23766634,16.68000031,1.216081451,15.97000027,2.408526837,0.30924505,22.49808311,15.36999989,2.069496066,182.6120291,19.43791198,2.200786837,1.288197074,324.2670906,
2/14/23,2.52665004,2.545388877,14.97999954,14.85000038,14.49760746,1.66473893,1.560767656,35.25393226,16.79999924,1.229781429,15.96000004,2.408756315,0.308537293,22.43959808,15.03999996,2.110118845,182.7439466,19.63753965,2.204324415,1.257292517,324.0107906,
2/15/23,2.51859411,2.677277399,15.64999962,14.78999996,14.56616649,1.714836476,1.538009373,34.71582932,18.70999908,1.234640142,16.10000038,2.412891639,0.307773491,22.82951164,15.5,2.106797324,188.1298628,19.60100094,2.142930363,1.339617954,331.512358,
2/16/23,2.500095526,2.71680561,13.19999981,13.60000038,14.65139949,1.739841993,1.518906245,34.62996531,17.28000069,1.26113841,15.89999962,2.37884116,0.307711464,23.09270668,15.18999958,2.093507691,188.2286789,19.53147426,2.22984237,1.339926012,326.9633947,
2/17/23,2.500095526,2.700363133,13.10999966,13.64000034,14.91038183,1.796905239,1.518906245,34.62996531,16.68000031,1.271061073,16.89999962,2.37884116,0.307711464,23.68732452,16.13999939,2.093507691,188.2286789,19.53147426,2.22984237,1.343415201,328.8965296,
2/19/23,2.473707482,2.700363133,13.10999966,13.64000034,14.91038183,1.796905239,1.538316194,34.69290547,16.68000031,1.271061073,16.89999962,2.412194706,0.306734247,23.68732452,16.13999939,2.060871268,187.2140951,19.16635539,2.16989398,1.343415201,327.6846608,
2/20/23,2.499800322,2.700363133,13.10999966,13.64000034,14.91038183,1.796905239,1.593929079,34.68727188,16.68000031,1.252364227,16.89999962,2.400421214,0.304601281,23.68732452,16.13999939,2.037860017,183.1109136,19.14216147,2.13320994,1.343415201,324.0562747,
2/21/23,2.47624952,2.700363133,12.97000027,12.64999962,14.91038183,1.796905239,1.573185218,34.78255692,15.88000011,1.22653872,15.96000004,2.38436673,0.304037274,23.69707298,15.84000015,2.024230413,177.0505507,19.0226241,2.075958912,1.343415201,315.8228953,
2/22/23,2.438177857,2.668995581,12.69999981,13.39999962,14.43649705,1.744737169,1.619496377,34.43523853,16.40999985,1.246659319,15.97999954,2.367063794,0.306023893,23.18043709,16.01000023,1.982292938,179.7602221,19.00307694,2.072474319,1.291911136,317.9112269,
2/23/23,2.389813055,2.754036643,12.72000027,13.36999989,14.49754249,1.759444748,1.579693451,34.41155301,16.93000031,1.224236431,16.44000053,2.334967106,0.30867823,23.04396439,15.73999977,1.99510421,178.6991189,18.52989551,2.112419409,1.288004295,317.1013899,
2/24/23,2.389813055,2.639385401,12.14000034,13.18999958,13.91104265,1.702628473,1.579693451,34.41155301,15.93999958,1.212780571,16.39999962,2.334967106,0.30867823,22.82951164,16.39999962,1.99510421,178.6991189,18.52989551,2.112419409,1.247295139,315.2147043,
2/26/23,2.369417939,2.639385401,12.14000034,13.18999958,13.91104265,1.702628473,1.591155714,34.46464315,15.93999958,1.212780571,16.39999962,2.340386837,0.30867823,22.82951164,16.39999962,1.953217147,180.0014674,18.66131116,2.040570955,1.247295139,316.4140131,
2/27/23,2.360223918,2.656528496,11.31000042,13.06999969,14.00313988,1.711372192,1.535985609,34.8417543,15.90999985,1.19239737,16.67000008,2.342390458,0.30867823,22.73203278,16.35000038,2.103191111,184.6505501,19.32419679,2.052432517,1.238149542,320.8094165,
2/28/23,2.384133425,2.699899461,11.27000046,13.01000023,13.83245225,1.656190663,1.588560735,34.34203546,16.29999924,1.227252095,16.90999985,2.31360845,0.306834671,22.95623398,16.15999985,2.133092935,183.5111218,19.13949085,2.10267881,1.239030486,319.6882146,
3/1/23,2.389447656,2.581971965,11.02999973,12.26000023,13.8585104,1.579212106,1.549256616,34.6413819,15.19999981,1.259799053,17.11000061,2.336401353,0.306428833,22.81976509,16.28000069,2.16974726,191.4169573,19.55896698,2.051230721,1.170915361,325.3689515,
3/2/23,2.368928934,2.55010525,11.05000019,12.15999985,13.57958346,1.529058978,1.672110446,34.02188369,14.90999985,1.255031612,17.11000061,2.271886075,0.302560904,22.49808311,15.77999973,2.269020985,187.3213344,19.45217827,1.996796441,1.15474448,319.8376823,
3/3/23,2.368928934,2.556256162,11.60999966,12.47999954,13.87190047,1.507799911,1.672110446,34.02188369,15.57999992,1.260880409,17.11000061,2.271886075,0.302560904,22.48833656,15.97999954,2.269020985,187.3213344,19.45217827,1.996796441,1.190085901,321.640361,
3/5/23,2.419301089,2.556256162,11.60999966,12.47999954,13.87190047,1.507799911,1.532748484,34.30544855,15.57999992,1.260880409,17.11000061,2.297874304,0.306105819,22.48833656,15.97999954,2.310244228,188.7388461,19.2918851,2.024285207,1.190085901,322.9976678,
3/6/23,2.376492566,2.670423696,11.89000034,12.27999973,14.0576544,1.581552038,1.63030978,34.50011799,15,1.256034591,16.79999924,2.358082136,0.306996536,22.41035271,15.72000027,2.309419108,216.7609373,19.2537402,2.020596442,1.249634394,347.1399147,
3/7/23,2.358750629,2.709548268,12.31999969,12.17000008,14.05576673,1.581393439,1.476969787,34.25255118,14.69999981,1.253585736,16.65999985,2.355135524,0.30862239,21.81573105,15.68000031,2.23957976,220.796886,18.98553054,2.034718484,1.350668377,349.4806362,
3/8/23,2.338650003,2.771173392,11.97000027,12.14999962,14.64806797,1.72400506,1.488619072,34.25327388,14.56999969,1.235295325,16.48999977,2.399956568,0.311997864,21.43556595,15.32999992,2.215685003,223.4411671,18.81938848,2.011457336,1.529344579,351.2566577,
3/9/23,2.245322002,2.680405135,11.72999954,11.52000046,14.6083659,1.730950826,1.402639753,34.36638919,13.77999973,1.239951322,17.63500023,2.319699647,0.306723296,20.47052574,15.98999977,2.134835983,232.7186947,18.79798984,1.952148002,1.554178211,358.305871,
3/10/23,2.245322002,2.590048658,11.32999992,11.03999996,12.78777439,1.677750954,1.402639753,34.36638919,13.52000046,1.239648596,16.90999985,2.319699647,0.306723296,20.01237869,15.47999954,2.134835983,232.7186947,18.79798984,1.952148002,1.455542047,354.0184353,
3/12/23,2.288832699,2.590048658,11.32999992,11.03999996,12.78777439,1.677750954,1.42860325,34.48942931,13.52000046,1.239648596,16.90999985,2.329423633,0.303454217,20.01237869,15.47999954,2.102930886,240.8023222,18.42558198,1.989696709,1.455542047,360.9500126,
3/13/23,2.302315307,2.605097779,11.52000046,10.77000046,12.69037792,1.681308498,1.3640816,34.61850347,13.77999973,1.213139675,16.56999969,2.319951293,0.297699271,17.52666855,15.31000042,2.050940519,242.8320273,18.60034197,1.945470947,1.477266115,360.3123334,
3/14/23,2.369313782,2.147057474,11.86999989,10.47000027,12.38195111,1.632372244,1.430815746,34.63142689,13.71000004,1.197079157,16.45000076,2.33646444,0.293053373,18.73540497,14.72999954,2.060131717,238.2738045,17.44300752,1.937507527,1.383589226,355.0651945,
3/15/23,2.394410936,2.274050416,11.88000011,10.34000015,12.46800489,1.675618317,1.449332271,33.38025427,13.5,1.154097957,16.95999908,2.208874416,0.28861778,18.71590996,14.48999977,2.031725314,245.0787348,18.12731496,1.935446157,1.383651842,360.5407514,
3/16/23,2.499969718,2.390796756,11.81999969,10.18999958,12.79440563,1.68837085,1.463093004,33.47733006,14.06000042,1.141234163,17.30999947,2.370212566,0.296149498,19.41775703,14.36999989,2.125576992,249.3921868,17.04901685,1.767754242,1.544025466,365.2971919,
3/17/23,2.499969718,2.388197893,11.19999981,9.68999958,12.28393441,1.613072416,1.463093004,33.47733006,13.35000038,1.120635533,17.31999969,2.370212566,0.296149498,18.71590996,13.90999985,2.125576992,249.3921868,17.04901685,1.767754242,1.529927065,362.1405146,
3/19/23,2.366574715,2.388197893,11.19999981,9.68999958,12.28393441,1.613072416,1.428361175,33.68109609,13.35000038,1.120635533,17.31999969,2.30805615,0.2957971,18.71590996,13.90999985,2.074270927,245.0705383,17.25814756,1.699837567,1.529927065,358.4114203,
3/20/23,2.391123318,2.282268144,10.93000031,9.890000343,11.85978518,1.539267195,1.429476676,33.80853652,12.72999954,1.128018805,17.47999954,2.29405907,0.300352961,18.29675293,14.07999992,2.162809899,243.8488508,17.28114615,1.572940419,1.399113461,356.1348315,
3/21/23,2.359984759,2.29585096,11.13000011,10.27999973,11.89433572,1.575430777,1.424302119,33.78238968,13.44999981,1.154499855,17.70000076,2.259298883,0.302818117,19.05708504,14.27000046,2.11679929,248.1996788,17.15734865,1.510906115,1.361983519,361.8951081,
3/22/23,2.397281243,2.349059662,10.69999981,9.789999962,11.5881837,1.550467734,1.377531148,34.28555161,12.96000004,1.167424781,17.89999962,2.235895494,0.304115242,18.39422989,13.98999977,2.150364784,264.0863407,17.56786974,1.489388949,1.419719276,374.5227459,
3/23/23,2.41680393,2.322191482,10.60000038,9.850000381,11.21919592,1.491711535,1.405032817,34.17559058,12.73999977,1.172766608,18.5,2.211518125,0.304413299,17.74112511,14.09000015,2.097780698,258.7969678,16.42106543,1.499025693,1.306688997,368.0940497,
3/24/23,2.41680393,2.397850962,10.86999989,9.970000267,11.50373598,1.555368642,1.405032817,34.17559058,12.94999981,1.160837509,19.29999924,2.211518125,0.304413299,18.11154366,14.90999985,2.097780698,258.7969678,16.42106543,1.499025693,1.379715655,370.7870289,
3/26/23,2.394031178,2.397850962,10.86999989,9.970000267,11.50373598,1.555368642,1.488581145,33.99052321,12.94999981,1.160837509,19.29999924,2.202615369,0.303136366,18.11154366,14.90999985,2.089335807,249.3604627,16.45973763,1.409609551,1.379715655,362.354279,
3/27/23,2.341140421,2.41284417,10.85999966,9.869999886,11.64896682,1.592505003,1.525757051,34.08584434,12.59000015,1.168241254,19.84000015,2.22889663,0.305756931,17.83860397,15.27999973,2.131117003,260.1251242,16.74047647,1.352202177,1.407605574,372.4576408,
3/28/23,2.371320825,2.537204577,10.82999992,9.979999542,12.10666403,1.652372154,1.572163142,33.98413351,12.35000038,1.168999524,20.04000092,2.244426875,0.306369148,17.6728878,15.02000046,2.132553677,258.0769909,16.68234535,1.281772292,1.431843761,370.7912311,
3/29/23,2.46960093,2.50349828,10.90999985,10.22000027,12.15657037,1.627396887,1.476950972,33.99994213,13.15999985,1.177076705,19.98999977,2.230277854,0.30403898,17.6533947,15.01000023,2.09818721,251.9614148,17.18224889,1.318756441,1.407561444,366.7762147,
3/30/23,2.46960093,2.471351612,10.77999973,10.39000034,12.57015416,1.691077953,1.525718178,34.39397211,13.71000004,1.175416852,19.14999962,2.303185671,0.305791373,17.21474075,15.07999992,2.095562971,263.1937891,17.17154323,1.335497789,1.51969708,377.0128393,
3/31/23,2.46960093,2.406225025,11.52000046,10.59000015,12.18080175,1.582377675,1.525718178,34.39397211,14.26000023,1.21103186,19.62000084,2.303185671,0.305791373,17.24398232,15.30000019,2.095562971,263.1937891,17.17154323,1.335497789,1.575716482,378.5344726,
4/2/23,2.363821098,2.406225025,11.52000046,10.59000015,12.18080175,1.582377675,1.456087891,34.08252946,14.26000023,1.21103186,19.62000084,2.217801164,0.305791373,17.24398232,15.30000019,2.065529185,254.0083541,17.25060955,1.339242671,1.575716482,370.0362851,
4/3/23,2.394920519,2.473040268,11.72000027,10.59000015,11.89774313,1.490292959,1.500749921,34.4131101,14.19999981,1.155540957,19.78000069,2.259542047,0.305791373,17.75087166,15.21000004,2.111192576,262.1077476,17.4179304,1.392731353,1.477952111,377.9778677,
4/4/23,2.394920519,2.385625646,11.61999989,10.77000046,12.03498209,1.464685655,1.500749921,34.56395382,13.96000004,1.148743153,19.60000038,2.274053755,0.305791373,16.95154572,14.89999962,2.115172214,256.2015588,17.27803179,1.363937793,1.512677779,371.5831619,
4/5/23,2.46208332,2.172406765,11.26000023,10.65999985,11.50740819,1.475596542,1.525744417,34.392847,13.51000023,1.140356427,20.82999992,2.290997439,0.310687819,16.82482529,14.55000019,2.129234507,259.0229817,17.27856871,1.352171122,1.527863861,373.227076,
4/6/23,2.46208332,2.043058406,11.14999962,11.02999973,11.98962918,1.489753177,1.525744417,34.392847,13.84000015,1.129175587,20.78000069,2.290997439,0.310036505,16.8443203,14.55000019,2.129234507,259.0229817,17.27856871,1.352171122,1.602145077,374.0930803,
4/9/23,2.46208332,2.043058406,11.14999962,11.02999973,11.98962918,1.489753177,1.525744417,34.392847,13.84000015,1.129175587,20.78000069,2.290997439,0.311285327,16.8443203,14.55000019,2.129234507,259.0229817,17.27856871,1.352171122,1.602145077,374.0941738,
4/10/23,2.539088417,2.043880826,11.10999966,11.18999958,12.1877352,1.493545517,1.509574019,34.28219777,14.03999996,1.138046215,21.90999985,2.255380637,0.310284857,17.17574883,14.68999958,2.107432573,252.4989025,17.11573875,1.34478481,1.504559793,369.9198187,
4/11/23,2.449472181,2.179548216,11.42000008,11.60000038,13.38657864,1.653940947,1.541993637,34.4341865,14.10999966,1.151992502,21.67000008,2.366869105,0.314503411,16.98079109,14.52000046,2.122578618,251.3151629,17.04081651,1.331784805,1.60376476,370.5740112,
4/12/23,2.462574278,2.195627934,11.02999973,11.02000046,13.60588117,1.687248854,1.586440157,34.68596571,13.42000008,1.15322969,21.39999962,2.388751189,0.316112712,16.88331032,13.81000042,2.089822088,253.9853568,17.46923086,1.343137461,1.710366328,371.492641,
4/13/23,2.467112212,2.191259578,11.25,11.11999989,13.57092834,1.695919799,1.567538748,34.85731217,13.63000011,1.166105788,21.60000038,2.444451957,0.317670382,16.96129227,13.72999954,2.245751691,259.7044625,17.51191064,1.367997728,1.694956875,377.4923254,
4/14/23,2.467112212,2.163796045,11.17000008,11.09000015,13.42228153,1.645967649,1.567538748,34.85731217,12.97999954,1.151757235,21.38999939,2.444451957,0.317670382,16.69809914,13.47000027,2.245751691,259.7044625,17.51191064,1.367997728,1.691298658,375.9710739,
4/16/23,2.507554019,2.163796045,11.17000008,11.09000015,13.42228153,1.645967649,1.637286279,34.6474829,12.97999954,1.151757235,21.38999939,2.427924105,0.32180667,16.69809914,13.47000027,2.199187354,258.8641679,17.03798905,1.35796693,1.691298658,374.6726079,
4/17/23,2.48992265,2.092054503,10.86999989,11.22000027,13.32073055,1.619448016,1.632647751,33.85087996,13.14000034,1.153704417,21.5,2.401753898,0.32538245,17.15625191,13.43999958,2.217782153,259.2501297,17.16088031,1.335299244,1.670504601,374.6487963,
4/18/23,2.462136641,2.021588299,10.51000023,10.89000034,13.08328808,1.597100021,1.572224228,33.60038784,13.02999973,1.154801319,20.75,2.415268235,0.320791186,16.76633835,13,2.257213079,259.7452381,17.28368192,1.355102032,1.643759891,372.557324,
4/19/23,2.444666953,1.922059016,10.35000038,10.84000015,12.28856406,1.4908964,1.579302004,33.1211323,13.06000042,1.149613661,20.70000076,2.409643867,0.319898735,17.21474075,12.93999958,2.252931758,258.0179297,17.46231995,1.318505348,1.505777008,369.8682278,
4/20/23,2.500033417,1.997992043,10.39000034,10.57999992,12.71102983,1.586797124,1.518868511,33.577907,12.64999962,1.152527129,20.68000031,2.417493305,0.316509838,16.97104073,12.92000008,2.25254839,260.9751536,17.57513649,1.322295322,1.55863237,372.7281179,
4/21/23,2.500033417,1.997992043,10.48999977,10.72000027,12.71102983,1.586797124,1.518868511,33.577907,12.39000034,1.09737148,20.68000031,2.417493305,0.316509838,16.91255569,13.14000034,2.25254839,260.9751536,17.57513649,1.322295322,1.55863237,372.8037399,
4/23/23,2.50551914,1.997992043,10.48999977,10.72000027,12.71102983,1.586797124,1.537721288,33.65024772,12.39000034,1.09737148,20.68000031,2.448165989,0.315848058,16.91255569,13.14000034,2.255585174,264.2201554,17.8732924,1.314528677,1.55863237,376.0131368,
4/24/23,2.457251108,2.012833758,10.40999985,10.98999977,12.47325715,1.583456155,1.528196282,33.85155014,11.64999962,1.0876799,20.31999969,2.448165989,0.316467443,16.94179726,13.28999996,2.255585174,268.8456308,17.95839128,1.314528677,1.518009486,379.3821123,
4/25/23,2.494864253,1.921029891,9.93999958,10.35000038,11.98876478,1.475680419,1.546658005,33.61182408,11.01000023,1.088270327,20.88999939,2.385025835,0.315576847,16.12298012,12.96000004,2.170184964,267.2080315,17.72288748,0.958908285,1.53163488,374.5130244,
4/26/23,2.526397364,1.932154931,10.21000004,10.22999954,12.05679568,1.513855714,1.562933903,33.60773824,10.57999992,1.101633296,21.06999969,2.37503413,0.318959193,16.0352459,12.92000008,2.213964036,285.9307449,17.95956051,0.954701226,1.64805935,391.1991239,
4/27/23,2.50740069,1.995169935,10.47999954,10.53999996,12.39418339,1.59966715,1.555907325,33.77115064,10.56999969,1.124379935,21.02000046,2.322263642,0.321934584,16.06448936,12.88000011,2.19477097,276.8014091,18.08989314,0.989344583,1.715744912,384.3601598,
4/28/23,2.50740069,2.047053355,12.43999958,10.52999973,12.92655197,1.664103167,1.555907325,33.77115064,10.84000015,1.125691985,21.64999962,2.322263642,0.321934584,15.86953259,12.88000011,2.19477097,276.8014091,18.08989314,0.989344583,1.702724383,387.2428517,
4/30/23,2.50740069,2.047053355,12.43999958,10.52999973,12.92655197,1.664103167,1.555907325,33.77115064,10.84000015,1.125691985,21.64999962,2.315722444,0.321934584,15.86953259,12.88000011,2.201812974,276.8014091,18.08989314,0.96890557,1.702724383,387.2253926,
5/1/23,2.474730583,2.047053355,11.81999969,11.13000011,12.92655197,1.664103167,1.553641611,33.37509789,11.31000042,1.125691985,21.77000046,2.361716304,0.324178737,15.66482735,13.14999962,2.119149193,278.0358436,18.00839741,0.961689579,1.702724383,388.3774146,
5/2/23,2.507426244,1.98886047,11.28999996,11.36999989,12.31829715,1.611143375,1.525733727,33.50301703,10.90999985,1.099941763,20.38999939,2.397369203,0.319204276,14.62180614,12.72000027,2.088022566,278.0358436,18.03396431,0.958781701,1.645650804,384.7081056,
5/3/23,2.467341664,2.004529361,11.14999962,11.42000008,11.74062102,1.613323332,1.52123466,33.88489736,11.09000015,1.100610133,23.62000084,2.417012364,0.3171882,14.59256172,13,2.098608069,276.8734457,17.45187159,0.918806681,1.727260892,386.1741808,
5/4/23,2.823408041,2.020386261,11.10000038,11.26000023,11.5930595,1.661283159,1.491416398,33.74408845,14.17000008,1.119339533,22.93000031,2.387913072,0.312984423,14.6315527,14.93000031,2.095784804,279.1558029,17.40110258,0.899393662,1.785678739,391.8693696,
5/5/23,2.823408041,2.088932843,10.96000004,11.60999966,12.40867624,1.859440068,1.491416398,33.74408845,14.64000034,1.136843499,22.63999939,2.387913072,0.312984423,14.98247528,15.42000008,2.095784804,279.1558029,17.40110258,0.899393662,1.857421086,393.9731315,
5/7/23,2.861152255,2.088932843,10.96000004,11.60999966,12.40867624,1.859440068,1.498349331,33.73107535,14.64000034,1.136843499,22.63999939,2.430975074,0.314754385,14.98247528,15.42000008,2.071434069,276.4485777,17.69879482,0.888082665,1.857421086,391.898957,
5/8/23,2.747204919,2.076471227,11.31000042,12.09000015,12.1274714,1.818545059,1.435361683,33.66208806,16.26000023,1.176649621,23.25499916,2.436774694,0.312850073,14.75827599,15.39999962,2.081659315,279.0819572,17.72769231,0.906310869,1.894400971,396.2875271,
5/9/23,2.755979708,2.400282712,11.42000008,12.13000011,12.56090449,1.876730418,1.397131809,33.97261768,16.38999939,1.156322281,24.35000038,2.351274346,0.312446912,14.56202221,15.64999962,1.996136324,291.6773473,17.352415,0.912677699,1.95893779,409.0936272,
5/10/23,2.752999381,2.40062194,11.80000019,11.56999969,12.8586879,1.965860819,1.403476816,34.03269403,16.10000038,1.153768052,24.35000038,2.399897551,0.313436823,14.32651806,15.90999985,2.000562903,295.654378,17.31807468,0.917346484,2.012378008,412.646596,
5/11/23,2.808160265,2.418393274,11.18000031,11.47000027,13.26790679,2.01988861,1.370078525,34.01233183,15.72999954,1.138620794,24.25,2.395371797,0.311644029,14.1597023,15.09000015,1.976362734,286.4708206,17.46308543,0.906258886,2.147652671,403.3169447,
5/12/23,2.808160265,2.475855817,11.59000015,11.31000042,13.37594458,2.015889779,1.370078525,34.01233183,15.28999996,1.148379595,24.40999985,2.395371797,0.311644029,14.01251221,14.53999996,1.976362734,286.4708206,17.46308543,0.906258886,2.072789839,402.7645849,
5/14/23,2.970138579,2.475855817,11.59000015,11.31000042,13.37594458,2.015889779,1.397007104,34.14515875,15.28999996,1.148379595,24.40999985,2.376427449,0.31238483,14.01251221,14.53999996,1.934146042,284.0723816,17.45361028,0.873473337,2.072789839,400.8561839,
5/15/23,2.927491541,2.506910968,12.06999969,12.11999989,13.84148682,2.026833942,1.43854747,34.42373762,15.11999989,1.138630291,24.30999947,2.420405623,0.317849301,14.22839069,14.43000031,1.976794475,287.5816441,17.35865095,0.880199241,2.172046071,405.6841508,
5/16/23,2.927527022,2.387378958,11.52999973,11.53999996,13.47905556,1.940943143,1.433761828,34.39830394,14.85000038,1.125072189,24.70000076,2.343215468,0.318965895,13.81625843,14.28999996,2.016706028,291.6604147,17.02420979,0.898077588,2.064402437,406.9579517,
5/17/23,2.981272575,2.470422647,11.60999966,11.73999977,14.07549278,1.99020123,1.418506853,34.73541333,16.04999924,1.131807685,24.69000053,2.233484342,0.320388987,15.11153221,14.85000038,1.989923937,315.0210666,17.04556406,0.936803253,2.133949242,431.2938856,
5/18/23,2.893732016,2.470151443,12.25,11.84000015,14.17386389,2.021789812,1.426156715,34.53367868,16.18000031,1.13793066,24.47999954,2.254639999,0.318306842,15.31759739,14.86999989,1.948633012,306.7307261,16.96783156,0.947728402,2.289616536,424.7409315,
5/19/23,2.893732016,2.440406217,12,11.27999973,13.82289671,2.026020283,1.426156715,34.53367868,15.82999992,1.136742117,24.42000008,2.254639999,0.318306842,14.6307106,15.14999962,1.948633012,306.7307261,16.96783156,0.947728402,2.262022704,422.9614577,
5/21/23,2.973539158,2.440406217,12,11.27999973,13.82289671,2.026020283,1.4160315,34.68541593,15.82999992,1.136742117,24.42000008,2.253005697,0.325323557,14.6307106,15.14999962,1.917792058,319.8572812,17.10645629,0.986503162,2.262022704,434.7827925,
5/22/23,2.899605794,2.536194159,12.35999966,11.89999962,13.85231892,2.051293116,1.351395081,34.64791859,17.75,1.161142551,22.94000053,2.23757448,0.321750161,15.07228184,15.11999989,1.881761491,336.7011618,16.66129581,0.993117347,2.266689098,450.7069776,
5/23/23,2.846015829,2.479765257,12.5,11.60999966,13.54517825,1.984837587,1.311514731,34.5154553,17.98999977,1.135657306,24.55500031,2.219378467,0.318680288,15.20965958,15.18999958,1.96412985,324.6651709,16.23631859,0.94991687,2.246265072,440.8710778,
5/24/23,2.709604566,2.482342664,12.53999996,11.27999973,13.65397982,1.903187351,1.257390102,34.47127849,16.97999954,1.124576527,23.70000076,2.202384018,0.317087248,14.84658909,15.10999966,1.91761461,315.8457165,16.38533307,0.928011906,2.161246803,430.6638597,
5/25/23,2.709604566,2.473908586,12.43000031,11.19999981,13.90712233,1.979469166,1.257390102,34.57993535,16.06999969,1.123948257,25.96999931,2.186691599,0.319152477,14.26764202,14.65999985,1.871460626,322.2942508,16.37968775,0.944213299,2.12837607,436.7378832,
5/26/23,2.709604566,2.543012481,12.43999958,12.03999996,14.5718676,2.058386028,1.257390102,34.57993535,15.97999954,1.130741173,26.05999947,2.186691599,0.319152477,14.4638958,14.97999954,1.871460626,322.2942508,16.37968775,0.944213299,2.224578663,438.7361517,
5/28/23,2.676408896,2.543012481,12.43999958,12.03999996,14.5718676,2.058386028,1.299880974,34.57541171,15.97999954,1.130741173,26.05999947,2.202257685,0.320019754,14.4638958,14.97999954,1.853568063,327.3661223,16.29290583,0.957016074,2.224578663,443.1155063,
5/29/23,2.716579736,2.51911322,12.43999958,12.03999996,14.38786549,2.0380105,1.310600244,34.52587759,15.97999954,1.134762092,26.05999947,2.268446438,0.320003464,14.4638958,14.97999954,1.83442394,326.4387267,16.1427886,0.948866982,2.199377991,441.9887647,
5/30/23,2.651322199,2.532751614,12.5,11.53999996,14.23024595,2.04713705,1.275931886,34.39359465,17.53000069,1.131461836,26.19000053,2.23498155,0.324373674,14.18913937,13.85999966,1.811907079,307.3711473,15.88252082,0.937136264,2.04912249,424.4172803,
5/31/23,2.709125362,2.535512941,12.65999985,11.01000023,14.16820475,2.046951808,1.235533849,34.48120421,17.62000084,1.108639321,26.68000031,2.207222913,0.320338094,13.95363522,14.48999977,1.815201999,318.4705396,16.67055237,0.9337771,2.019263504,435.3218115,
