Date,0973.HK_MktCap_USD,NTCO3.SA_MktCap_USD,COUR_MktCap_USD,WRBY_MktCap_USD,ARZZ3.SA_MktCap_USD,SOMA3.SA_MktCap_USD,1112.HK_MktCap_USD,FREY.PA_MktCap_USD,LMND_MktCap_USD,CONCHATORO.SN_MktCap_USD,COCO_MktCap_USD,LFG.AX_MktCap_USD,2897.TW_MktCap_USD,AMAL_MktCap_USD,VITL_MktCap_USD,ABB.AX_MktCap_USD,BFT.WA_MktCap_USD,IBAB.BR_MktCap_USD,SML.NZ_MktCap_USD,MOVI3.SA_MktCap_USD,Index
2023-06-20,4189254341,4441565146,2071129903,1415404384,1773155748,1967982606,813104203.3,1110967796,1236308024,835665843.7,1555091496,710981947.5,856965772.2,493664167.9,543903339.9,596827659.4,1030015463,515561542.1,224069501.6,800225054.3,27.18184394
2023-06-21,4189254341,4803059304,2060121667,1408213457,1846080529,2021136568,813104203.3,1125048274,1176299746,835665843.7,1535555150,715814461.7,856965772.2,490336709.6,546003360.8,581613415.8,1092360192,513862641.4,225533858.2,805511813.4,27.64154131
2023-06-22,4084833150,4829474532,2038105046,1397427123,1804076616,2003663628,775647165.3,1121597690,1194711426,832317723.1,1627096752,728716617.8,856965772.2,476119700.4,554823416.7,580363669.2,1116043830,502179839.6,221976872.2,806145785.9,27.55228635
2023-06-23,4084833150,4841900099,1990926659,1341098552,1833829400,2013016976,775647165.3,1121597690,1150387113,830427521.8,1577418703,728716617.8,856965772.2,483076979.6,553563420.2,580363669.2,1116043830,502179839.6,221976872.2,826246668.1,27.4302167
2023-06-25,4186988530,4841900099,1990926659,1341098552,1833829400,2013016976,798490114.3,1116340162,1150387113,830427521.8,1577418703,744177173.2,855758028.8,483076979.6,553563420.2,561597965.2,1071947671,495424888.4,223411713.5,826246668.1,27.49602834
2023-06-26,3553759308,4867438239,2017661074,1362671221,1783873908,1978737416,806347660.1,1109961771,1168798663,830427521.8,1541136978,730534009.6,855565683.8,477027199.7,527523264.7,553194063.7,1047610521,490566421.7,221268985.4,799407841.4,26.72351175
2023-06-27,3574677424,4774245215,1989354011,1350686494,1727823065,1959324159,790297484.8,1107919999,1153114697,835081452.3,1506529727,753584493.1,855854785.7,485799389.4,504423114.5,579493827.9,1050069096,497721060.4,217069503.6,774366819.8,26.48743582
2023-06-28,3530209712,4582056638,2053831226,1371060541,1712896902,1959665700,785591583.8,1103735655,1149023256,828472106.7,1504855147,743991811.9,854119607.9,493966677.5,495183046.4,586142373.5,1074320063,491058236,216772405.6,738444645.9,26.27539733
2023-06-29,3494220045,4588120551,2027096811,1353083393,1765274404,2007029787,792877716.5,1098901653,1151068912,832577226.7,1503738866,709032090.8,865174654.6,492151708.2,499803060.4,583918968.8,1074261198,485097895.7,217810745.2,764958139.5,26.30619783
2023-06-30,3494220045,4627704082,2047540784,1401022529,1817895668,2005151341,792877716.5,1098901653,1149023256,845242048.9,1499831618,709032090.8,865174654.6,486706859.3,503583090.1,583918968.8,1074261198,485097895.7,217810745.2,787674291.1,26.49267054
2023-07-02,3524569315,4627704082,2047540784,1401022529,1817895668,2005151341,786735612.1,1102809956,1149023256,845242048.9,1499831618,746565921.2,860142077.4,486706859.3,503583090.1,585353329.8,1087247436,484911579.8,222811726.2,787674291.1,26.57252252
2023-07-03,3488893112,4654255504,2049113282,1427389111,1873755368,2009216028,807520429.8,1103458625,1192665640,849902916,1487551575,758181698.9,857505084.3,493664167.9,506103123.2,590691637.5,1070140211,485834365.3,225008544.3,821208407.7,26.75205883
2023-07-04,3490095956,4619409623,2049113282,1427389111,1869334891,1990394135,771581747.6,1100533030,1192665640,858482338.7,1487551575,756352014.1,858009995.7,493664167.9,506103123.2,594324340.9,1066819213,480095081.5,226547325.3,817022598.8,26.65548919
2023-07-05,3405094017,4647955674,2023951515,1426190604,1951466626,2025362798,770148640,1097659843,1170844448,859469874.3,1445129828,724622405.7,845307697.8,488219348.4,497703079.5,579174988.6,1102805263,469328269.8,220432529,821704058.4,26.57257151
2023-07-06,3498723320,4470073444,1921731801,1432183025,1892564702,1945503379,754532976.5,1107943109,1121746767,849398001.4,1420011760,725609127.3,842537958.8,480052060.2,479642955.6,559178849.9,1066812890,467655220.1,217285550.4,793742602.4,26.0469295
2023-07-07,3498723320,4546635076,2030241957,1520870483,1908887864,1974487883,754532976.5,1107943109,1136748804,847461617.1,1404382661,725609127.3,842537958.8,487916809.4,476702950.3,559178849.9,1066812890,467655220.1,217285550.4,845668645.5,26.42028375
2023-07-09,3480779719,4546635076,2030241957,1520870483,1908887864,1974487883,765683930.5,1115904218,1136748804,847461617.1,1404382661,769671425.2,844366788.6,487916809.4,476702950.3,566218206,1194774449,477423918.7,218779454.7,845668645.5,26.61360686
2023-07-10,3565810681,4434726205,2060121667,1524466004,1859587903,1914439721,757719437.9,1112846093,1173572032,841180014.7,1419453566,734908596.2,854668688,493361658.3,477962946.8,561332105.2,1180172558,473892460.6,218801177.8,824119913.4,26.48314343
2023-07-11,3770775862,4461047375,2080565490,1602367128,1852257657,1903183618,768884073.1,1113667282,1288815348,858721880.8,1366426356,740648729.7,844191655.5,497596498.4,468302866.5,544867324.8,1218219952,486468211.1,217216201.9,806951544.2,26.89117505
2023-07-12,3734069415,4471080823,2149760498,1604764142,1875947986,1860367819,769763364.9,1133621661,1318137624,874967182.9,1331819211,755632062,850491444.9,503041317.9,463262840.3,550930317,1207184002,491514224.2,223644454.5,816461150.8,26.98646154
2023-07-13,3635827439,4502726402,2137179615,1561618805,1862543517,1827222843,757589831.2,1127878017,1345414113,874535803.9,1370333604,776454924.5,861104148.1,510603528.1,469142890.9,560741437.3,1221410683,496372630.5,223644454.5,812753229.4,26.93509792
2023-07-14,3635827439,4341242592,2096291669,1556824892,1809270723,1790558304,757589831.2,1127878017,1274495240,884826252.4,1376473626,776454924.5,861104148.1,518165797.1,430922662.1,560741437.3,1221410683,496372630.5,223644454.5,774650510.8,26.51474583
2023-07-16,3635827439,4341242592,2096291669,1556824892,1809270723,1790558304,757589831.2,1128289561,1274495240,884826252.4,1376473626,756608487.5,861321586.4,518165797.1,430922662.1,556608316.4,1182162478,495241851.1,225801856.1,774650510.8,26.45317368
2023-07-17,3672739819,4313391754,2190648444,1659894205,1811971220,1804730086,785920590.3,1136269785,1367917234,896023834,1409406296,753605453.3,865808645.7,529358004.5,453602800.1,530207159.9,1245523146,493715214.4,222851181.9,790025757,26.93361063
2023-07-18,3665365894,4290981685,2190648444,1711428748,1828236634,1793432770,785935174.3,1135400913,1420424558,909142668.3,1384846315,776180602.5,866760943.2,551439792.3,467462882.2,548682934.1,1231549634,486777349.8,223364224.8,780512772.4,27.04857494
2023-07-19,3660499971,4402313049,2162341382,1736596823,1838658008,1760603505,783330265.3,1139966452,1642046249,967137147.4,1429500836,763107139.8,871487182.4,578361498,460952853.3,537073877.9,1264236237,481172054.4,218089097.8,772455857.5,27.46992948
2023-07-20,3758418545,4613891254,2105727407,1743787750,1855463139,1764706957,779627261.3,1146755044,1577264472,990476795.9,1449037076,762013797,867389580.6,585621198.6,458642826.3,553763099.1,1205650045,473651370,215607746.9,783275985.5,27.69077135
2023-07-21,3758418545,4783908298,2086856082,1713825762,1909141962,1840110871,779627261.3,1146755044,1593630496,992310680.7,1447920795,762013797,867389580.6,583201239.6,448562773.9,553763099.1,1205650045,473651370,215607746.9,801265410.9,27.96361086
2023-07-23,3756688255,4783908298,2086856082,1713825762,1909141962,1840110871,758761296,1131818218,1593630496,992310680.7,1447920795,740241653.2,855308522.8,583201239.6,448562773.9,543506068,1276752883,473182924.7,213397956.2,801265410.9,27.95039215
2023-07-24,3898117081,5011364009,2067984607,1706634834,1930604731,1903126921,760718846.4,1125495071,1492025360,989358014.2,1454618904,774815056.6,860415385.7,600745736.5,450242782.6,550072053.4,1230894304,467307647.4,215907483.5,812547290,28.30299612
2023-07-25,4243615153,5022872651,2052258578,1723413589,1944980446,1902160414,786206836.9,1124214064,1496116931,1005746459,1450153463,777113864,867944901.2,602560617.6,448982746,558566367.8,1216746061,459028462.7,216477880.9,823622571.1,28.72278205
2023-07-26,4285888069,5008391764,2093146523,1772551231,1953955061,1908949973,814003979.1,1127053618,1531576303,1004149183,1454618904,773959812.5,882529200.8,618895076.2,466622857.8,566304703.3,1240095947,457598923.5,213639979.4,813730841.3,28.98766195
2023-07-27,4341226175,4988728518,2045968136,1740192343,1943984194,1893276153,818639226.9,1116913692,1415651189,1000064957,1444013547,772181823.9,875831167,575639029.4,464942849.1,544230137.8,1207614090,459254711.6,216799591.1,833199496.9,28.69835103
2023-07-28,4341226175,5012257835,2407668906,1759367998,1933733369,1875966906,818639226.9,1116913692,1483160550,989760404,1480853466,772181823.9,875831167,602863127.2,480482939.9,544230137.8,1207614090,459254711.6,216799591.1,842075056.3,29.22088117
2023-07-30,4456558381,5012257835,2407668906,1759367998,1933733369,1875966906,806637131.9,1121543310,1483160550,989760404,1480853466,768469225,872485565.7,602863127.2,480482939.9,542199946.6,1247774120,472751712.2,215843435.5,842075056.3,29.37245338
2023-07-31,4493171738,5118633247,2467428027,1790528379,1940807550,1903432955,846050091.9,1118829844,1585447484,983238165.8,1474713444,772952001.2,872970668.8,603770597.1,491403016.7,556702278.5,1211229658,470965402.7,216070913.3,864986481.3,29.78333194
2023-08-01,4476706512,5066110132,2478436412,1738993836,1850859195,1910104428,830640307.5,1113054340,1541123172,969768893.4,1473038863,743959214.9,859064456.7,589856097.5,449612764.3,564148879.1,1171868603,464334299.2,217847966.5,895447862,29.40497623
2023-08-02,4537477352,4977940226,2497307737,1761764897,1866683432,1899472789,826653488.1,1106598391,1504981742,950823431.4,1399359026,724021398.3,859064456.7,587738706.8,442682723.2,581056608.5,1159186253,464198659,210620585.3,873408400.1,29.2310403
2023-08-03,4589706425,4792566235,2509888621,1780940552,1837540763,1829238200,825992334.7,1107367935,1180391187,933549206.6,1366984549,731810705.3,852447043.5,592880958,557343449.8,567109470.4,1145945425,465161290.2,213120138.6,904852848.4,28.78483734
2023-08-04,4589706425,4817305368,2495735089,1785734465,1888352819,1865647352,825992334.7,1107367935,1168116734,950662052.8,1372008184,731810705.3,852447043.5,596225438,520803189.7,567109470.4,1145945425,465161290.2,213120138.6,893999358.1,28.85325082
2023-08-06,4727354896,4817305368,2495735089,1785734465,1888352819,1865647352,827221973.5,1112527749,1168116734,950662052.8,1372008184,754541963.6,857333144.1,596225438,520803189.7,566244316.8,1138080476,453829541.5,211100164.8,893999358.1,29.00282428
2023-08-07,4748458820,4733923909,2495735089,1786932972,1883135216,1824299630,805543528.4,1112564471,1127883993,935941328.6,1540020591,752474154.2,855236873.9,603522415.8,514503166.9,550583694.1,1141963557,443559103.1,208682897,881013264.8,28.94597868
2023-08-08,4744341865,4691075130,2484726854,1724612096,1870794148,1837515312,812735715.3,1108096047,1101971230,926533073,1487551575,745876745.2,853465987.9,596529476.3,511563161.6,556833937,1142035072,432173756.8,206979249.7,895708989,28.73111942
2023-08-09,4740290835,4650302672,2379361844,1664688119,1880282273,1764532162,805734658.2,1123613196,1067193657,957436757,1477504305,746345696.8,851470989.9,589536478,489723008,568792021.7,1171271823,428424353.4,205852519.4,926564232.5,28.4889216
2023-08-10,4741050407,4751988881,2428112729,1616748869,1846202149,1632440168,787727778.1,1124025313,1043326745,973592604.3,1523833299,747533351.6,839373307.6,588928460.2,504003102.3,570623623,1177159152,420240855.6,204190866.3,975356462,28.49645812
2023-08-11,4741050407,4772650745,2473718469,1585588373,1802951562,1508444469,787727778.1,1124025313,1031734220,965453101,1479178885,747533351.6,839373307.6,591664746,504423114.5,570623623,1177159152,420240855.6,204190866.3,958527823,28.28626016
2023-08-13,5160698399,4772650745,2473718469,1585588373,1802951562,1508444469,770577668.8,1127002188,1031734220,965453101,1479178885,757053898.5,794109585.7,591664746,504423114.5,565267596.3,1151537666,415618492.2,203220673,958527823,28.61942167
2023-08-14,5094500513,4575044484,2486299502,1529259917,1756706221,1481844198,749907864.7,1123352059,1024233202,956932009.7,1542253259,784978811.7,789564922.4,583455712.2,489302995.8,564674908.1,1151537666,412997706.1,202888007,943441616.1,28.24317557
2023-08-15,5026339133,4805371703,2454847144,1493305508,1815594228,1446668686,713196930.5,1122866997,981954544.8,956932009.7,1525507880,771738605.2,772468618.9,569165736.1,476702950.3,558181092.5,1125624143,406448711.2,201008475.9,930821574.3,28.15474467
2023-08-16,5049565406,4374455641,2442266260,1483717681,1811572278,1408695563,724351208.5,1119844829,984000330.3,936955912.6,1488109768,757029036.5,773886581.3,565821314.9,504003102.3,565777767.9,1250070288,399636584.3,189865667.2,949525226.8,27.77915045
2023-08-17,4994891819,4283390056,2442266260,1434580038,1795373516,1399061567,726861755,1113080678,958769561,935189374.4,1468573422,752396982.4,773424821.8,569469774.4,503163077.9,568934534.3,1236192261,395182661.2,190974115.3,927946443.9,27.46972272
2023-08-18,4994891819,4326442238,2486299502,1472931347,1771805501,1428316046,726861755,1113080678,953996126.5,928785148.1,1530531515,752396982.4,773424821.8,568253621.3,525423243.8,568934534.3,1236192261,395182661.2,190974115.3,952260827.4,27.69698474
2023-08-20,5030091975,4326442238,2486299502,1472931347,1771805501,1428316046,709263659.7,1119911811,953996126.5,928785148.1,1530531515,755211538.2,775866411.9,568253621.3,525423243.8,582922949.4,1280828598,391400407.2,188439738.2,952260827.4,27.7789822
2023-08-21,4970419700,4219467287,2547631421,1474129854,1710614729,1385299829,738584567.4,1108723109,930129214.1,941490914.7,1488109768,738110426.7,790121753.7,555483895.5,521643214.1,592363604.9,1251339338,396672542.5,185966307.2,923029484.4,27.46933096
2023-08-22,4971082380,4289867702,2579083479,1480122275,1830063854,1426140768,800829935.2,1103490691,923310059.1,937462664.8,1510436975,741413906.2,792907059.7,538761554.3,528783261.2,593493001.9,1247618037,389730853.4,182456247.3,981589492.8,27.8486442
2023-08-23,5015633679,4313224550,2634124956,1478923768,1899241998,1455164553,774588680,1105409065,957405704,935357693.2,1565696853,749590340.5,793340104.7,541801996,523323222.8,594670845.6,1235734406,393582418.5,182196272.8,1045378730,28.19438983
2023-08-24,5052396013,4215009219,2591664362,1389037802,1822168072,1390269974,774539288.7,1098622910,924673916.1,946410110.4,1517693384,745463734.4,806441585.1,535113094.8,506523135.4,652928758,1260676169,390535301.2,179246518.7,1010624142,27.81003749
2023-08-25,5052396013,4151460831,2656141427,1392633209,1745975206,1338415642,774539288.7,1098622910,930129214.1,947695922.6,1515460610,745463734.4,806441585.1,528728173.1,511983133.8,652928758,1260676169,390535301.2,179246518.7,953511202.6,27.63298485
2023-08-27,5115909452,4151460831,2656141427,1392633209,1745975206,1338415642,766469169.3,1098468704,930129214.1,947695922.6,1515460610,727053305,816834591.2,528728173.1,511983133.8,653387084.4,1221060145,401204509,176425830.2,953511202.6,27.64894736
2023-08-28,5114233716,4243404396,2612108485,1391434702,1719989653,1328427165,784292950.5,1081188183,896715432.8,929365552.2,1539462398,730249266.1,819523159.6,531768614.8,513663142.5,684999026.2,1213795027,407943426.1,176325783.3,955619427,27.67450951
2023-08-29,5095563901,4262026991,2673440254,1456152592,1687165416,1326010730,795273290.7,1092284560,919900481.6,919770276.5,1576302316,735751827.6,821649121.8,546970705.7,503163077.9,709331775.2,1208865389,415301352.9,176824775,985654410.5,27.90740324
2023-08-30,5151325840,4164705473,2700174668,1435778431,1684610306,1296310235,801587158.4,1098499066,947177036.5,917084880.6,1600304104,713059447.5,818897516.1,546666608.7,503373084,684639850.5,1193449852,388925842.4,167383423.8,959126334.8,27.77307916
2023-08-31,5151325840,4056296180,2734772022,1439373952,1587569424,1209749651,801587158.4,1096482661,938312161.1,919278876.8,1579093284,714107312.6,834177404.9,544842437.7,494763034.2,683725376.9,1165733082,380761886.6,166763926.4,897300431.8,27.3960161
2023-09-01,5151325840,4113092078,2739489966,1454954200,1657841062,1245492389,801587158.4,1096482661,958769561,917823634.4,1514344223,714107312.6,834177404.9,555179798.4,498123051.7,683725376.9,1165733082,380761886.6,166763926.4,939166836.1,27.58894145
2023-09-03,5151503116,4113092078,2739489966,1454954200,1657841062,1245492389,837753080.6,1089588476,958769561,917823634.4,1514344223,704321960,849078349.7,555179798.4,498123051.7,666456793.2,1170232575,361999156.7,167088028.1,939166836.1,27.59229834
2023-09-04,4267414472,4113659390,2739489966,1454954200,1657479735,1227028547,814961927.8,1098018196,958769561,909005445.6,1514344223,724143877.5,854378841.9,555179798.4,498123051.7,655711000.6,1170576468,346811283.7,165658037.9,920815847,26.64652387
2023-09-05,4384755565,4067083892,2816547914,1413007370,1609438049,1222717682,809426030.5,1091070577,953996126.5,867966314.4,1565696853,692273089.5,853128998.7,543626284.5,485942978.3,651067177.5,1168385667,335844806.8,164173126.4,892085546.9,26.58823405
2023-09-06,4310045174,3986857230,2866871447,1436976938,1539922838,1228225843,798641430,1084353806,943767459,869697661.2,1583558725,696680340.9,839468545.5,530248423.4,474602929.3,638448119.6,1192325457,329559612.8,165074771.6,883762637.5,26.39908939
2023-09-07,4310045174,3986857230,2892033214,1458549606,1539922838,1228225843,798641430,1081685855,905580308.2,854528223.9,1593605888,701921972.1,834347241.5,520823118.8,481322964.3,639965816.4,1214774600,326873756.3,166587105.4,883762637.5,26.42005482
2023-09-08,4310045174,3919307275,2848000272,1427389111,1506837767,1206970378,798641430,1081685855,888532485.8,839091079.7,1593047801,701921972.1,834347241.5,533592844.6,480062967.8,639965816.4,1214774600,326873756.3,166587105.4,873704839.6,26.19137977
2023-09-10,4496314140,3919307275,2848000272,1427389111,1506837767,1206970378,798799608.1,1083604292,888532485.8,839091079.7,1593047801,683399640.7,823546785.1,533592844.6,480062967.8,666631633.4,1235924905,318061890,169756677.3,873704839.6,26.39257639
2023-09-11,4640679259,4036087038,2866871447,1464542027,1551402468,1246575481,812054878.7,1086865530,885122908.3,853895145,1726452957,681159183.8,829020888.1,526599905.1,461162819.4,685225860.2,1200324439,314623221.6,167643147.7,901013797.8,26.9373224
2023-09-12,4429858079,4072902608,2892033214,1454954200,1582680517,1282680118,795252834,1033916966,887168693.8,858686623.4,1756594660,669548911.9,824962786.5,535721230.2,467042870,696411235,1179603602,312858616.7,166168285.6,921777223.8,26.82082327
2023-09-13,4514074472,4114902432,2868444095,1498099422,1630078327,1305468526,797011327.2,1031969529,876939961.4,875294545.5,1776689200,646131841.3,831900441.5,541497898.9,435962688.3,674795497.4,1193124349,322302071.1,166460435.4,935641423.8,27.03678848
2023-09-14,4586680644,4100408576,2855863212,1511282656,1651594548,1281965205,836222665.1,1022640371,886486765.3,874672808.4,1606444126,713641829.2,827418329,544234361.1,448982746,708292185.2,1200139840,315038783.6,163436656.6,940296606.8,27.07574291
2023-09-15,4586680644,4122146086,2865298799,1500496436,1608302075,1248269483,836222665.1,1022640371,877621889.9,861486287.3,1495366177,713641829.2,827418329,536937324.6,454442784.4,708292185.2,1200139840,315038783.6,163436656.6,890849523.9,26.83472817
2023-09-17,4560830064,4122146086,2865298799,1500496436,1608302075,1248269483,812711200.2,1025765943,877621889.9,861486287.3,1495366177,733550197,830622395.7,536937324.6,454442784.4,705377051.6,1175200840,305717585.2,148160297.6,890849523.9,26.75915244
2023-09-18,4546644921,4213557443,2942356747,1441770852,1608377294,1233041970,806079110,1028102077,856482626.5,861486287.3,1478620692,684065591.8,827510294.5,526599905.1,458642826.3,739612205.3,1174787811,301103916.9,154966076,916537541.9,26.80034619
2023-09-19,4442834190,4148675711,2854290564,1470534447,1587226535,1188868300,799209403.1,1027075282,861937924.5,861486287.3,1512111556,688575677.9,824764273.5,525383751.9,471662884,784522505.4,1151743572,306107818.5,159615286.8,917203898.9,26.58382987
2023-09-20,4534099250,4322125467,2868444095,1457351099,1570226172,1197182258,807973059.5,1024165318,859210275.5,855846221.1,1509320695,689391514.9,815237703.5,520519139.3,465362861.2,792555480.6,1177162043,294039031.4,160189927.6,914027253.1,26.83442886
2023-09-21,4377715627,4356156949,2763079085,1456152592,1463756783,1104130528,807438442.6,1025104328,831933720.6,844753905.6,1423360814,680857540.3,812090412.1,521431195.3,488883023.6,789267374.5,1211718312,293374317.5,162935893.8,852106342.1,26.26624719
2023-09-22,4377715627,4217097899,2848000272,1480122275,1437065901,1071811512,807438442.6,1025104328,820341196.2,831589960.2,1457409871,680857540.3,812090412.1,525383751.9,490983004.5,789267374.5,1211718312,293374317.5,162935893.8,844933134.8,26.18524102
2023-09-24,4303579640,4217097899,2848000272,1480122275,1437065901,1071811512,805007900.4,1023838161,820341196.2,831589960.2,1457409871,685912774.1,814701221.1,525383751.9,490983004.5,777676414.2,1185929297,289901411.3,164917950.3,844933134.8,26.07620355
2023-09-25,4296479591,4132382629,2893605862,1504091843,1420544250,1085436568,824379975.7,1018399971,797156147.3,817387128.4,1410522683,697350492.7,812000279.9,538153477.7,486783002.7,760396929,1215846849,288670987.1,165201644.3,832681580.4,25.99747189
2023-09-26,4275312191,4138795687,2840137033,1502893336,1372149679,1035007221,814822408.2,1009712183,776016883.9,807088992.4,1412197157,680908454.1,808955091.9,526904002.2,486783002.7,770110483.6,1172793675,295168227.3,167232114.5,800960188.4,25.69394801
2023-09-27,4238089156,4024583938,2882597626,1489710102,1346761938,1007646924,812341881.3,1003565491,786245551.3,803504466.3,1447920795,668673740.3,808902540.5,528120214.1,482162948.6,772262506.1,1159261060,297360704.2,176583425.5,787804789.1,25.5240998
2023-09-28,4345065565,3916370908,2904614097,1578397560,1406104800,1046094202,799969501.8,982836628.8,797156147.3,797072742.2,1484202520,678830597.6,808902540.5,529944385.1,493083025.5,781802903.1,1181037991,304846951.1,184471612.8,804221643.3,25.82502632
2023-09-29,4345065565,3830633103,2939211751,1577199053,1436795563,1057515297,799969501.8,982836628.8,792382777.8,808402592.5,1453502624,678830597.6,808902540.5,523559463.4,486362990.5,781802903.1,1181037991,304846951.1,184471612.8,845734118.5,25.81906362
2023-10-01,4345065565,3830633103,2939211751,1577199053,1436795563,1057515297,799969501.8,982961215.9,792382777.8,808402592.5,1453502624,664796652.4,810116974.1,523559463.4,486362990.5,777424120.1,1162230661,296862282.2,184148488,845734118.5,25.77487479
2023-10-02,4260299226,3697998538,2892033214,1590382401,1405380368,1021187930,770112771,975214306.7,780108324.9,797299267.1,1521600632,724711292.5,806875341.6,518390812.4,470822899.7,760915004.9,1137176039,285950275.8,182490936.6,799657478.2,25.39860706
2023-10-03,4184853558,3730642851,2849572920,1644313958,1329283587,960217905,748653887.8,974315726.9,754195692,773478219.7,1483644327,696244433.1,794028153.4,507749413.5,468722878.7,750746372.6,1139784365,286298530,179059980.8,748086756.7,25.00389352
2023-10-04,4186895516,3787897774,2855863212,1595176315,1414555151,970157144.4,735849521.3,977663152.2,793746634.8,772497506,1522717019,698451595.3,798776342.4,506533201.5,466202885.6,766240483.1,1175773342,286668321.1,175377497.4,762986388.9,25.250029
2023-10-05,4223195328,3729017279,2835419389,1658695698,1397703667,941869629.6,740568829.4,974801742.6,786245551.3,762154227.5,1474713444,714167912.9,801797003.4,532072653.1,462002843.8,767340709.6,1171713262,283126392.1,179371906.1,744113738,25.18009121
2023-10-06,4223195328,3686897115,2863726151,1685062280,1377080126,933989820,740568829.4,974801742.6,794428498.3,761259522.9,1489226155,714167912.9,801797003.4,517174659.3,457382829.8,767340709.6,1171713262,283126392.1,179371906.1,723524725.4,25.14583497
2023-10-08,4288500191,3686897115,2863726151,1685062280,1377080126,933989820,766830498.3,970107148.4,794428498.3,761259522.9,1489226155,704877844.5,801797003.4,517174659.3,457382829.8,761800072.2,1162602734,271937284.3,174394803.1,723524725.4,25.19259946
2023-10-09,4177550690,3681050177,2951792634,1663489612,1396926710,952007974.4,770427554.5,964672577.6,788973200.3,761259522.9,1514902417,719950084.7,801797003.4,514438255.9,467042870,781155871,1212468977,277197874.1,177404047.2,725412591.2,25.29992064
2023-10-10,4135477030,3931085050,2951792634,1721016575,1489387296,994801990.4,796881323.6,967025425,841480524.6,757047234,1531089708,700371689.3,833879167.9,521127098.3,480902952.1,780662163,1167396360,271368551.4,173799394.2,744592549,25.79118472
2023-10-11,4182361441,3890232904,2987962636,1703039427,1470406804,960218645.4,791092085.4,968813045.2,853754977.5,768670038.2,1506529727,719658522.4,841319031.3,520823118.8,466202885.6,773240118,1182873532,266283813.6,177060757.2,739124565.1,25.76966808
2023-10-12,4076837220,3890232904,2958082926,1694650107,1470406804,960218645.4,762673915.7,967356571.9,839434804.1,760337763.8,1418895373,698980060.2,835871862.9,516566523.9,454442784.4,761035652.2,1166271543,258238914.5,179305953.2,739124565.1,25.40896489
2023-10-13,4076837220,3597232762,2860581155,1653901785,1398794968,885485703.6,762673915.7,967356571.9,853754977.5,759534394.6,1466898948,698980060.2,835871862.9,505925066.1,451922791.3,761035652.2,1166271543,258238914.5,179305953.2,699695888.9,24.84030013
2023-10-15,3954813208,3597232762,2860581155,1653901785,1398794968,885485703.6,757750015.5,965957142.9,853754977.5,759534394.6,1466898948,696486981.9,836071859.7,505925066.1,451922791.3,765953324.8,1248648991,257865332.4,172463583.4,699695888.9,24.78973888
2023-10-16,3929590080,3526364710,2877879683,1731802909,1404101103,889443823.4,752551112,968979884.7,868075085.9,743521277.5,1502064286,699428090.4,829476957.3,509573584.4,461582831.6,780444170.1,1288979738,261138742.2,172314999.1,707466656.5,24.90477972
2023-10-17,3860536640,3481832811,2928203516,1773749738,1386925394,867242341.3,746977302.1,970572742.4,904216516.2,777002830.8,1431175310,713423635.4,800311997.1,525383751.9,461582831.6,791025059.3,1261367847,263729724.7,173396995.7,700384416.4,24.8190414
2023-10-18,3773776096,3285695790,2870016743,1699444021,1309825151,829221779.7,735837302.5,967529873.9,847617751,767562160.1,1396568165,721237461.8,809748852.3,510485758.1,462842868.2,774137487.7,1241107818,270906975.3,170925118,664499526.3,24.1089867
2023-10-19,3841900620,3268209333,2833846741,1704237934,1289821832,842331139.3,741241243.9,971805541.8,809430600.2,774079818.7,1382055454,724161447.2,799061985.1,501060394.7,461582831.6,758290784.3,1180763428,273650208.3,171798141.1,657239664.1,23.98656914
2023-10-20,3841900620,3384929931,2805539678,1677871353,1302566617,850512571.4,741241243.9,971805541.8,799201932.8,772983336.9,1368100936,724161447.2,799061985.1,488898774.9,443942719.8,758290784.3,1180763428,273650208.3,171798141.1,655449135,24.01267039
2023-10-22,3841900620,3384929931,2805539678,1677871353,1302566617,850512571.4,741241243.9,972242909.6,799201932.8,772983336.9,1368100936,716140072.9,796920823,488898774.9,443942719.8,759573572.9,1173121186,275320085,171798141.1,655449135,23.99825564
2023-10-23,3982832158,3420036695,2813402618,1659894205,1334588975,887547505.3,731363623.1,979571608.3,789655128.8,781323387.6,1388195476,725489882.4,804594092.8,480385614.5,444782744.2,731545447.3,1209314559,289862657.1,168312110.8,663872887.3,24.28657138
2023-10-24,3879593009,3561932657,2810257622,1665886512,1349423833,908967923,751147434.6,972737351.6,801247653.3,786599630.3,1456851678,731807330.7,802665626.5,480385614.5,460742847.2,724719460.5,1210235086,290006879.6,159341703.9,670293141.6,24.47484299
2023-10-25,3814712324,3379080499,2720618491,1583191474,1317232940,879460852.2,734843553.9,943946919.4,760332853.5,788507187.1,1399917220,724441637.7,793193392.7,473392645.7,464942849.1,734196112.7,1203731660,273806350.5,159099449.1,638243754.3,23.78689217
2023-10-26,3824871204,3478378534,2701747316,1590382401,1363912575,908401355.5,731694214.1,943697618.7,751468043.1,791723296.1,1334610072,713977780.5,797105899.6,491331081.2,470822899.7,727495217.8,1231064906,277437312.5,160109265.8,653096933,23.94332793
2023-10-27,3824871204,3297693744,2704892612,1543641658,1305163717,841035491.6,731694214.1,943697618.7,720781910.7,791723296.1,1359728247,713977780.5,797105899.6,532072653.1,450662754.7,727495217.8,1231064906,277437312.5,160109265.8,626549987.1,23.58139949
