Date,NTCO3.SA_MktCap_USD,0973.HK_MktCap_USD,LMND_MktCap_USD,SOMA3.SA_MktCap_USD,ARZZ3.SA_MktCap_USD,MME.AX_MktCap_USD,FREY.PA_MktCap_USD,CONCHATORO.SN_MktCap_USD,MOVI3.SA_MktCap_USD,AEF.AX_MktCap_USD,ABB.AX_MktCap_USD,LFG.AX_MktCap_USD,1112.HK_MktCap_USD,VITL_MktCap_USD,2897.TW_MktCap_USD,KMD.NZ_MktCap_USD,AMAL_MktCap_USD,SML.NZ_MktCap_USD,IBAB.BR_MktCap_USD,BFT.WA_MktCap_USD,Index
2022-07-28,4153046420,4834951793,1352915197,1592303437,1675288816,413550916.9,1056468638,928339705.9,852055985.6,483263001.3,752065725.6,747899380.4,698872482.1,454022812.3,720292069.8,420681403.9,672003939.2,435720159.1,501752327.6,361313683.8,23.10680789
2022-07-29,3988129804,4834951793,1285405836,1554539859,1668020582,413550916.9,1056468638,928179563,840693578.9,483263001.3,752065725.6,747899380.4,698872482.1,495603058.6,720292069.8,420681403.9,684761729.3,435720159.1,501752327.6,361313683.8,22.87216559
2022-07-31,3988129804,4789708674,1285405836,1554539859,1668020582,432236443.3,1057994439,928179563,840693578.9,462901392.3,629372069.5,737549241.9,686289633.8,495603058.6,721375479.7,415725416.9,684761729.3,434573937.4,501888603,351449395.2,22.66639873
2022-08-01,3917081129,4861979865,1398603366,1556833097,1661413832,407325970,1063623310,933846584.4,859105866.2,474572027.2,625815977.9,748687334.6,664755763.2,488042999.3,714145602.8,426977291.6,695442580.9,449176311.6,496277690.3,360947384.4,22.80465398
2022-08-02,3952898822,4626281845,1429971297,1527702277,1644520701,376971138.9,1052670649,914493136.1,841911328.2,475029714.5,644524043.2,734467125.9,689233106.3,498963076.1,713426727.3,423338338.3,689212059.6,445372607,494094302.3,372756538.5,22.54783883
2022-08-03,4390184457,4726157884,1508391384,1647460826,1743227191,387094497,1052873802,900073214.4,858611571.1,489223999,669388673.2,739402805.4,715927338.7,506523135.4,710715949.1,418791204.6,700189541.1,451383967.7,503558259.9,369940967.7,23.48912067
2022-08-04,4643544622,4816809321,1589538925,1762619933,1821128237,370587854.9,1062217288,913256344.1,893397063.4,490082130.2,640669243.4,789552342.1,718882614.7,564903469.1,720823730.8,424637038.1,698706156.5,460333746.4,508026971.5,374697500,24.26441453
2022-08-05,4513657788,4816809321,1641364321,1750952412,1805674342,370587854.9,1062217288,897821336.4,896807446.1,490082130.2,640669243.4,789552342.1,718882614.7,568683498.8,720823730.8,424637038.1,709980267.9,460333746.4,508026971.5,374697500,24.16226119
2022-08-07,4513657788,4834767019,1641364321,1750952412,1805674342,377622132.1,1054244460,897821336.4,896807446.1,473660550.1,649723381.4,799474907,752945231.8,568683498.8,719219881.5,420765104.8,709980267.9,439942117.5,498350819.2,373081332.1,24.17873835
2022-08-08,4711978850,4807649457,1712283324,1794352425,1803580827,372094912.7,1057018066,910107353.3,955261734.8,504635664.6,651548303.1,877570476.6,725539203.7,590103640.3,725805434.6,424116312.5,711167081.4,450247375.2,498486200.2,378753477.7,24.66230012
2022-08-09,4247360482,4698764429,1916857193,1707827524,1754768513,360226423.2,1058107836,907758537.1,935357258.4,478031979.1,654710867.1,858830110.4,718864299.1,582963593.1,730662335.5,423873744.1,714742280.1,443192437.8,502530837.7,377689282.4,24.07311996
2022-08-10,4215193560,4773217338,1954362351,1834269965,1848541172,351010234.4,1067583348,918534806.1,969762031.3,523015281.9,687052449.2,914852678.8,735459032.6,600183692.7,750938513.6,428079791.6,705506360,448925311,511187052.1,381847724.9,24.61952269
2022-08-11,4089027386,4775529379,2073697108,1865408374,1774504282,362685783.8,1069235186,915682839.6,939275167.5,503942934.2,714852795,927645139.7,761034763.6,578343579.1,749963661.6,429940146,712060969.3,446701479.9,514356514.5,381740458.8,24.58562795
2022-08-12,3724773309,4775529379,2183485126,2009280031,1927324129,362685783.8,1069235186,928011505.1,979423397.5,503942934.2,714852795,927645139.7,761034763.6,597243687.4,749963661.6,429940146,713550645.2,446701479.9,514356514.5,381740458.8,24.70072007
2022-08-14,3724773309,4778088074,2183485126,2009280031,1927324129,363386522.4,1062985234,928011505.1,979423397.5,510936516.2,730979927.7,927559733,751052427.6,597243687.4,755410432.8,434914158.7,713550645.2,456130930.7,510758873,381740458.8,24.72703512
2022-08-15,3896690852,4724007540,2106428895,2016634334,1912226860,373814911.6,1053323156,928011505.1,1025159446,498803303.7,691963463.4,924226574.3,746666286.7,581283584.4,750889106.7,432975120.2,719211366.6,448630148.3,499672652.3,376173294.8,24.7067924
2022-08-16,3777563643,4785767908,2095518299,1920767739,1861127713,373793657.8,1048233049,921737818.1,1005500657,494321629,698157665.7,894541244.9,746380614.5,589263615.9,758034320.9,431648698.4,718913325.6,447255767.2,491305311,414502206.1,24.47433488
2022-08-17,3667504345,4757553745,2006869675,1942100469,1872190893,379162508,1049091950,891605149.4,1029945306,473394254,681094524.7,881364033.6,738068601,579183563.5,755594148.4,423219396.2,717721690.7,446580425.2,503443103.7,421248810.7,24.21693659
2022-08-18,3860791397,4756947204,1937996457,1981125294,1884755000,357948475.6,1033967302,860796542.9,1007021742,468432017.3,650570701.4,838811072,731299491,576243558.2,751114408.2,421123740.5,712954680.8,444369092.6,493220315,426073061.3,24.19556155
2022-08-19,3706072545,4756947204,1720466206,1954588302,1872225139,357948475.6,1033967302,845468653,957736068.8,468432017.3,650570701.4,838811072,731299491,604803706.7,751114408.2,421123740.5,706102265.7,444369092.6,493220315,426073061.3,23.74133977
2022-08-21,3706072545,4719010470,1720466206,1954588302,1872225139,343628364,1034274490,845468653,957736068.8,458832449.5,645301826.3,821941411.8,737720564.2,604803706.7,747037855.6,416482918.2,706102265.7,443479445,487076850.3,412381496.2,23.63463103
2022-08-22,3596815577,4655484933,1573173031,1877998363,1868236289,346227072.7,1024405900,842710780.3,953381262.5,448769619.9,637325768.3,798562244.8,728823475.8,568683498.8,741046409.5,416516356.5,682863474.3,444850938.3,477272733.9,401536697.5,23.08468443
2022-08-23,3831013790,4482945590,1511118968,1976346074,1895605838,350888170.5,1027234016,854103153.2,989366934.9,469834933.6,643307744.5,818099528.7,750305840.3,562383476.1,744727013.6,418579284.9,664689440,447054202.6,478015822.7,396750923.1,23.31237074
2022-08-24,4144678112,4519590105,1577264472,2017100338,1939857809,355162621.1,1027341526,839339728.6,997465020.2,490719952.9,639864018.7,818141940.4,769641238.2,555243428.9,749610238.9,413064090,673627554.2,446548105,472319889.3,392405509.7,23.8389857
2022-08-25,4311561189,4510227350,1662503584,2062483745,1939071396,358129997.2,1027684685,855988848.5,989008044.7,475675135.9,647271440.9,823140192.6,768109432.1,546423373,752780261.7,411592104.7,679288216.9,449076785.9,523059238.1,390024326.4,24.18309935
2022-08-26,4058105050,4510227350,1523393421,2093820552,1948178708,358129997.2,1027684685,849434783.9,971673855.4,475675135.9,647271440.9,823140192.6,768109432.1,538863313.7,752780261.7,411592104.7,678394505.4,449076785.9,523059238.1,390024326.4,23.79863514
2022-08-28,4058105050,4364250061,1523393421,2093820552,1948178708,345623216.6,971644948.2,849434783.9,971673855.4,456699797.8,540680440.9,786299033.3,778350374.4,538863313.7,741752726.3,400977885.8,678394505.4,444228887.3,488693018.6,381227457.7,23.36229204
2022-08-29,3965493584,4428022642,1480432836,2135261945,1990048390,347666721.1,990691578.8,854351090.9,973734379.9,458669726.5,545921874.5,763611074,784326658.5,560283455.1,740497033.2,404107380.1,670052414.4,447695940.8,523508895.1,383643890.9,23.44802151
2022-08-30,3809493267,4490589496,1528848719,2058755073,1961349928,345154899.8,997802462.6,861478993.7,949052504.2,472112995.2,564306347.5,774377798.5,779713808.8,554823416.7,753568820.7,405995911.7,672435860.6,461538592.5,511432990.3,401997893.6,23.35482978
2022-08-31,3683719511,4391352326,1508391384,2063945461,1943309222,249051017.3,999194775.4,840241702.8,907695659.1,439639691.1,537656817,769290445.6,757574171.3,543903339.9,751800806.9,404606653.2,670350279,452028950.4,495943074.1,390427966.4,22.80012325
2022-09-01,3645066982,4609052526,1559534851,2039365234,1952780393,230499673.4,996424674.5,847495653.7,915186267.3,423800515.5,504889417.8,788885905.7,744222713.1,547263357.4,751683854.2,399134760.8,659028836.2,450083175.5,497395970.5,394960316.8,22.95675508
2022-09-02,3809206109,4609052526,1491343562,2054517789,1957292034,230499673.4,996424674.5,902549742.8,963884739,423800515.5,504889417.8,788885905.7,744222713.1,533403275.3,751683854.2,399134760.8,662901840.7,450083175.5,497395970.5,394960316.8,23.16613259
2022-09-04,3809206109,4572262895,1491343562,2054517789,1957292034,217938684.4,992129634.2,902549742.8,963884739,402551838.4,514549068.7,766777905.3,732282846.9,533403275.3,751818029.7,384302641,662901840.7,452819929.2,496394359.4,398872623.6,23.05779955
2022-09-05,3955362313,4481574842,1491343562,2042908266,1973069515,216161776.5,990440200.5,873897994.1,992312215.9,410372916.7,502104577.2,765673206.2,718946726.6,533403275.3,745728562,381771559.3,662901840.7,456888688.7,488156058.9,374389189.7,23.05740729
2022-09-06,3726120139,4481175198,1524075349,1953868866,1903727733,211097823.7,990980727.9,828837272.1,923786786.7,429015073.9,486082873.8,756430621.4,726293804.3,543903339.9,725862478.9,377238215.6,656049484.3,450158561,483267177.7,375881575.6,22.5538531
2022-09-07,3726120139,4517658338,1623634570,1953868866,1903727733,211771646.1,994880260.2,850380775,923786786.7,431819118.2,493629945.8,765970360.9,721137586.3,567423502.3,731552666.3,393949600.8,665881310.1,453671855.1,461534550.2,395768475.8,22.78816809
2022-09-08,3874760696,4517747549,1657730215,2010541221,1928436708,209752707.9,1002284823,839015354.5,912719493.3,431296459.1,492673199.4,776518889.2,744733837,586323610.6,731552666.3,387035305.3,666179174.7,456906605,451847201.4,410095216.6,23.08815093
2022-09-09,4156685704,4517747549,1738877886,2079713883,1972592381,209752707.9,1002284823,811307588.2,939896821.6,431296459.1,492673199.4,776518889.2,744733837,602703725.9,731552666.3,387035305.3,677202694.1,456906605,451847201.4,410095216.6,23.59142514
2022-09-11,4156685704,4517747549,1738877886,2079713883,1972592381,219705560.1,1008346307,811307588.2,939896821.6,448724206.3,502510623.9,785636702.5,744733837,602703725.9,752032953,393478127.6,677202694.1,465376966.8,446451961,419982825.6,23.6837083
2022-09-12,4380378883,4445436749,1720466206,2111202159,2026583774,223780863.6,1020133897,842287270.1,960002052.6,460701449.5,510162039.7,787580499.3,737931237.4,561963463.9,749121471.1,384347846.8,681075875,471936460,432096126,408859421,23.91604774
2022-09-13,4045337176,4263466250,1594312295,2022687174,1973913190,226259541.4,1005162023,820555269.3,923446606.4,420526322.7,475041149.4,759663195.2,737840520.7,553983392.3,734517193.2,371811659,680181987.1,454569818.5,418850389.6,390900647.2,22.8730258
2022-09-14,4217842425,4345586055,1635909023,2034831851,1999047213,224097267.7,1034759223,826644169.4,929618277.5,406737487.6,467677185,766015870.7,763787047.8,555243428.9,744186995.3,368853469.9,685544902.7,455462716.5,411453049.4,385219354.3,23.25851701
2022-09-15,4216415725,4372598885,1674096109,1951263449,1964369438,209756228.5,1023557455,822942728.6,910276650.2,394316890.1,467157770.1,725157599.5,745494583,511563161.6,741386592.4,376181443,691205682.9,452270433.2,395555381.3,367639291.2,23.0132055
2022-09-16,3771576289,4372598885,1564990149,1930004934,1966614198,209756228.5,1023557455,822942728.6,870371738.2,394316890.1,467157770.1,725157599.5,745494583,496443042.9,741386592.4,376181443,672435860.6,452270433.2,395555381.3,367639291.2,22.36645149
2022-09-18,3771576289,4399783676,1564990149,1930004934,1966614198,196311145.9,1032860755,822942728.6,870371738.2,398864260.4,456063825.1,724251309,726471798.8,496443042.9,731626612.6,367682862.5,672435860.6,463097578.9,398025184.1,367886032.5,22.35830398
2022-09-19,3871517945,4536032760,1544532684,1976213773,2021561168,198688171.2,1033205541,822942728.6,898848604.5,392993785.1,465841332.6,723971243.9,743996393.1,498963076.1,733316278.2,376408358.5,694482899.4,457700429.2,392957167.1,369104189.4,22.75327853
2022-09-20,3970043596,4399727623,1496116931,1995559497,2077234925,195327792.4,1015889066,785811933.1,897496870.7,385486646.2,465668733.2,717090922.4,712009292.6,478382959,727672380.8,369039344.8,692993223.5,455692215.2,393711742.9,364358337.6,22.59531403
2022-09-21,3976025058,4345096124,1477023323,2053207074,2090922592,195327792.4,1001618254,776839701.5,868647652.1,385486646.2,465668733.2,717090922.4,633628442.5,483842997.4,723655796.3,368079660.4,694184917.2,448833768.7,373447156.1,354200367.5,22.43282698
2022-09-22,4119283606,4254720405,1404058664,2180141791,2148340688,191474234.7,991018045.5,759924143,902656975.2,370662389.8,452424642.8,704828502.2,613899721.2,485102994,721401758.6,380027791.8,703122972.6,450288046.4,363038768.9,355527806.3,22.55194395
2022-09-23,3907784843,4254720405,1465430799,2094753696,2065721524,191474234.7,991018045.5,730995134.5,867496375.4,370662389.8,452424642.8,704828502.2,613899721.2,490563032.4,721401758.6,380027791.8,684353091.4,450288046.4,363038768.9,355527806.3,22.15641061
2022-09-25,3907784843,4354203213,1465430799,2094753696,2065721524,171496201.3,975751672.5,730995134.5,867496375.4,357326497.5,429151027.8,689217235.7,597121711.2,490563032.4,695744165.6,380027791.8,684353091.4,450288046.4,351861148.3,345616156.1,22.10490336
2022-09-26,3581075352,4472194940,1433380939,1950682979,1956794802,170016216.1,974752593.5,715768096.5,817460233.3,350803551.5,408199666.2,683269399.5,583438341.5,487622987.1,686966056.8,364674486.8,683757362.2,412930435.4,341136878.7,342627814.3,21.41755313
2022-09-27,3514841918,4481118112,1444973464,1943068862,1955480841,164323321.8,960765001.7,743194574.3,800737985.5,352847321.7,413424403,674164444.4,602435257.3,475442913.7,671004096.2,352122915.9,692099453.2,429931951.8,339644196.1,345210289.9,21.35683132
2022-09-28,3522317686,4318278390,1532258231,1963599268,1961968898,166075723.4,983415736.3,769212622.8,803229639.7,354536920.1,439013775.2,686502714.2,569785341.7,491823028.9,698378817.7,368086781.1,686736537.6,439056282.5,335774360.9,338292853.1,21.42834361
2022-09-29,3400027753,4326909601,1431335154,1918976530,1947915589,170987808.2,989922190.7,779655048.7,771409511,346582271.3,439443109.5,678584449.6,561360145.1,478382959,690094146.7,369618987.8,679884122.5,440883908.6,339972468.6,331400662.8,21.09334642
2022-09-30,3603586592,4326909601,1444291535,1945877813,1982075394,170987808.2,989922190.7,786621463,782589725.2,346582271.3,439443109.5,678584449.6,561360145.1,502743105.8,690094146.7,369618987.8,671839896.1,440883908.6,339972468.6,331400662.8,21.40538527
2022-10-02,3603586592,4398732468,1444291535,1945877813,1982075394,159204276.1,986209516,786621463,782589725.2,330768040.9,408525787.9,677454215.7,542348356,502743105.8,678884043.8,351322744.5,671839896.1,425309459.3,348858350.9,329515101.1,21.35675788
2022-10-03,3812118214,4398732468,1511800897,2189124935,2165255097,163628072.8,990175239.5,797044078.8,884656279.4,361972820.4,429189193.8,686187598.1,542348356,496443042.9,683447699.7,368159194.5,684651014.9,432957555.7,387100938.3,355482603,22.3404753
2022-10-04,3741701777,4546874203,1606586748,2164082497,2126644249,171065329.1,1011388355,809706222,933450577.3,386188771.8,431929323.9,687485625.5,568207424.9,521223201.9,688795177.1,365779569,696866345.6,433054423.2,381008858.6,361995747,22.63403442
2022-10-05,3656387347,4398855752,1573854960,2139265701,2129822025,166273971.8,1003960925,800325586.8,919958549.7,375718017.5,433754448.9,683885615.2,556816433.2,509883152.9,693272657.3,368247990.9,671244049.3,437226058,388494501.8,354224695.9,22.26147244
2022-10-06,3664100374,4305927375,1556125209,2219793720,2129356220,163763131.6,991607778.9,790385446.2,962656304.7,365274098.3,417711063.6,673558518,536238187.4,498963076.1,690387531.6,364364881.8,677202694.1,415028433.6,383150022.8,336917726.8,22.1425118
2022-10-07,3497547803,4305927375,1484524407,2167524674,2133947861,163763131.6,991607778.9,784132117.2,955023093.4,365274098.3,417711063.6,673558518,536238187.4,482582960.8,690387531.6,364364881.8,678692428.8,415028433.6,383150022.8,336917726.8,21.82790409
2022-10-09,3497547803,4093152201,1484524407,2167524674,2133947861,169616062.2,991867819.5,784132117.2,955023093.4,322171458.4,396003081.8,665600226.2,513445335,482582960.8,690387531.6,354021241.4,678692428.8,391674735.9,382718708.7,331227949,21.4858617
2022-10-10,3358600819,3907916851,1457929715,2176255200,2123183273,169893000.4,1000762589,784132117.2,940825107.7,308973850,380109834.4,652695274.6,526373234.5,508623116.3,667478371.4,351850125.8,670350279,394093411.6,383976581.9,344277447.7,21.1083002
2022-10-11,3301797214,3917054881,1441563821,2068737404,2056236980,189695832.9,999743328.9,778312099.1,890674676.6,316900311,361700838,649750189.3,543090636.4,501063097,670943823.5,352633276.3,669158526.5,391347007.6,375198074.4,343191598.8,20.81879362
2022-10-12,3301797214,3972841499,1498162587,2068737404,2056236980,192315003.2,1006266341,756955098.1,890674676.6,317451111.6,380910488,639286253.8,532472020,504423114.5,656239256.1,354311238.8,673031648.6,393209184.6,396765683.7,339394145.4,20.93148095
2022-10-13,3334651923,3852402787,1528848719,2051381041,2055807805,206775510.2,1010596705,769599680.1,898119627.6,326597144.2,412082403.8,638207606.4,547678517.8,527943236.8,662994445,359519162,705506360,392713223.5,377678331.7,351387718.6,21.01049195
2022-10-14,3187707517,3852402787,1389738426,2007457081,2023558338,206775510.2,1010596705,749245538.4,869111405.2,326597144.2,412082403.8,638207606.4,547678517.8,509463140.7,662994445,359519162,699249850.5,392713223.5,377678331.7,351387718.6,20.57416485
2022-10-16,3187707517,3704259431,1389738426,2007457081,2023558338,195170261.7,1015255816,749245538.4,869111405.2,327893508,392310560.2,628764645.9,553767734.1,509463140.7,654862425.9,355495307,699249850.5,378670210.7,393557207.4,348012675.9,20.38355108
2022-10-17,3256762682,3954397826,1462703215,2004641262,2048595251,197517813.5,1020443975,748016079.8,890103246.7,360605653.6,424989145.8,631343305.6,567474245.6,530043257.8,659280673.5,364107278.9,710273370,381702994.1,411435808.9,351088513.4,20.9755256
2022-10-18,3597483981,3889490066,1599767593,2029038479,2092771815,193512667.5,1022307835,753858322.8,906177326.7,347612877.9,420676092.2,633268514.5,558334228,499383088.3,651469047.2,370052013.6,705208495.4,380580303.4,404227827.2,345546500.3,21.40076707
2022-10-19,3549780778,3824745468,1569081590,1972714422,2068273764,205610273.9,1018081631,748135382.1,910330685.3,318767357.6,415322557.5,634611132.6,560628064.6,488042999.3,665978978.3,364511362.6,707294018.1,380901841.8,409290202.5,355912597.4,21.16801511
2022-10-20,3712441351,3926993075,1502936086,2019875198,2075961030,183081307.6,1019375830,741298279,895589236.6,310653227.4,414184712.2,622466509.8,565246553.6,482582960.8,649996921.3,357961488.8,687034519.8,378868489.7,412065319.8,349191672.2,21.30780377
2022-10-21,3875236782,3926993075,1561580507,2153268767,2114625235,183081307.6,1019375830,748751092.7,922622924.4,310653227.4,414184712.2,622466509.8,565246553.6,491403016.7,649996921.3,357961488.8,690311912.7,378868489.7,412065319.8,349191672.2,21.74788534
2022-10-23,3875236782,3741302375,1561580507,2153268767,2114625235,183587866.6,1022006459,748751092.7,922622924.4,317486827.8,443220564.5,625365573.2,556049736.3,491403016.7,651248530.3,357961488.8,690311912.7,378868489.7,406950483.6,341555163.4,21.5834038
2022-10-24,3647277870,3713470583,1507027527,2054304666,2070287448,184687512.7,989834479.5,731585848.4,893534427.6,307326309.2,434681039.8,614567429.2,565170224.9,512823158.2,646152831.2,367217522.8,697462192.4,389898997.5,407480949.1,349816908.9,21.08460793
2022-10-25,3558914511,3935825919,1583401699,1986876691,2046482526,181666407.2,1009302446,752736797.2,869851046.8,316156342.2,446094850.6,620014778.5,570509764.4,525423243.8,651937137.8,369677357.2,696568363.3,397479251.2,410089521.7,359890130,21.28889878
2022-10-26,3356157523,3732089094,1571127376,1879311568,1901757561,177629551,1022288905,776607717.1,811117913.7,325635628.1,447862858.2,627060150.3,570509764.4,529623245.6,658973178.5,375908262.5,685246920.5,404178757,411293846.5,365272927.2,20.62965275
2022-10-27,3503254844,3585769118,1545896541,2022364247,1965438486,171753201.3,1009714914,793824457.2,863346079.3,309096787.2,433453993.4,612715128.6,554535426.2,535503296.2,652384638.8,367991719.6,713550645.2,399568306.4,407384172.9,363509119.9,20.81105512
2022-10-28,3537557325,3585769118,1591584711,2066119179,2031682380,171753201.3,1009714914,784329861.1,859392719.7,309096787.2,433453993.4,612715128.6,554535426.2,542223331.1,652384638.8,367991719.6,695078687.4,399568306.4,407384172.9,363509119.9,20.97584472
2022-10-30,3537557325,3574851746,1591584711,2066119179,2031682380,172737679.4,1008358060,784329861.1,859392719.7,314827255,443308831.2,607899785.8,562933831.2,542223331.1,652881168.9,384132971.9,695078687.4,391510378.3,405115284.2,375388418.9,21.0019136
2022-10-31,3821402374,3656104139,1650229261,2222399120,2199107646,177654118.3,1007351888,784329861.1,911512009.2,319352655.9,474282267.3,608749093.5,574305873.2,556083413.3,657958964,382091220.8,684948938.3,394328824,401801770.2,375388418.9,21.85938186
2022-11-01,3802256591,3833860002,1639318665,2253585218,2181905419,177293816.6,1006555770,784329861.1,936196244.3,321423106,482786769.9,577138825,579623160.9,562383476.1,661423566.8,390783140.8,735299701.8,389574820.2,387816672,379856877.9,22.08341171
2022-11-02,3802256591,3759708360,1518620052,2253585218,2181905419,171113967.5,1005954347,773557183.3,936196244.3,311194346.9,472921936.2,585458268.8,562117928.7,543483327.7,656831303.5,381344714.2,749302749.5,396073156,387055029.1,383386265.3,21.83206641
2022-11-03,3744827521,3815273329,1480432836,2322743931,2205647865,160558602,999137974.6,779172331.4,945915677.2,304674641.3,467244772.4,569119991.7,567442799.2,564483456.9,662734133.7,374888018.2,715934150.2,391792656.6,389490635.6,387396118.5,21.84891144
2022-11-04,3757688850,3815273329,1427925641,2298610180,2194650333,160558602,999137974.6,786431842.4,972184870.5,304674641.3,467244772.4,569119991.7,567442799.2,567003490.1,662734133.7,374888018.2,721594812.8,391792656.6,389490635.6,387396118.5,21.81584369
2022-11-06,3757688850,3935823412,1427925641,2298610180,2194650333,171486611.1,1023470040,786431842.4,972184870.5,314775660.4,467098664,565881788.5,589526355.8,567003490.1,672253211.2,383102253.4,721594812.8,405477634.9,408717188.1,409682884.7,22.07338572
2022-11-07,3445531806,3889175449,1312682326,2166332055,2074851305,179473752.2,1032564817,816130871,906144273.9,341884718.4,473390458.1,565443870.4,564373978.7,609843773,675395785.9,378715838.7,712060969.3,407258678.8,408306514.3,418690911.4,21.37825215
2022-11-08,3369179316,3861870177,1305863171,2170192726,2070909256,163791643.9,1038850949,826524264.9,834948168.4,338824426,500900159.9,592428455.3,554554147.9,606063743.3,678682778,387692329.8,711163436,407526686.3,409630168.8,411764580.7,21.24136058
2022-11-09,3384418472,3667326635,1253355846,2096349337,1984147555,161736744.6,1032169807,827199811.3,780235588,306578649.2,475592286.9,562952655.4,556827073.8,610683757.3,672716450.2,382464947.8,716548753.2,399487368.2,414500579.7,422661237.8,20.70795356
2022-11-10,3225151851,3854393889,1451792619,1838609244,1769324064,173536514.2,1050696148,814840328.9,679679470.5,351046265.3,514457270.3,610239849.6,588297669.2,609423760.8,693431787.3,402794341.3,738389180.1,397096726.3,427817063,422661237.8,20.61367928
2022-11-11,3202634897,3854393889,1555443280,1772862372,1778115899,173536514.2,1050696148,810240737.5,664041872.2,351046265.3,514457270.3,610239849.6,588297669.2,611523781.7,693431787.3,402794341.3,720737379,397096726.3,427817063,422661237.8,20.60206898
2022-11-13,3202634897,4015749276,1555443280,1772862372,1778115899,195456538.6,1070587985,810240737.5,664041872.2,350155790.2,509598930.4,666309060.6,670372508.6,611523781.7,713819427.7,404661024.8,720737379,382929706.4,449515064.2,435029917.2,20.97978545
2022-11-14,3312353012,4100206343,1484524407,1808921387,1804644743,187938453.8,1069626870,821160707.1,665708997.4,354070915.7,493241340.8,686829146.8,694917174,613203790.5,717759508.9,403645824,735696580.3,391188957.3,434835118.3,406172842.9,21.18664612
2022-11-15,3312353012,4090127229,1568399662,1808921387,1804644743,180278873,1073704108,833422631.4,665708997.4,358970263.7,505077109.5,734239861.6,702468359.9,617403792.3,700635976.4,428221725,760828158.4,396142426.1,437686866.6,401459572.9,21.38069476
2022-11-16,3118750731,4106442319,1470886097,1711540325,1737780274,186819857.8,1083558988,814919511,601501679.9,349434056.6,520697060.6,741514545.4,710473681.5,612363766.1,702690385.8,419221382.8,768008659.7,393668177.1,445799780.3,405072995.2,20.90114427
2022-11-17,3134769576,4077400818,1411559748,1673638192,1749476617,175659791.9,1080129098,807316884,576568422.1,343259804.6,514811652.1,741247539.8,710269887.5,591363636.8,701740563,417832293.4,770102943.2,388387102.3,429456233,400628382.8,20.69561918
2022-11-18,3027924553,4077400818,1363825793,1687664548,1790143811,175659791.9,1080129098,788610380.4,572522420.1,343259804.6,514811652.1,741247539.8,710269887.5,585483586.2,701740563,417832293.4,760828158.4,388387102.3,429456233,400628382.8,20.55782642
2022-11-20,3027924553,4061806118,1363825793,1687664548,1790143811,182780148.1,1082999841,788610380.4,572522420.1,328688665.9,508318668,726338586.6,723007130.3,585483586.2,706695380.9,428261337.1,760828158.4,389509395.9,432347168.2,402261749,20.55001744
2022-11-21,3145824333,3902834791,1279268609,1761103389,1914559583,173523442.3,1073858776,786006499.6,614473038.9,320832120.8,504638661.6,711311721.1,715373056.8,609843773,707944602.3,423452448.8,759930684,379859822.3,420431012,400405420.9,20.60547579
2022-11-22,3058668433,3877852337,1296998360,1674506110,1808061925,184280200.6,1080800289,800061676.7,592530815.1,327025830.1,491971884.4,724418166.2,700453631.2,587163594.9,713879453.8,423590868.4,763520875.8,372818150.3,439789417.2,411228879,20.3296209
2022-11-23,2929975365,4025914040,1326320636,1602094985,1744469362,182008918.7,1091950858,806034547.8,592486594.7,341755346.3,528983370.8,740164788.7,718656043.6,580863572.2,714207481.1,438121672.4,759033091.9,385421117.2,438322284.1,431041270.4,20.37782534
2022-11-24,3030687951,4058946672,1326320636,1751809367,1858017704,180127155.3,1078838962,810520324.7,629324728.1,338542467,538696053.5,751471582.6,714214390.3,580863572.2,722325560,430706879,759033091.9,391265991.3,425980668.5,428560435.5,20.80625419
2022-11-25,2802384489,4058946672,1328366291,1642735497,1750212177,180127155.3,1078838962,797068612.6,574161366.4,338542467,538696053.5,751471582.6,714214390.3,593463657.8,722325560,430706879,791045895.6,391265991.3,425980668.5,428560435.5,20.3391148
2022-11-27,2802384489,4039365822,1328366291,1642735497,1750212177,178689237.5,1068488865,797068612.6,574161366.4,327996584.6,526449357,740160562.4,714808841.3,593463657.8,719404137.2,419906369.8,791045895.6,392618275.1,435659391.3,431305103.2,20.27429053
2022-11-28,2805624775,3888982388,1292906789,1620843006,1745875101,175891841.6,1072138237,804730056.9,560134028.8,321554839.7,519812603.2,724358669.1,726002613,573723525,723558573.2,408565557.9,793738554.2,393290490.3,441818504.6,427173704.4,20.02072386
2022-11-29,2892126355,4048390439,1299725944,1718013413,1816289613,170527577.2,1069947050,811555904.6,586827605.9,336365089.3,518003921.4,734770458.8,718581153.1,568683498.8,729239348.9,430088787.8,782967861,408586638.5,428419942.9,423314793.1,20.4924254
2022-11-30,2990038950,4042139830,1353597125,1758038308,1882916846,168660141.2,1074352829,822333266.5,592321313.1,343911343.3,533438820.3,766989638.3,783387053.6,599343708.4,736640797.4,434511907.5,797927179.9,431599776.6,429637871.7,435816265.6,20.97760297
2022-12-01,2893345385,4214124398,1294952575,1645397784,1795885196,168955299.1,1091298680,836478847.4,577012095.3,341618090.5,570669300.2,775901591.4,790538232.8,603543710.2,740525993.3,434344358.1,800021463.4,438183964.2,438183226.8,436987998.7,20.88796819
2022-12-02,3166077237,4214124398,1305181242,1664883044,1822931338,168955299.1,1091298680,828863863.1,573884336,341618090.5,570669300.2,775901591.4,790538232.8,616143795.8,740525993.3,434344358.1,801816588.7,438183964.2,438183226.8,436987998.7,21.22111258
