,NTCO3.SA_MktCap_USD,0973.HK_MktCap_USD,LMND_MktCap_USD,SOMA3.SA_MktCap_USD,ARZZ3.SA_MktCap_USD,MME.AX_MktCap_USD,AEF.AX_MktCap_USD,CONCHATORO.SN_MktCap_USD,MOVI3.SA_MktCap_USD,FREY.PA_MktCap_USD,LFG.AX_MktCap_USD,ABB.AX_MktCap_USD,1112.HK_MktCap_USD,VITL_MktCap_USD,2897.TW_MktCap_USD,KMD.NZ_MktCap_USD,SML.NZ_MktCap_USD,AMAL_MktCap_USD,BFT.WA_MktCap_USD,IBAB.BR_MktCap_USD,Index
2023-02-28,3793511852.401101,3509849851.609772,1118098573.0131624,1310467578.3715951,1551184439.5884843,114852801.4799625,283637531.13704795,912987784.3742464,448164128.7576,1028136525.3364251,702883539.250018,611159540.3634545,1006090237.292052,692247192.0427804,820812163.9501442,450880906.97735983,479590684.8238757,693596664.2882683,544694751.8090029,542576069.4946891,20.615422816361043
2023-03-01,3627816737.206271,3517673303.493498,1042644103.8045405,1249557982.9990404,1554106789.9736252,112486341.67495617,287277493.68757945,937200449.4419646,423526514.0727285,1037098399.9024597,709808114.8678238,621661492.8222028,981197507.4693973,697387677.4874879,819726508.9170372,447871125.37321824,467856118.2934883,689473411.0961206,568160725.2129078,554467593.4142154,20.346998391210565
2023-03-02,3583042192.9607067,3487466254.6775455,1022751554.1911324,1209874116.4843714,1522827651.7106586,112048051.33231854,286158149.33638483,933653925.6869767,417677417.7400293,1018551801.8737019,690208114.2854996,650104737.3656951,1059005147.2938812,675969097.0748657,809379425.9790399,445493270.49549216,455440444.8047362,679754153.7498479,556004163.2356268,551440292.5028071,20.166849962781313
2023-03-03,3591684558.966061,3487466254.6775455,1068710214.5768162,1193052793.5520625,1555608529.9993505,112048051.33231854,286158149.33638483,938004958.0050739,430460603.4388549,1018551801.8737019,690208114.2854996,650104737.3656951,1059005147.2938812,684536504.7283413,809379425.9790399,445493270.49549216,455440444.8047362,679459672.7115122,556004163.2356268,551440292.5028071,20.262817689160805
2023-03-05,3591684558.966061,3561622633.1160626,1068710214.5768162,1193052793.5520625,1555608529.9993505,109533372.5345042,290243691.92058265,938004958.0050739,430460603.4388549,1027041165.1163898,698103442.7029396,661915745.6156574,970742415.5812114,684536504.7283413,818862413.8221586,440693059.8628288,461710235.64418936,679459672.7115122,560211598.747973,546896219.7794456,20.289093830422015
2023-03-06,3752096453.820384,3498601207.1088033,1028925115.3499999,1251409463.265865,1576438825.2213285,109175027.00962973,286942151.9741614,934400072.7929863,451999620.311934,1032869205.2839217,716394823.9010744,661679337.7705337,1032531345.5596838,673398895.2051342,821245168.6928736,435890964.16807824,460868881.5391283,677103478.6345279,643386317.5988097,545814868.5778265,20.591171223786684
2023-03-07,3807068453.8711395,3472482058.8182282,1008346599.9595406,1251283971.2229042,1576227469.9330297,101186182.91576888,283787954.11399156,932578185.7998122,488544166.7823968,1025457532.9872211,715499631.2174747,641669434.0687758,935415845.2389147,671685413.6744391,825594482.8142697,425768233.765523,464089915.48344564,659137657.2755766,655365755.6487751,538211523.995588,20.47940046958681
2023-03-08,3893655263.026745,3442890520.0472426,999429241.1097649,1364125994.8392324,1642648541.1048992,101298347.99847223,270281342.36392105,918971370.8762933,553172329.863129,1025479169.166457,729116444.2624065,634823267.9669021,942793816.219437,656692419.6413902,834624199.953512,418128850.403576,458784383.30981106,647651398.4425237,663214468.0852895,533501643.9288859,20.73128301260989
2023-03-09,3766120689.1682515,3305495829.9261293,945239187.6513568,1369621860.2234516,1638196311.8616345,98405331.85604902,266227936.80733624,922435156.4721844,562154790.8937496,1028865630.7164305,704734069.3029765,611658946.8139905,888340151.0712831,684964885.3241706,820514224.0748744,409341169.2837846,445256780.407735,618493799.2888551,690751875.8553644,532895024.2639915,20.309713651263603
2023-03-10,3639164697.696367,3305495829.9261293,927404535.3691026,1327527245.7266881,1434033415.6392639,98405331.85604902,266227936.80733624,922210063.8053452,526477548.9446426,1028865630.7164305,704734069.3029765,611658946.8139905,888340151.0712831,663117965.1683413,820514224.0748744,409341169.2837846,445256780.407735,604651404.0072012,690751875.8553644,532895024.2639915,19.8470738467369
2023-03-12,3639164697.696367,3369550976.1086907,927404535.3691026,1327527245.7266881,1434033415.6392639,87752301.29449779,264177898.66185644,922210063.8053452,526477548.9446426,1032549206.0643026,707688255.4887861,602517711.5414627,904783651.3032339,663117965.1683413,811769124.5082123,417314046.2481919,453821098.55342704,604651404.0072012,714745568.593961,522337816.0220005,19.933594530745577
2023-03-13,3660309822.600733,3389399667.676968,945239187.6513568,1330342166.7509925,1423111444.3198678,85242214.14134133,253544829.64430693,902489207.036749,534335263.60504806,1036413445.7610099,704810520.5621393,587621778.6869774,863919867.6657428,655835699.3023537,796374092.4187399,421074597.3463301,443733840.4657454,529548481.3794048,720770106.5089799,527292001.4605657,19.81140823498535
2023-03-14,3016737104.0779552,3488032816.5830297,940437558.0465919,1291621157.3126636,1388524000.003976,82770076.8798826,245334987.7924362,890541330.1193329,500451818.5092995,1036800348.8990904,709827280.8261242,590255179.5211987,906184978.5340998,630990155.8283414,783945870.8774716,422047828.439997,441917499.49822414,566069086.1739787,707240463.0445769,494483292.9344433,19.134212833902716
2023-03-15,3195169431.9717536,3524980095.588954,926032603.8149999,1325839787.9744787,1398173992.1811059,67774909.7873957,239657824.11899322,858566444.3701676,500474466.9130956,999342555.7399392,671064919.0540752,582116366.6845831,917912054.7115963,620709266.6441706,772080233.7640541,413593877.7731062,441447330.7288607,565480124.0973074,727438747.5996319,513882390.2020856,19.26173742372036
2023-03-16,3359204684.499748,3680380574.4632835,964445836.9050107,1335930281.452104,1434776885.5290282,65395081.30855965,239744838.92761555,848996645.630564,558482487.3705198,1002248823.8260888,720080097.1008534,609006122.6495373,926627277.5621259,615568822.0520853,792228300.1728358,400190169.05894995,403199225.3670047,586685582.6482499,740241866.2508916,483314244.0689468,19.766747846844005
2023-03-17,3355553392.221188,3680380574.4632835,915743378.8284189,1276350090.284115,1377532474.2442183,65395081.30855965,239744838.92761555,833672737.2119651,553383018.1405425,1002248823.8260888,720080097.1008534,609006122.6495373,926627277.5621259,595863764.0227804,792228300.1728358,400190169.05894995,403199225.3670047,565480124.0973074,740241866.2508916,483314244.0689468,19.53623559980723
2023-03-19,3355553392.221188,3484000444.7568207,915743378.8284189,1276350090.284115,1377532474.2442183,60153012.8633548,225114856.20892265,833672737.2119651,553383018.1405425,1008349198.9537584,701196728.2215966,594306251.4221606,904630336.7295177,595863764.0227804,791285601.518423,396600810.62641823,387708412.2808394,565480124.0973074,727414418.6758953,489242788.2545759,19.243581839562825
2023-03-20,3206715798.9740467,3520140162.2462745,873214416.4933974,1217951410.0902448,1329967805.680137,60188406.4002262,226811525.6910148,839165309.6047271,506067019.51648015,1012164527.5625721,696944359.1868955,619673846.3282015,905336822.3581436,603146070.7413902,803472967.8160076,398690891.5409994,358765004.57464325,552815652.9689959,723788225.5775723,489894764.2143437,18.944914987566314
2023-03-21,3225800176.904554,3474298908.441999,922602840.3470405,1246565990.4762201,1333842337.0381947,59837133.468053274,219267426.82485116,858865317.3264009,492636915.695364,1011381723.115463,686384074.7652441,606491194.0696445,902059673.8912878,611285138.6516585,810067496.6611419,403513787.28756607,344615875.1570263,575788285.8918681,736702283.123153,486385289.27890533,19.00839186841564
2023-03-22,3300561687.388983,3529205675.842131,888991302.2790918,1226813881.7209058,1299510234.375418,60028497.49277007,216848546.01970798,868480537.4575921,513520255.8929554,1026445469.7424083,679274031.2996633,616108155.0630141,872437852.9073309,599290727.0841707,813537431.2939488,414130076.6115268,339708120.1624792,555760924.3794179,783856816.8860017,498022950.90739024,19.102533174806908
2023-03-23,3262810375.5275087,3557946390.770111,873900382.2704487,1180322801.0620832,1258131505.0503025,59866076.21643375,221707268.29815632,872454643.5640706,472636583.3388854,1023153441.6246545,671868088.6385555,601042114.1524321,889855684.4341326,603574451.3372195,814334760.3517326,419102727.9227036,341906122.4453696,536028043.9053032,768156985.4165138,465512756.20019805,18.89431120252682
2023-03-24,3369115991.544857,3557946390.770111,888305336.5020405,1230691745.2475076,1290040103.3004818,59866076.21643375,221707268.29815632,863580190.2838441,499050726.42763007,1023153441.6246545,671868088.6385555,601042114.1524321,889855684.4341326,638700843.1427804,814334760.3517326,419102727.9227036,341906122.4453696,547219821.7000204,768156985.4165138,465512756.20019805,19.161157174620154
2023-03-26,3369115991.544857,3524421027.553385,888305336.5020405,1230691745.2475076,1290040103.3004818,59625077.486597225,218490368.05378702,863580190.2838441,499050726.42763007,1017612869.6681657,669163395.6602786,598622540.4097782,942769795.5358261,638700843.1427804,810918842.4252311,420679768.413943,321511591.21261394,547219821.7000204,740147703.2714794,466609055.46224654,19.11727679330249
2023-03-27,3390182798.0857058,3446556838.1786666,863611157.2838675,1260076041.6667662,1306326430.2637403,59677095.955061644,222558307.89168206,869087991.6730353,509138663.50622606,1020466606.5210202,677147748.1073703,610593409.6260021,966314577.1853396,654550557.5148658,817929104.989163,432213445.5402558,308417797.83706844,538973200.0589586,772099197.9703649,474567583.77085334,19.200488553626016
2023-03-28,3564915995.52956,3490987525.086391,847148371.1384188,1307446167.3891873,1357652956.719337,60092907.04767555,229575113.5618615,869652033.1460104,517905748.6118389,1017421557.1760771,681865899.024325,611005035.7821225,995705153.1830221,643412947.9916586,819566844.2305838,435682561.7053433,292353757.7969477,533966330.8666545,766019961.4973682,472919652.94858557,19.51529652043297
2023-03-29,3517556467.947716,3635672553.6160135,902710290.7336324,1287684385.7239928,1363249585.3899257,48472407.344332494,231087079.94714612,875660935.1868621,509122701.40857196,1017894837.5668128,677567369.6505905,601158585.0638767,935403929.0375983,642984567.3958293,813333422.091269,437466334.8362067,300789308.2214382,533377368.7899833,747867807.3657414,487091174.1502376,19.56615111146778
2023-03-30,3472388810.822663,3635672553.6160135,940437558.0465919,1338072287.3703198,1409629104.4467654,51588125.849344864,234623788.27865887,874426123.6480824,549682776.5492502,1029691377.1664078,699717057.0669944,600406705.8318125,966289957.5488532,645983149.8613902,818021240.533313,444985290.58410984,304607768.0954746,520123935.5850006,781207559.6358684,486787684.5298352,19.80434285506675
2023-03-31,3380882244.804743,3635672553.6160135,978164825.3595513,1252062752.0415418,1365966915.55912,51588125.849344864,234623788.27865887,900921086.2703998,569945301.6643119,1029691377.1664078,699717057.0669944,600406705.8318125,966289957.5488532,655407318.7065244,818021240.533313,444985290.58410984,304607768.0954746,521007436.3283906,781207559.6358684,486787684.5298352,19.67795698947127
2023-04-02,3380882244.804743,3479946651.6796803,978164825.3595513,1252062752.0415418,1365966915.55912,51745444.85710176,234304830.21625543,900921086.2703998,569945301.6643119,1020367365.0849606,673776900.9804039,591801625.9672742,922190621.0784488,655407318.7065244,818021240.533313,438063108.3661021,305461921.579518,521007436.3283906,753943499.6056184,489029097.1282583,19.403010187811518
2023-04-03,3474761466.773187,3525730288.7229137,974049096.1145406,1179200346.6972106,1334224447.5635867,63726672.84274741,239505078.63753784,859639878.2333486,534583392.1045847,1030264332.9269828,686457949.0413867,604884795.7942846,950476623.3223947,651551975.0493048,818021240.533313,435059044.3290873,317661917.83324647,536322467.3152556,777983988.6174278,493772393.91890836,19.487877396371246
2023-04-04,3351938944.6833158,3525730288.7229137,957586309.9690919,1158938463.7142227,1349614556.8906999,92274656.7561804,239210147.96860322,854582798.0668555,547143856.861032,1034780312.6888674,690866664.1018201,606025015.0057254,950476623.3223947,638272462.546951,818021240.533313,440001284.1842057,311094522.43358135,512171794.9822744,760453334.3570135,489806476.6536049,19.32898975444267
2023-04-05,3052354519.1630397,3624605352.957832,926718569.5920513,1167571747.8651922,1290451909.022475,88849913.8347525,230722999.396644,848343728.8360575,552636745.893068,1029657693.7315052,696014223.3499483,610054049.4626077,966306575.6658747,623279509.3665243,831119704.8360586,436205354.4279425,308410714.690598,508343022.82846236,768827836.1842208,489821697.5735728,19.050295868678425
2023-04-06,2870612714.301969,3624605352.957832,949354916.8963675,1178773241.9486277,1344528637.6889915,88849913.8347525,230722999.396644,840025927.678253,579504669.6069216,1029657693.7315052,696014223.3499483,610054049.4626077,966306575.6658747,623279509.3665243,829377376.6972586,436205354.4279425,308410714.690598,508932157.79028326,768827836.1842208,489821697.5735728,18.973865563250694
2023-04-09,2870612714.301969,3624605352.957832,949354916.8963675,1178773241.9486277,1344528637.6889915,88849913.8347525,230722999.396644,840025927.678253,579504669.6069216,1029657693.7315052,696014223.3499483,610054049.4626077,966306575.6658747,623279509.3665243,832718095.0087439,436205354.4279425,308410714.690598,508932157.79028326,768827836.1842208,489821697.5735728,18.97720628156218
2023-04-10,2871768257.2435555,3737969951.329308,963073905.350908,1181773946.786057,1366744439.6416612,68082694.92817332,234553364.476822,846624984.9084882,544207536.8151001,1026345062.0555687,685193695.8998973,603807504.8077594,956065228.7285534,629276674.2976462,830041741.1352787,429805686.15577644,306726003.5001392,518945838.54650843,749463169.6543205,485205710.531961,19.03567539679348
2023-04-11,3062388405.168609,3606039611.3980007,967875534.955673,1308687481.3025382,1501183904.688614,79499101.0704556,241730972.5482256,857000024.8951064,580090517.6516693,1030895321.1711342,719064340.244656,608147048.5728644,976597689.9050806,621994408.4316586,841326777.9392821,431627121.14491206,303760890.112232,513055468.61081415,745949612.8555286,483081776.7743277,19.47999600944138
2023-04-12,3084981571.2808027,3625328126.4904513,920545008.4331838,1335042497.7113993,1525776702.4750514,74312035.85558294,235540896.28865117,857920461.0049123,618648890.072751,1038433121.1034662,725712205.1129489,598761866.1339982,1004747201.7999377,591580080.6223537,845631812.6467738,433291173.9694482,306350266.88758445,510110139.57200897,753875239.3434123,495226685.6446672,19.58181598244939
2023-04-13,3078843783.79117,3632008738.0591826,934949962.6647756,1341903418.2600188,1521857058.1249266,66587495.96671522,241746283.32111886,867499357.2156022,613075206.4378616,1043562914.3901622,742634322.393926,643437774.6210896,992776211.2826235,588153076.7083414,849798728.8711536,443344687.01493764,312020535.050337,512466333.64899325,770850596.6156893,496436593.79551524,19.69395307823414
2023-04-14,3040255946.8943024,3632008738.0591826,890363168.4158974,1302378576.921113,1505187661.3588488,66587495.96671522,241746283.32111886,856825002.4742744,611752009.3251153,1043562914.3901622,742634322.393926,643437774.6210896,992776211.2826235,577015467.1851342,849798728.8711536,443344687.01493764,312020535.050337,504514250.6746503,770850596.6156893,496436593.79551524,19.52349696463179
2023-04-16,3040255946.8943024,3691545955.3198795,890363168.4158974,1302378576.921113,1505187661.3588488,62942234.7842544,240460491.20115516,856825002.4742744,611752009.3251153,1037281017.5693152,737613094.457969,630096471.8874043,1036949879.4927257,577015467.1851342,860863695.0020368,448076836.02567637,309732654.69069713,504514250.6746503,768356447.752856,483001622.42315876,19.595212483856468
2023-04-17,2939455004.471603,3665589581.038069,901338424.5968269,1281394809.391244,1493799462.9930763,60040081.02093182,241856210.0837682,858273623.8975685,604230684.7863097,1013432218.0822731,729662480.4055688,635424129.3277749,1034012062.7063338,575730325.3976462,870429251.2338338,442728241.46461976,304562482.6994934,518356761.21307075,769502053.2860762,486485406.69900894,19.426303294795098
2023-04-18,2840445973.513313,3624683851.1459665,893792931.8838568,1263711868.250362,1467172607.724922,66128199.45164258,246355398.3894871,859089640.134278,594556976.3696176,1005933038.1736724,733768190.3286598,646721615.0656245,995743841.5659645,556882028.56,858147180.426521,441161493.2172131,309079212.8013341,506575963.713299,770971626.0223894,489966649.4440086,19.17088828618213
2023-04-19,2700601670.2306056,3598965499.070185,895850829.2150106,1179677822.2841477,1378051484.8148057,71528624.3035021,242814020.23370576,855230336.2831055,544647810.1111897,991584911.3564975,732059484.7930915,645494959.577546,1000226440.4838914,554311785.8376462,855759788.505909,445220882.80877876,300732037.5206728,520123935.5850006,765844657.1089705,495030771.6441589,18.773757751768418
2023-04-20,2807291890.7497997,3680474349.9458103,867726821.1115811,1255559658.8654892,1425427375.8883014,80578058.22815883,241870562.23128736,857397862.4503638,563765884.7330104,1005260003.5212725,734444175.6317853,645385119.5661917,961951750.9575354,553455065.4986098,846694162.199462,442514044.3307462,301596475.9582797,512760814.6873288,774622241.4763278,498228952.53237695,19.057005270563714
2023-04-21,2807291890.7497997,3680474349.9458103,849892168.8293269,1255559658.8654892,1425427375.8883014,80578058.22815883,241870562.23128736,816366001.5059857,563765884.7330104,1005260003.5212725,734444175.6317853,645385119.5661917,961951750.9575354,562879234.3437439,846694162.199462,442514044.3307462,301596475.9582797,510993755.5721655,774622241.4763278,498228952.53237695,19.005795867067054
2023-04-23,2807291890.7497997,3688550267.017774,849892168.8293269,1255559658.8654892,1425427375.8883014,77112399.47959793,242378632.87193993,816366001.5059857,563765884.7330104,1007425750.0993829,743762659.9841777,646255198.548228,973891864.1178946,562879234.3437439,844923838.4795918,443878076.76035553,299825016.27676845,510993755.5721655,784254003.3755841,506681228.7197435,19.05111490621886
2023-04-24,2828145089.2259817,3617491515.5297556,799131813.4215811,1252916103.29652,1398763062.738781,77112399.47959793,242378632.87193993,809156046.2997861,549072364.5519377,1013452369.5587047,743762659.9841777,646255198.548228,967859272.5090622,569304779.8706951,846580750.935641,443878076.76035553,299825016.27676845,511877313.9439388,797983264.7601352,509093655.37570244,18.924039385939288
2023-04-25,2699155686.0749736,3672864461.25146,755231050.3670512,1167638115.4393837,1344431703.0221164,67965939.18634543,235696693.6053232,809595393.6966555,554000744.2209866,1006275417.6662436,724580427.6031394,621786900.7673244,979551717.8507292,555168547.0293049,844198322.1668779,436249153.1430638,218713138.08405155,487137621.90590316,793122569.1060728,502417473.27261007,18.47578107545962
2023-04-26,2714786999.372773,3719286563.3078732,725735176.1268162,1197844472.6533263,1352060754.8128057,73321305.62458739,240096026.29926997,819536431.4465393,596112114.1761956,1006153002.6956903,721544907.4698942,634330188.1532172,989859958.7286484,553455065.4986098,853246422.471385,442232161.21892613,217753568.77248016,484486831.53381675,848695024.93861,509126801.3122233,18.699663776613686
2023-04-27,2803326656.581398,3691320228.7791305,725049210.349765,1265743119.3618937,1389895739.5538929,67905279.85714647,250155969.48212448,836458248.6100087,620594353.4618255,1011045358.2728515,705513021.5193661,628831118.9269997,985409784.6984364,551741583.9679146,861205877.7101355,440082493.0971959,225655218.4958215,485370389.90559006,821597477.5362849,512821537.297187,18.879722667464964
2023-04-28,2876225821.2151628,3691320228.7791305,743569893.8263675,1316728378.6431665,1449596068.3557487,67905279.85714647,250155969.48212448,837434319.826215,615884756.66006,1011045358.2728515,705513021.5193661,628831118.9269997,985409784.6984364,551741583.9679146,861205877.7101355,440082493.0971959,225655218.4958215,479480019.9698958,821597477.5362849,512821537.297187,19.07220420813721
2023-04-30,2876225821.2151628,3691320228.7791305,743569893.8263675,1316728378.6431665,1449596068.3557487,78999678.99065448,250221265.82479402,837434319.826215,615884756.66006,1011045358.2728515,703525779.1601384,630848746.909308,985409784.6984364,551741583.9679146,861205877.7101355,445953124.6233385,220993374.63563538,479480019.9698958,821597477.5362849,512821537.297187,19.084603076902425
2023-05-01,2876225821.2151628,3643224275.9383,775809565.7575107,1316728378.6431665,1449596068.3557487,70645198.1404466,244441790.41393572,837434319.826215,615884756.66006,999188184.6248398,717498898.4552574,607164472.5689516,983974829.8608419,563307574.0869511,867209201.6291454,445469272.9951937,219347511.28415728,473295082.5532911,825261506.1720669,510511254.5501006,19.042217963731343
2023-05-02,2794461511.943749,3691357847.9522257,748371523.4311324,1274823728.9150753,1381385697.7206073,85397114.58424293,254782330.42671165,818277995.5955496,595240929.8571856,1003017844.9171467,728330392.5519428,598246279.1374182,966299805.2529048,544887657.8451341,853902041.9702513,441856384.95135623,218684266.16653925,441781346.95102143,825261506.1720669,511236038.21040547,18.777602244552668
2023-05-03,2816477188.417052,3632346529.605086,760718645.7488675,1276548628.3463726,1316604621.701005,73679838.706429,257509411.20169953,818775327.8804852,624759746.6710657,1014450723.2311498,734298063.5576807,601279166.8369696,963450314.3235489,556882028.56,848508845.4065031,436594544.41425455,209566541.08151424,440897759.7650565,821811295.6212069,494734576.2626427,18.69989379733859
2023-05-04,2838756780.6789002,4156536789.5030046,971991264.2006837,1314497036.3969843,1300057015.7111092,80000270.85083231,250271847.11070624,832708605.9478563,645889802.7495654,1010235166.8379735,725457581.8684336,600470263.8480799,944565458.8016778,639557604.334439,837263340.1528845,442312978.45500195,205138711.85503787,442075827.98935705,828585751.5108836,493295350.28168994,19.5596674490851
2023-05-05,2935068888.482234,4156536789.5030046,1004230936.1318269,1471289493.8782926,1391520895.3725288,80000270.85083231,250271847.11070624,845730191.1902277,671839403.3079364,1010235166.8379735,725457581.8684336,600470263.8480799,944565458.8016778,660547763.2986097,837263340.1528845,442312978.45500195,205138711.85503787,452678557.26482826,828585751.5108836,493295350.28168994,20.007039640002688
2023-05-07,2935068888.482234,4212102692.547637,1004230936.1318269,1471289493.8782926,1391520895.3725288,74857819.27958122,255341122.1645206,845730191.1902277,671839403.3079364,1009845578.8034273,738539991.1410588,593493453.8416144,948956324.2680492,660547763.2986097,841998158.7452744,447009135.7826737,202558836.6412983,452678557.26482826,820550209.28186,501734482.17726207,20.079893933600744
2023-05-08,2917559877.9723406,4044352834.8785286,1115354840.7395513,1438931152.5845356,1359986312.7200944,72333984.27567407,252653849.1101557,875343215.2410984,685215230.9214122,1007780227.843964,740301938.9440283,596423123.1452532,909064000.1271042,659691002.1069511,836903941.4848293,445714792.97407186,206716426.9174566,445904628.9573607,828366563.9025971,502553682.8445306,19.941151627691536
2023-05-09,3372532668.1932235,4057270816.4885697,1124272134.1720297,1484970553.5184143,1408591918.7202168,75071068.49494202,254492696.70528746,860221127.4781169,708558552.5984464,1017076818.3512384,714326589.7596774,571919647.0310144,884851549.916845,670400271.8869511,835825446.4092615,449818215.39243126,208168608.938512,439975042.90687436,865751997.4595901,491915130.01746774,20.49601085443911
2023-05-10,3373009567.3637867,4052883269.373256,1104379649.9759188,1555495344.6254694,1441985551.9674354,69450041.68017326,256636369.02637708,858320905.7226652,727888172.6833036,1018875392.3127794,729098514.738819,573187920.6441268,888870292.5583407,681537922.2627804,838473554.0251979,443898871.2805693,209233491.40654102,432859551.17196745,877556555.8685242,490941632.91402745,20.624582571602055
2023-05-11,3397979033.084082,4134089470.804377,1078999439.5633974,1598245053.1653636,1487875927.814584,68609926.77472901,244950851.38836995,847052543.3647733,776817760.9638841,1018265803.08301,727723572.6043701,566254249.9924762,867717849.9196346,646411530.4572195,833677655.8998934,438533644.0406037,206704570.2935654,427819401.5883445,850298068.8369718,495052471.8173097,20.713078825456957
2023-05-12,3478717445.747535,4134089470.804377,1048817664.9634081,1595080962.067761,1499991217.1192834,68609926.77472901,244950851.38836995,854312336.7943275,749739463.6315101,1018265803.08301,727723572.6043701,566254249.9924762,867717849.9196346,622851128.7706951,833677655.8998934,438533644.0406037,206704570.2935654,423372190.4398361,850298068.8369718,495052471.8173097,20.724760544989667
2023-05-14,3478717445.747535,4372549095.439913,1048817664.9634081,1595080962.067761,1499991217.1192834,65231174.16643344,232178588.41676795,854312336.7943275,749739463.6315101,1022242379.4459791,721968203.6607599,554158605.3288285,884772569.9953992,622851128.7706951,835659370.6524644,439655650.03502774,199226659.73691908,423372190.4398361,843179061.0213706,494783865.3815782,20.938487632815797
2023-05-15,3522351694.7319984,4309765402.361976,1037156508.4227244,1603740575.254507,1552197923.8692696,62906172.95364857,234080588.4927539,847059551.1010988,785640987.5314516,1030582503.5639974,735328949.5501282,566377949.6708267,911081745.8930216,618139064.7744391,850277353.9290485,439013392.2781648,200760741.4567753,429894772.55382013,853595197.327942,492091909.8451368,21.08204298556273
2023-05-16,3354402423.616973,4309817636.277688,1018635890.3634188,1535779132.566655,1511554356.1043289,62481830.00520753,238701590.20724475,836973292.5467302,746705694.4401298,1029821066.6236442,711878270.1812444,577813141.0470818,908050679.6822475,612141858.9906951,853264349.7148616,442622470.51829255,204838534.36734533,417442604.38934976,865701738.2849512,482611000.75261533,20.721237560680706
2023-05-17,3471083530.5205216,4388940230.54396,1100949821.0906622,1574754793.413245,1578439230.5041952,59636982.10551413,235582760.74440426,841984020.2456555,771861155.4663886,1039913473.509872,678541513.557125,570139715.1976972,898389255.3366776,636130641.2730489,857071257.8095279,451299192.37741214,213671299.36484742,456577866.55972105,935040448.6389912,483216362.7792088,21.243223551038678
2023-05-18,3470702745.67461,4260065640.827221,1109867245.357735,1599749387.193986,1589471008.1802769,67877375.11911072,229215408.61859322,846539075.8529959,828166870.16269,1033873914.400949,684968687.1582779,558309315.3190546,903234176.5576826,636987361.6120853,851501320.5241184,454577723.6241796,216163168.1463574,462803893.013573,910433193.5422443,481012761.94137377,21.195520272827114
2023-05-19,3428908749.6601825,4260065640.827221,1085858966.4993162,1603096764.6295743,1550113036.189672,67877375.11911072,229215408.61859322,845654884.9078312,818186029.826751,1033873914.400949,684968687.1582779,558309315.3190546,903234176.5576826,648981732.3269511,851501320.5241184,454577723.6241796,216163168.1463574,442050356.24396676,910433193.5422443,481012761.94137377,21.074083206063406
2023-05-21,3428908749.6601825,4377555325.342751,1085858966.4993162,1603096764.6295743,1550113036.189672,62511911.61331191,227185854.92446172,845654884.9078312,818186029.826751,1038416644.5580552,684472179.6040444,549472971.2093126,896821451.78276,648981732.3269511,870271706.792761,462160738.9943849,225007131.32365093,442050356.24396676,949395222.8514323,484942566.6409108,21.251064225922082
2023-05-22,3563496270.632308,4268712840.8578568,1217561386.4975,1623093996.1401837,1553412471.1916175,55611588.866816156,231501589.49064785,863807006.4107212,819873890.0288262,1037294044.1055648,679784113.7687174,539149733.6597059,855884980.9387417,647696631.3920853,860712528.4070082,450148555.46484226,226515731.3780889,455391932.0611088,999390957.4892412,472322929.78979516,21.421363178571376
2023-05-23,3484210710.1381054,4189819298.4092474,1234024172.6429486,1570510789.5913987,1518969419.057781,55309647.78767128,222544187.60613692,844847806.324753,812486407.7029675,1033328340.3744383,674256092.125975,562749365.7340766,830627458.8757379,650695213.8576462,852500325.3341558,451595331.5602313,216662326.28645813,459542673.99206007,963665923.274623,460275458.3764464,21.08862094905286
2023-05-24,3487831576.9598293,3988998720.5992937,1164743199.1758974,1505904709.1274338,1531170531.6488042,49151576.889838114,217953756.735173,836604555.5838144,781734833.1164666,1032005769.0111197,669093110.029132,549422129.8036752,796348466.690089,647268250.796256,848238789.0552032,437242488.4864192,211666120.10672936,448572909.54375917,937488160.9984382,464499797.01483256,20.605939451372205
2023-05-25,3475981755.8547835,3988998720.5992937,1102321752.644765,1566263004.5831215,1559558178.2437844,47692242.27129815,211860927.0703566,836137167.7323184,769845308.7060478,1035258814.7570046,664325690.3693938,536198398.6245073,796348466.690089,627991573.3627805,853763474.480045,441279108.47424567,215361424.0988902,431080678.2382407,956628596.6549853,464339760.6071062,20.58123504406305
2023-05-26,3573076135.2330523,3988998720.5992937,1096148191.4858973,1628706291.2786846,1634103186.1585293,47692242.27129815,211860927.0703566,841190554.9221226,804642314.5592122,1035258814.7570046,664325690.3693938,536198398.6245073,796348466.690089,641699425.6083413,853763474.480045,441279108.47424567,215361424.0988902,437010264.28872705,956628596.6549853,464339760.6071062,20.86863198823178
2023-05-28,3573076135.2330523,3940129050.074884,1096148191.4858973,1628706291.2786846,1634103186.1585293,49015559.786095135,213550795.55854464,841190554.9221226,804642314.5592122,1035123385.522025,669054729.8067709,531071940.91005254,823259400.0636163,641699425.6083413,856083524.5898049,433784995.0282355,218281552.20490474,437010264.28872705,971682843.8585541,461879622.4042128,20.859493763342268
2023-05-29,3539496580.6800065,3999267357.896757,1096148191.4858973,1612584072.131717,1613469182.3306453,48470078.69323801,212841385.63196045,844181831.3380586,795527093.0993183,1033640426.1350961,689163138.5945101,525586894.8995024,830048282.4454081,641699425.6083413,856039947.0248564,425031921.9537684,216422861.86670774,437010264.28872705,968930163.1852775,457624022.5603713,20.84318312185016
