,NTCO3.SA_MktCap_USD,0973.HK_MktCap_USD,LMND_MktCap_USD,SOMA3.SA_MktCap_USD,ARZZ3.SA_MktCap_USD,MME.AX_MktCap_USD,AEF.AX_MktCap_USD,CONCHATORO.SN_MktCap_USD,MOVI3.SA_MktCap_USD,FREY.PA_MktCap_USD,LFG.AX_MktCap_USD,ABB.AX_MktCap_USD,1112.HK_MktCap_USD,VITL_MktCap_USD,2897.TW_MktCap_USD,KMD.NZ_MktCap_USD,SML.NZ_MktCap_USD,AMAL_MktCap_USD,BFT.WA_MktCap_USD,IBAB.BR_MktCap_USD,Index
2022-07-05,3175381022.9331446,4644390608.406695,1385619207.6718376,1339373970.2041733,1364030809.3547738,383006414.5828385,427753605.1150409,890401553.0914015,814332190.8963073,998384362.9743963,744574891.7150782,609803875.8140284,731118590.8023953,373539341.3651342,697310923.7966981,425300257.73812246,468670404.87046576,581007573.30478,317657291.42263293,480335315.1918686,20.85199221125181
2022-07-06,3341304203.963894,4762209119.814718,1424718341.1216025,1399309212.7971878,1398694123.4357188,373195268.20615274,444454819.92866814,916063792.0792408,818069864.6636171,989930199.3427125,720907721.0203959,617713777.6621486,700964238.6405815,373967681.10834134,700365986.6384891,419821239.26013255,461268917.81083715,576645680.9776523,309501825.91419256,476267910.3893631,21.225373924775646
2022-07-07,3550612955.7005987,4689284920.186779,1513891798.7847648,1472661875.230991,1457795910.8764474,379373554.1689607,441245917.31497467,944208354.6677895,850629152.5979885,987973268.7375954,725400658.6670862,646623342.6790416,723865938.8023927,405667150.70513415,703190028.8134112,425339626.5773369,471528883.56905997,591185437.3248444,314303069.21940964,479306452.4072925,21.7740882970319
2022-07-08,3526208528.9588566,4689284920.186779,1468619104.1761324,1482927907.3792028,1483056084.5672212,379373554.1689607,441245917.31497467,912979526.5540472,847189492.5789369,987973268.7375954,725400658.6670862,646623342.6790416,723865938.8023927,397099743.05165863,703190028.8134112,425339626.5773369,471528883.56905997,599036901.1420573,314303069.21940964,479306452.4072925,21.704552949551452
2022-07-10,3526208528.9588566,4688547071.09087,1468619104.1761324,1482927907.3792028,1483056084.5672212,380371957.65457916,429766952.502761,912979526.5540472,847189492.5789369,990131865.7953414,732737462.797348,618855777.9683533,695805223.034065,397099743.05165863,695462831.8989153,430830578.5814206,466248881.49061453,599036901.1420573,322899338.3747023,460410132.1930888,21.629185361790167
2022-07-11,3301286297.894731,4688069236.071873,1334172951.9043376,1391327451.6936882,1392671180.756843,367944158.82196885,400488984.5197389,895132270.78172,775388437.4556668,979975259.4647545,719871854.4752533,579037826.2468776,679970958.536387,379964886.8920853,667593766.6764448,421997129.20571655,465030438.6149664,596128857.6672058,315970159.0684893,438768274.1421127,20.79079038089086
2022-07-12,3534786227.8080583,4706060253.387576,1352693504.546346,1389428567.7577183,1395024867.5073695,361445812.9085902,401209632.80578303,901725501.4247959,764187565.0079827,974200328.9666581,730799179.5129637,593249102.4522058,708604438.5945632,380821648.08374393,687838289.0161792,424935886.1295486,469624390.51589364,593511779.8993124,305915204.70140624,437864545.9632477,21.11392672698994
2022-07-13,3629086184.756386,4851668916.468541,1386305042.6142948,1351055014.8446178,1422015423.994642,356210269.2653257,407204920.17848516,891167979.8999072,762217292.0838106,975207001.8254637,731829887.7221986,594085812.0944172,692160624.6278563,380821648.08374393,684219656.3557738,428630544.4406677,477836788.6998572,584787995.2450571,294953504.2680845,455714981.4178915,21.35717948888702
2022-07-14,3622088975.067506,4742500297.826789,1305363043.4411538,1357520934.4981325,1427167404.2772727,345866375.10480505,421789100.09437263,890979642.2600844,777490842.652839,980091412.3940963,711095887.8196766,582515251.9717497,659180735.7364302,368827236.516256,670779893.0402626,426313755.2743687,473943320.02582264,575773302.5122268,296216574.1195649,453712712.2447935,21.0892166968782
2022-07-15,3753042748.516553,4742500297.826789,1349263806.4956837,1393462714.0671737,1483151881.1355393,345866375.10480505,421789100.09437263,842439181.416086,781779999.6413611,980091412.3940963,711095887.8196766,582515251.9717497,659180735.7364302,383391849.95347553,670779893.0402626,426313755.2743687,473943320.02582264,592639401.4338869,296216574.1195649,453712712.2447935,21.34317689831249
2022-07-17,3753042748.516553,4724305662.002405,1349263806.4956837,1393462714.0671737,1483151881.1355393,348855654.17815197,450552388.0709589,842439181.416086,781779999.6413611,986991123.2665873,737015377.8351258,620733751.1520498,677089799.6412208,383391849.95347553,681733470.1514174,426566326.0824383,482770077.9831151,592639401.4338869,310896695.3880252,463119369.08539325,21.489801277496646
2022-07-18,3698610717.9570637,4751425354.987694,1285470428.4104486,1365524625.7124774,1488314077.9819493,360321653.8058603,426811915.27710754,829268265.7416707,770403680.2561378,986139094.8231773,727699228.7810105,624356138.9495667,678503428.5853841,378251405.36139023,688754290.0502981,420195763.70498335,477116560.22932285,601654094.1667172,333802682.8675844,469903845.35476696,21.36252725300461
2022-07-19,3817788064.7619815,4605655428.930596,1352007538.7692947,1351289719.142755,1469940841.8682394,376654965.24495417,452079616.70472425,829268602.7335267,783352102.4973552,1000196108.732436,746011948.5517666,665851451.5844808,726442620.3274899,388532294.5455609,686543078.7092357,425686524.570273,481929494.12581486,623754463.8809304,349228865.884436,475611184.51493657,21.60782491608079
2022-07-20,3811128915.449913,4687961736.614879,1452156318.0306838,1428619976.5982509,1462285059.048822,405547812.82798356,483224823.53765464,925421966.4736117,789708065.9440145,995450171.3984035,732312124.1401086,688655681.1130842,726527759.395559,451074431.69486576,685000735.0840739,429014369.90667206,475602681.33257324,619392456.2970363,352632697.91839105,483607530.8905579,22.085325313697137
2022-07-21,3709463569.90283,4761238336.248755,1424032375.3445513,1424292736.2549176,1461610945.7133417,401743213.18265134,506468353.35243267,909547621.4927078,812774088.0309834,999194282.0997452,739763461.5922402,680326663.3129835,725185218.0176704,492198029.2841706,696211202.1768696,434221047.6695626,478462035.8924638,608923914.7119299,378300374.99352974,485426486.96056706,22.129383956234904
2022-07-22,3736423363.9511333,4761238336.248755,1312908405.3195298,1389135423.3948743,1453577928.7855527,401743213.18265134,506468353.35243267,893535667.0258353,802935614.4690382,999194282.0997452,739763461.5922402,680326663.3129835,725185218.0176704,459641839.34834135,696211202.1768696,434221047.6695626,478462035.8924638,606888422.5876535,378300374.99352974,485426486.96056706,21.941587340381435
2022-07-24,3736423363.9511333,4760768255.230797,1312908405.3195298,1389135423.3948743,1453577928.7855527,436028412.82329726,500348571.9217634,893535667.0258353,802935614.4690382,997155952.4663799,737796023.2365403,668626387.0124226,743743094.3236482,459641839.34834135,704110510.934157,425707751.51741004,464893206.7498874,606888422.5876535,364447924.64209384,482153853.40996826,21.94082660915032
2022-07-25,3720293927.4063587,4724648733.316478,1330057157.24203,1431269839.1065829,1533411738.2320218,436000759.87420493,486903008.93709654,896213371.6717677,824561740.9337752,999454768.2643778,740933944.3512313,669149094.4861271,702218212.6559473,453644674.4172195,714933682.3589605,435223969.92867273,455303350.4186133,622009706.9500793,357726870.67993563,480405794.53978306,22.014364345771266
2022-07-26,3586477620.7072845,4733656049.847391,1287528325.7416027,1421242956.5642064,1505375687.7363033,462439117.0216401,481831785.2346634,900982488.4480392,800971446.8256681,990247285.7069938,744190629.3224742,688683712.9269664,667812809.066227,465210664.536256,704746519.1830462,422302341.00063723,449787294.6764692,629279469.8669088,345733720.6164783,482213157.4591722,21.770713082488427
2022-07-27,3793251732.967888,4851792536.103706,1345834108.4450214,1493492844.33905,1586479869.7877634,474573692.15940464,518186943.2050041,917770920.8461844,841717067.0457696,997924444.0134754,747463116.1948497,731497977.5725935,685012904.1928473,462212082.0706951,707909961.1671087,419666207.24229586,445446141.2304255,635967820.025271,345060418.1012176,496230254.2601155,22.49749104097069
2022-07-28,4067514348.354915,4842459802.633299,1360924963.0363674,1574193547.4351041,1656711222.273891,483810142.6685656,526553042.3648923,928974577.2442976,860175718.5173687,996383566.0442445,747899415.6595795,727914414.2879771,675663332.1265252,463068843.2623537,702629678.9733748,429927097.4412172,459450464.930924,658649775.3831012,364959978.1066611,486911751.46633923,23.014775682211003
2022-07-29,3905993891.5418158,4842459802.633299,1293015921.1234188,1536859469.3717425,1649523587.1131072,483810142.6685656,526553042.3648923,928814224.9160343,848705032.9072591,996383566.0442445,747899415.6595795,727914414.2879771,675663332.1265252,505477541.7865244,702629678.9733748,429927097.4412172,459450464.930924,671153924.3492504,364959978.1066611,486911751.46633923,22.784106279812754
2022-07-31,3905993891.5418158,4797146072.919887,1293015921.1234188,1536859469.3717425,1649523587.1131072,505670201.14255255,504367468.18198526,928814224.9160343,848705032.9072591,997822589.0051556,737549276.6281658,609160856.2444967,663498429.9101092,505477541.7865244,703686522.3720263,424862239.2297357,458241817.4500821,671153924.3492504,354996141.37150663,487043996.22036976,22.58358920378522
2022-08-01,3836408703.8462806,4869529486.114395,1406883623.4220512,1539126625.3390083,1642990101.3114798,476527623.6437785,517083542.6759086,934485223.1108054,867292781.5199648,1003131326.8769155,748687420.7437756,605718962.4001304,642679609.6808288,497766854.4720853,696633930.4401951,436361459.80830353,473639469.9613613,681622523.56274,364589982.13773215,481599040.257981,22.72275829132572
2022-08-02,3871488512.088614,4633465476.5855255,1438437264.1588461,1510327122.0056467,1626284300.7156947,441015732.390203,517582228.94441205,915118539.5351751,849934386.8294027,992801581.7709883,734467210.3858621,623826250.0414689,666344074.4310278,508904504.84791464,695932682.5855495,432642528.5941969,469628606.955843,675515874.3047613,376518311.43741375,479480231.3904595,22.459715419999004
2022-08-03,4299768108.486749,4733496244.14227,1517321627.6700213,1628723610.0564635,1723896378.0801466,452858973.8499299,533048018.10030776,900688658.0435592,866793775.9674112,992993180.9853593,739402890.5231344,647892394.7579446,692151806.9019113,516615192.1623537,693288375.7725239,427995355.4461343,475967360.0382593,686275266.3400594,373674326.57541645,488664268.88503,23.391515812784984
2022-08-04,4547910850.540181,4824288801.634569,1598949592.6202135,1742572968.0658915,1800933402.4121675,433547975.89480466,533983019.6138471,913880500.0898731,901910759.2776916,1001805269.8175457,789552379.2858292,620095240.5791895,695008862.8637214,576158705.9934756,703148303.0270816,433969771.939097,485404563.94323295,684821302.2310169,378478860.7241212,493000807.17047644,24.15942193772403
2022-08-05,4420698480.735609,4824288801.634569,1651081814.164765,1731038145.6484091,1785650878.5068188,433547975.89480466,533983019.6138471,898435141.3519478,905353641.5410922,1001805269.8175457,789552379.2858292,620095240.5791895,695008862.8637214,580014049.6506951,703148303.0270816,433969771.939097,485404563.94323295,695871544.7165067,378478860.7241212,493000807.17047644,24.060427552809358
2022-08-07,4420698480.735609,4842274741.653969,1651081814.164765,1731038145.6484091,1785650878.5068188,441777324.5400615,516090416.67418116,898435141.3519478,905353641.5410922,994285884.4302747,799474944.7070181,628858620.3447787,727940357.1492274,580014049.6506951,701583782.0009025,430012740.6683237,463902360.78074574,695871544.7165067,376846382.85396576,483610851.2260213,24.074802103345313
2022-08-08,4614935669.675392,4815114714.404158,1722420684.96297,1773944554.017467,1783580746.8300188,435311071.66323924,549840239.740519,910729658.0052413,964364974.8446906,996901745.8512944,877570416.6831603,630624937.7464646,701444467.3755677,601860969.8065244,708007849.7598299,433437601.75900227,474768866.11308175,697034600.7469742,382575770.35402334,483742227.9737483,24.55821176831337
2022-08-09,4159885752.5616426,4706060253.387576,1928205708.03297,1688403733.919793,1735309721.6371105,421426214.0353975,520853432.3618318,908379336.2319766,944270817.2477293,997929537.3097409,858830150.9135565,633685941.4237797,694991155.518761,594578663.0879146,712745653.825784,433189702.08230424,467329700.8585405,700538809.8464016,381500835.4797589,487667235.1999661,23.975782354962533
2022-08-10,4128381311.757138,4780629129.824107,1965932909.9286325,1813408095.5427377,1828042182.8290842,410644263.2434084,569866278.1303724,919162975.6083513,979003452.9861255,1006866143.0329071,914852721.9554353,664988928.6607208,711034787.5179284,612141858.9906951,732524636.6762077,437488086.1258187,473374799.2556607,691486428.1509349,385701244.025321,496067420.50714743,24.52159765474874
2022-08-11,4004813759.2452874,4782944760.868689,2085974173.3861325,1844192355.611379,1754826303.283967,424303401.6673223,549085455.5408518,916309059.3004799,948226062.322223,1008424035.873744,927645080.5266775,691896513.6714689,735761240.3536319,589866599.0916586,731573689.1872936,439389327.15709186,471029853.2890971,697910725.0573101,385592895.39790493,499143138.13365155,24.488908428965857
2022-08-12,3648061409.220191,4782944760.868689,2196412177.6341023,1986427704.0768201,1905951668.1101208,424303401.6673223,549085455.5408518,928645948.4954867,988756887.957931,1008424035.873744,927645080.5266775,691896513.6714689,735761240.3536319,609143276.5251342,731573689.1872936,439389327.15709186,471029853.2890971,699370797.7749757,385592895.39790493,499143138.13365155,24.609559261462184
2022-08-14,3648061409.220191,4785507428.606385,2196412177.6341023,1986427704.0768201,1905951668.1101208,425123190.5512883,556705513.0038756,928645948.4954867,988756887.957931,1002529540.6632838,927559776.6959223,707505750.9171603,726110334.8626382,609143276.5251342,736886899.2903732,444472764.50426114,480972853.3227229,699370797.7749757,385592895.39790493,495651905.86432755,24.637388723474903
2022-08-15,3816438089.049038,4731342560.837446,2118899745.6770298,1993698363.4057708,1891021983.4054732,437323285.52750236,543485423.8794723,928645948.4954867,1034928782.1291485,993416978.6227967,924226617.8777714,669742233.9906359,721869932.2056646,592865181.5572195,732476441.2917265,442491109.14897686,473063561.3690122,704918970.371015,379969548.9106712,484893587.8110419,24.615718345562897
2022-08-16,3699764546.0343294,4793199188.164498,2107924554.9133973,1898922097.0100162,1840489150.3086586,437298420.9220344,538602286.8504256,922368178.4519763,1015082652.2458241,988616339.8554561,894541185.3241942,675737520.0414113,721593746.978164,601004208.6148658,739446446.6454997,441135535.0224791,471614328.354559,704626909.7247753,418685266.68376356,476773731.47195375,24.38742629361829
2022-08-17,3591971891.6350584,4764941572.212049,2018751097.250235,1920012201.4405363,1851429815.7286096,443579398.85609263,515800266.173495,892214802.8053573,1039760249.1725817,989426392.4317538,881364075.1274871,659222332.7801414,713557770.6876223,590723319.430695,737066109.9323425,432520972.92136544,470902205.70115983,703459012.9101158,425499956.53087604,488552518.65206826,24.13075596237964
2022-08-18,3781277740.4110217,4764334089.621169,1949470123.7831838,1958593181.7009625,1863854431.2638626,418761260.0367577,510393519.076636,861385228.0327063,1016618233.1233654,975161920.8923494,838811111.5423629,629678730.1321316,707013458.8794022,587724736.9651341,732696218.1529912,430379258.5494032,468570438.95485157,698786791.7392627,430372892.2881493,478632094.4114982,24.102515459557207
2022-08-19,3629745536.8838687,4764334089.621169,1730652012.6183972,1932358005.4892418,1851463681.3194728,418761260.0367577,510393519.076636,846046855.8367184,966862888.2508309,975161920.8923494,838811111.5423629,629678730.1321316,707013458.8794022,616853922.9869511,732696218.1529912,430379258.5494032,468570438.95485157,692070491.8150312,430372892.2881493,478632094.4114982,23.65085838773822
2022-08-21,3629745536.8838687,4726337731.487237,1730652012.6183972,1932358005.4892418,1851463681.3194728,402008267.9421003,499934035.0631692,846046855.8367184,966862888.2508309,975451653.7413275,821941350.867371,624579055.9814544,713221291.9295158,616853922.9869511,728719627.3583366,425636439.5989123,467632339.17060345,692070491.8150312,416543155.0744019,472670338.0855569,23.5407286815005
2022-08-22,3522738940.755442,4662714269.525908,1582486806.4747648,1856639153.3100352,1847519064.9372308,405048477.9252208,488969790.85911655,843287001.1751337,962466582.4784305,966144325.2524055,798562282.4554497,616859135.4559945,704619747.7114406,580014049.6506951,722875098.4004351,425670612.8015715,469078527.02504796,669293507.2532449,405588913.2306342,463156202.8725504,22.99373248955075
2022-08-23,3752113629.6315536,4489906651.134652,1520065359.9436324,1953868317.6594095,1874585107.8056533,410501461.6430514,511922106.69285566,854687262.9324592,998795183.1061531,968811596.3388596,818099466.9837089,622649010.7162288,725388541.4078609,573588504.1237439,726465449.8043321,427778880.5205499,471401786.10484225,651480631.6234016,400754841.8242812,463877312.89980245,23.216741102897032
2022-08-24,4059318105.7817235,4526608067.815094,1586602470.3024786,1994159067.6676872,1918346359.8594081,415502109.5980698,534677977.5063665,839913545.9729073,1006970439.6536745,968912992.0205098,818141878.9548068,619315874.2995627,744081975.8706951,566306197.4051342,731228932.7918739,422142370.98241144,470868125.32368624,660241067.9293951,396365575.5682734,458349850.96331626,23.73805298626707
2022-08-25,4222764535.8905706,4517230774.146254,1672346229.9149785,2039026311.571267,1917568667.7524624,418973620.85546535,518285466.37241465,856574047.5391383,998432872.7849417,969236634.4551398,823140130.5380023,626485419.7375009,742600963.1847137,557310409.1558293,734321222.9713415,420638084.97695196,473534523.8478329,665789240.5254344,393960361.92486596,507588456.99835455,24.075807975143455
2022-08-26,3974528246.304931,4517230774.146254,1532412482.2613676,2070006712.768171,1926574986.7996182,418973620.85546535,518285466.37241465,850015399.1344813,980933496.0422865,969236634.4551398,823140130.5380023,626485419.7375009,742600963.1847137,549599721.8413903,734321222.9713415,420638084.97695196,473534523.8478329,664913346.7286314,393960361.92486596,507588456.99835455,23.694980051889715
2022-08-28,3974528246.304931,4371026813.579725,1532412482.2613676,2070006712.768171,1926574986.7996182,404342031.1709162,497610343.3423386,850015399.1344813,980933496.0422865,916384026.9567556,786299020.5815041,523317408.3342332,752501809.6961603,549599721.8413903,723564095.4680285,409790561.4965235,468422597.7116194,664913346.7286314,385074717.20440394,474238704.13773274,23.261556521560816
2022-08-29,3883824087.868769,4434898420.091142,1489197554.1492949,2110976776.1855748,1967980368.2018166,406732711.8960448,499756735.5464662,854935425.5211556,983013656.4246818,934347446.8860012,763611109.9534901,528390522.2440169,758279624.9269499,571446641.9972196,722339193.3947453,412988835.73386693,472078474.80400395,656736858.8299677,387515536.52499837,508024814.3062033,23.347074795486407
2022-08-30,3731036585.9004254,4497562426.979871,1537900077.6431837,2035340046.9177783,1939600148.7682214,403794150.8809138,514404233.9623119,862068047.8176419,958096572.8877357,941053871.7379134,774377934.2814069,546184609.1616864,753819888.3329065,565877816.8093048,735090445.6398598,414918898.7810379,486675028.7049106,659072940.6012027,406054763.6163948,496306084.5142527,23.259234573938958
2022-08-31,3607853377.935296,4398171162.206756,1517321627.6700213,2040471402.1556652,1921759665.0082715,291362933.37430227,479022015.5114916,840816286.0103297,916345614.5552008,942366998.724161,769290481.860727,520390882.9596186,732415495.3459475,554740166.4334755,733365785.5738182,413499107.1271989,476647469.9389857,657028861.8478242,394368075.3379429,481274321.1271061,22.68851173070414
2022-09-01,3569996644.347212,4616209404.425218,1568767883.4375215,2016170736.3517976,1931125969.4107726,269659854.0608834,461763988.15628505,848074994.4887522,923907605.0656911,939754459.079169,788885942.8525845,488675753.04434884,719507585.2603804,558167129.4948658,733251700.7060428,407906928.35122716,474595723.7272401,645932516.6557456,398946165.2030774,482684244.515502,22.843985228634324
2022-09-02,3730755344.503443,4616209404.425218,1500172875.7475214,2031150954.8722458,1935587253.5845606,269659854.0608834,461763988.15628505,903166879.8941191,973070152.6676706,939754459.079169,788885942.8525845,488675753.04434884,719507585.2603804,544030896.6534755,733251700.7060428,407906928.35122716,474595723.7272401,649728555.8878796,398946165.2030774,482684244.515502,23.049504663192874
2022-09-04,3730755344.503443,4579363005.064509,1500172875.7475214,2031150954.8722458,1935587253.5845606,254964846.3708034,438611883.4733079,903166879.8941191,973070152.6676706,935703692.9613062,766778039.7550542,498025200.76344573,707964235.0546416,544030896.6534755,733382586.0159523,392748852.854077,477481527.23619,649728555.8878796,402897954.07636195,481712258.61314666,22.937296996049714
2022-09-05,3873901243.4312563,4488533774.676644,1500172875.7475214,2019673471.6078067,1951189775.718922,252886055.04551354,447133563.30944526,874495539.9145432,1001768531.3246181,934110327.8213637,765673192.9501251,485980342.9395707,695070845.6774385,544030896.6534755,727442439.1102638,390162117.93403584,481771880.54355055,649728555.8878796,378167438.99861157,473717626.38517386,22.93561049567776
2022-09-06,3649380275.102925,4488133510.50998,1533098448.0384188,1931646751.688531,1882616937.471201,246961774.30648795,467445659.5546993,829404108.4161761,932590083.8305541,934620129.1085975,756430608.2731732,470473149.2949716,702173931.2437667,554740166.4334755,708063495.2476976,385529140.6294694,474675214.90507776,643012371.2204145,379674885.7191048,468973346.04865336,22.439643987043375
2022-09-07,3649380275.102925,4524673300.77638,1633247096.4652135,1931646751.688531,1882616937.471201,247750074.16526607,470500886.3110809,850962291.8259567,932590083.8305541,938297865.4366513,765970396.9838248,477777859.8965653,697189102.0929831,578728948.7158293,713614152.697303,402607833.81451535,478379850.9181897,652648758.951594,399762479.8919387,447883515.1673152,22.67622846220382
2022-09-08,3794959610.181379,4524762649.995939,1667544600.3102136,1987674550.4071908,1907051745.8386095,245388133.33120352,469931408.16968834,839588997.1261446,921417323.7486868,945281319.7299424,776518974.7568765,476851837.72705424,720001658.0458196,598005626.1493049,713614152.697303,395541575.71842235,481790772.6106675,652940761.9694505,414233802.92023516,438482693.80973244,22.971582195243865
2022-09-09,4071078421.0657873,4524762649.995939,1749172696.095,2056060484.6958911,1950717765.9038663,245388133.33120352,469931408.16968834,811862336.5038668,948853640.574035,945281319.7299424,776518974.7568765,476851837.72705424,720001658.0458196,614712101.7130488,713614152.697303,395541575.71842235,481790772.6106675,663745161.7720559,414233802.92023516,438482693.80973244,23.468601587836442
2022-09-11,4071078421.0657873,4524762649.995939,1749172696.095,2056060484.6958911,1950717765.9038663,257031901.08520332,488920309.234192,811862336.5038668,948853640.574035,950998065.6977235,785636789.1308087,486373350.0984707,720001658.0458196,614712101.7130488,733592239.1883327,402125998.503029,490722449.5281484,663745161.7720559,424221195.3562314,433247031.1226677,23.56383624531012
2022-09-12,4290164930.4225173,4452339567.185144,1730652012.6183972,2087190631.955979,2004110604.592652,261799568.38712463,501970457.5164018,842863251.9426098,969150465.8796335,962115215.2818314,787580586.3243088,493779053.67723346,713424968.8256816,573160123.5279146,730752150.2060729,392795027.02628994,497639187.5403528,667541431.5177228,412985535.9748253,419315805.7637808,23.791330576166477
2022-09-13,3962023101.0644937,4270086506.47856,1603751222.2249784,1999682362.0280006,1952024094.4094963,264699355.14246523,458196497.5699096,821116241.9577634,932246661.7710952,947994845.7616765,759663230.9996268,459786011.0817973,713337264.7465813,565021055.6176462,716505985.9715308,379983343.83818465,479326719.50692296,666665364.8357701,394845526.3676082,406461845.061386,22.753417236435492
2022-09-14,4130975885.1160607,4352333826.069095,1645594218.7829487,2011688913.3318257,1976879401.335175,262169727.20684192,443172477.4789459,827209503.0819975,938477146.2020755,975908841.1058658,766015906.7605102,452658527.7979449,738422122.7947762,566306197.4051342,725938673.3478305,376960139.53433853,480268246.6678097,671921476.7855698,389106899.1150281,399283299.5524673,23.13129142947224
2022-09-15,4129578850.043008,4379388959.349989,1684007386.4556623,1929070966.9810967,1942586011.7221096,245392252.1106586,429639259.7727415,823505383.5176479,918951201.4058561,965344119.180817,725157633.6304908,452155793.03760064,720737140.0691644,521755636.75443906,723206939.6180162,384449167.0506932,476902104.4415096,677469764.6383755,371349422.09981084,383855844.6723369,22.88450383655202
2022-09-16,3693900271.4855247,4379388959.349989,1574255478.8193376,1908054233.6913242,1944805879.88379,245392252.1106586,429639259.7727415,823505383.5176479,878666012.4960086,965344119.180817,725157633.6304908,452155793.03760064,720737140.0691644,506334262.1255609,723206939.6180162,384449167.0506932,476902104.4415096,659072940.6012027,371349422.09981084,383855844.6723369,22.246173097654225
2022-09-18,3693900271.4855247,4406615604.302479,1574255478.8193376,1908054233.6913242,1944805879.88379,229662949.86733508,434593977.2935515,823505383.5176479,878666012.4960086,974118323.024481,724251294.3774756,441418111.27603495,702346091.5115364,506334262.1255609,713686285.7462475,375763804.5353756,488318920.99251497,659072940.6012027,371598653.4911159,386252596.8582617,22.237221075896805
2022-09-19,3791783910.4660306,4543076254.586263,1553676898.0115812,1953737521.443981,1999143532.58499,232443814.0855223,428197632.7794811,823505383.5176479,907414251.2818482,974443499.156515,723971229.2684427,450881630.68279386,719288704.2547693,508904504.84791464,715334518.7675116,384681069.6678837,482627830.30976534,680681970.7199464,372829103.69964015,381334479.1181879,22.627957739250714
2022-09-20,3888280160.275725,4406559464.816691,1504974505.3522863,1972863218.7350626,2054199909.44735,228512531.98869464,420018014.66756403,786349248.2051601,906049636.0659882,958111895.7069728,717090956.2300686,450714574.090386,688363876.8323563,487914345.88374394,709829016.2922937,377150075.4014736,480510244.46047014,679221898.0022808,368035357.8822858,382066736.43052363,22.466815666767374
2022-09-21,3894138438.7643514,4351843134.566533,1485767856.0986323,2029855147.8278036,2067735956.9536602,228512531.98869464,420018014.66756403,777370736.3399783,876925496.564612,944652714.8824475,717090956.2300686,450714574.090386,612586009.3204188,493483171.0716586,705910923.0056049,376169323.30395836,473278271.4127737,680389967.7020899,357774875.8859002,362401525.31950885,22.306619625996642
2022-09-22,4034446859.112378,4261327080.5917506,1412371218.8038676,2155346186.4939094,2124517500.9256399,224004283.50178537,403865821.5750579,760443852.9102012,911258914.1640779,934655287.29241,704828487.2576756,437895795.1012573,593512467.3704387,494768272.0065244,703712156.9069397,388380050.93581134,474811752.358777,689150346.3797001,359115710.9295483,352300992.1996997,22.420713036817453
2022-09-23,3827303894.4880815,4261327080.5917506,1474106699.5579486,2070929243.3502336,2042814348.828064,224004283.50178537,403865821.5750579,731494967.4957793,875763248.7421618,934655287.29241,704828487.2576756,437895795.1012573,593512467.3704387,500337097.19443905,703712156.9069397,388380050.93581134,474811752.358777,670753522.3425272,359115710.9295483,352300992.1996997,22.031912908020384
2022-09-25,3827303894.4880815,4360964365.161451,1474106699.5579486,2070929243.3502336,2042814348.828064,200632130.79534674,389335318.17580235,731494967.4957793,875763248.7421618,920257167.7671964,689217268.1912347,415369572.67229486,577291645.3838422,500337097.19443905,678683717.6123157,388380050.93581134,474811752.358777,670753522.3425272,349104034.5449021,341453977.6021543,21.979004023200364
2022-09-26,3507322691.032969,4479139307.477311,1441867093.0441024,1928497099.4803443,1935095535.8341362,198900707.0956484,382228055.6376666,716257472.0615753,825250283.3905404,919314925.2932965,683269431.6824112,395091028.36275595,564062692.4832548,497338473.876256,670120858.2168154,372689310.7031566,435419561.3160777,670169516.3068142,346085535.1158304,331046904.9683571,21.299166483379324
2022-09-27,3442453565.813502,4488076335.742176,1453528249.5847864,1920969580.7704742,1933796304.1545453,192240632.34556216,384454903.88753766,743702795.0342702,808368679.578672,906122878.6936495,674164429.574568,400147981.6392696,582428731.6503577,484915722.5655609,654550303.2246783,359861858.01435596,453347018.82664067,678345831.3203282,348694072.52951705,329598372.1860772,21.23976824713653
2022-09-28,3449775366.952052,4324983758.25523,1541329775.693846,1941266485.9005692,1940212096.1533349,194290753.92846894,386295854.20249766,769738682.7510619,810884078.1853061,927485364.079098,686502746.5526532,424915594.65786463,550863100.8028606,501622198.1293048,681253765.0796999,376176600.4727639,462968281.161751,673089604.1137621,341706826.54408026,325842996.96573585,21.31120393058194
2022-09-29,3330003977.251786,4333628371.915145,1439809195.7129486,1897151259.4713624,1926314785.887101,200037365.44745356,377628638.89563894,780188295.3342321,778760717.1155213,933621757.6713717,678584481.5441817,425331141.6325467,542717700.126619,487914345.88374394,673172243.7409937,377742482.089715,464895443.88211036,666373246.5611472,334745081.854767,329916935.21014345,20.978537467228527
2022-09-30,3529370812.6437707,4333628371.915145,1452842283.807735,1923746583.742142,1960095786.0600255,200037365.44745356,377628638.89563894,787159425.4524819,790047474.0621903,933621757.6713717,678584481.5441817,425331141.6325467,542717700.126619,512759848.50513417,673172243.7409937,377742482.089715,464895443.88211036,658488934.5654898,334745081.854767,329916935.21014345,21.286532792849655
2022-10-02,3529370812.6437707,4405562764.320924,1452842283.807735,1923746583.742142,1960095786.0600255,186251898.90490693,360397791.28966147,787159425.4524819,790047474.0621903,930120236.1043197,677454247.6462978,395406677.1986114,524337281.5288078,512759848.50513417,662237025.4599662,359044100.42707247,448472774.9207883,658488934.5654898,332840491.49823624,338539995.37806356,21.235176433516628
