,0973.HK,NTCO3.SA,BFT.WA,COUR,WRBY,COCO,ARZZ3.SA,LMND,SOMA3.SA,VITL,FREY.PA,CONCHATORO.SN,1112.HK,2897.TW,AMAL,MOVI3.SA,6088.T,IBAB.BR,KMD.NZ,CLSA3.SA,INCLU.BR,BIRD,CVT.NZ,SML.NZ,ALQP.PA,1346.HK,HLZ.MC,ZVIA,GROV,CWEB.TO,0973.HK_currency,0973.HK_SO,NTCO3.SA_currency,NTCO3.SA_SO,BFT.WA_currency,BFT.WA_SO,COUR_currency,COUR_SO,WRBY_currency,WRBY_SO,COCO_currency,COCO_SO,ARZZ3.SA_currency,ARZZ3.SA_SO,LMND_currency,LMND_SO,SOMA3.SA_currency,SOMA3.SA_SO,VITL_currency,VITL_SO,FREY.PA_currency,FREY.PA_SO,CONCHATORO.SN_currency,CONCHATORO.SN_SO,1112.HK_currency,1112.HK_SO,2897.TW_currency,2897.TW_SO,AMAL_currency,AMAL_SO,MOVI3.SA_currency,MOVI3.SA_SO,6088.T_currency,6088.T_SO,IBAB.BR_currency,IBAB.BR_SO,KMD.NZ_currency,KMD.NZ_SO,CLSA3.SA_currency,CLSA3.SA_SO,INCLU.BR_currency,INCLU.BR_SO,BIRD_currency,BIRD_SO,CVT.NZ_currency,CVT.NZ_SO,SML.NZ_currency,SML.NZ_SO,ALQP.PA_currency,ALQP.PA_SO,1346.HK_currency,1346.HK_SO,HLZ.MC_currency,HLZ.MC_SO,ZVIA_currency,ZVIA_SO,GROV_currency,GROV_SO,CWEB.TO_currency,CWEB.TO_SO
2022-06-28,25.04535675048828,13.010221481323242,478.7134704589844,14.800000190734863,12.210000038146973,9.930000305175781,65.4717788696289,19.229999542236328,9.256842613220215,8.529999732971191,31.541336059570312,1160.3499755859375,9.407221794128418,8.192440032958984,19.224407196044922,12.927225112915039,1058.1424560546875,14.740925788879395,1.0106070041656494,3.9700000286102295,13.970860481262207,4.0,3.0805282592773438,3.2200000286102295,23.200000762939453,0.35445547103881836,10.050000190734863,2.869999885559082,23.600000381469727,0.6499999761581421,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-06-29,23.737377166748047,12.603364944458008,488.4831237792969,14.789999961853027,11.510000228881836,9.600000381469727,65.35746002197266,17.829999923706055,9.158050537109375,8.170000076293945,31.72687530517578,1158.3753662109375,9.33499813079834,8.071825981140137,19.1663875579834,12.73823070526123,1054.25927734375,15.352665901184082,1.0015023946762085,3.950000047683716,14.113906860351562,3.8399999141693115,3.0612146854400635,3.119999885559082,23.200000762939453,0.35445547103881836,9.899999618530273,2.9100000858306885,30.549999237060547,0.5600000023841858,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-06-30,,12.409181594848633,531.4696655273438,14.180000305175781,11.260000228881836,9.789999961853027,66.2529067993164,18.260000228881836,9.088895797729492,8.75,31.72687530517578,1180.0968017578125,,7.849154949188232,19.12770652770996,12.331893920898438,1034.8438720703125,15.115862846374512,0.9923979640007019,3.819999933242798,13.637085914611816,3.930000066757202,2.993616819381714,3.0999999046325684,23.200000762939453,,9.899999618530273,2.809999942779541,23.149999618530273,0.5799999833106995,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-01,,12.233491897583008,,14.579999923706055,11.359999656677246,10.0,66.60535430908203,18.729999542236328,9.029620170593262,8.829999923706055,,1175.39501953125,,,19.524188995361328,12.615309715270996,,,,3.9600000381469727,,3.9100000858306885,,,,,,2.640000104904175,21.5,,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-03,24.318700790405273,,521.7000122070312,,,,,,,,31.912410736083984,,9.515558242797852,7.756375312805176,,,1051.346923828125,15.648667335510254,0.9923979640007019,,13.446357727050781,,2.993616819381714,3.1500000953674316,22.799999237060547,0.35018491744995117,10.0,,,,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-04,24.464031219482422,11.97458267211914,513.88427734375,,,,65.17769622802734,,8.950587272644043,,32.46902084350586,1158.939697265625,9.623895645141602,7.914100646972656,,12.328598022460938,1067.8502197265625,15.707868576049805,1.0015023946762085,4.190000057220459,13.16026496887207,,3.070871353149414,3.2200000286102295,23.0,0.35018491744995117,10.0,,,0.5799999833106995,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-05,24.75469207763672,12.196505546569824,494.3449401855469,15.25,11.40999984741211,10.239999771118164,65.52377319335938,20.200000762939453,9.11853313446045,8.720000267028809,32.46902084350586,1154.1439208984375,9.208605766296387,7.765653610229492,19.32111167907715,12.127898216247559,1078.5286865234375,16.497207641601562,1.0015023946762085,4.369999885559082,13.446357727050781,4.349999904632568,3.1384694576263428,3.3299999237060547,23.0,0.337373286485672,9.979999542236328,2.819999933242798,21.149999618530273,0.6100000143051147,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-06,25.38446044921875,12.936248779296875,488.4831237792969,15.609999656677246,11.180000305175781,9.930000305175781,67.72518920898438,20.770000457763672,9.602616310119629,8.729999542236328,32.46902084350586,1208.2122802734375,8.829426765441895,7.802765369415283,19.176057815551758,12.280813217163086,1144.541259765625,16.497207641601562,0.9923979640007019,4.630000114440918,13.16026496887207,4.420000076293945,3.1384694576263428,3.2899999618530273,23.0,0.337373286485672,10.0,3.559999942779541,20.0,0.6000000238418579,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-07,24.996910095214844,13.518795013427734,498.2528076171875,15.890000343322754,12.079999923706055,9.899999618530273,69.41712951660156,22.06999969482422,9.938509941101074,9.470000267028809,32.46902084350586,1221.940673828125,9.118325233459473,7.812043190002441,19.659570693969727,12.557966232299805,1179.489013671875,16.635343551635742,1.0015023946762085,4.690000057220459,13.20794677734375,4.650000095367432,3.2350375652313232,3.3499999046325684,23.0,0.337373286485672,10.0,3.5899999141693115,36.849998474121094,0.6299999952316284,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-08,,13.213651657104492,,15.979999542236328,11.630000114440918,11.029999732971191,69.50364685058594,21.40999984741211,9.849596977233887,9.270000457763672,,1209.24658203125,,,19.920665740966797,12.309483528137207,,,,4.360000133514404,,4.920000076293945,,,,,,3.5199999809265137,34.45000076293945,0.6600000262260437,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-10,24.996910095214844,,509.97637939453125,,,,,,,,32.46902084350586,,8.766231536865234,7.737819671630859,,,1149.3951416015625,15.944669723510742,1.0106070041656494,,13.20794677734375,,3.244694471359253,3.299999952316284,23.0,0.337373286485672,10.0,,,,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-11,24.996910095214844,12.603364944458008,508.0224609375,15.4399995803833,11.199999809265137,11.739999771118164,66.49470520019531,19.450000762939453,9.414910316467285,8.869999885559082,32.46902084350586,1208.30615234375,8.567614555358887,7.450202941894531,19.823963165283203,11.478020668029785,1171.722900390625,15.352665901184082,1.0015023946762085,3.990000009536743,13.16026496887207,4.820000171661377,3.2543509006500244,3.3299999237060547,23.0,0.3416438400745392,10.0,3.490000009536743,29.75,0.5899999737739563,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-12,25.093799591064453,13.555782318115234,494.3449401855469,15.460000038146973,11.579999923706055,11.800000190734863,66.9080810546875,19.719999313354492,9.444548606872559,8.890000343322754,32.46902084350586,1217.70947265625,8.928736686706543,7.691429615020752,19.73693084716797,11.363334655761719,1147.4534912109375,15.411865234375,1.0106070041656494,3.8399999141693115,13.017217636108398,4.880000114440918,3.2350375652313232,3.369999885559082,23.0,0.3416438400745392,9.979999542236328,3.450000047683716,26.100000381469727,0.5899999737739563,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-13,25.868898391723633,13.953393936157227,478.7134704589844,15.199999809265137,11.579999923706055,11.829999923706055,68.37889862060547,20.209999084472656,9.207446098327637,8.890000343322754,32.46902084350586,1227.1124267578125,8.721090316772461,7.61720609664917,19.446823120117188,11.363334655761719,1132.8919677734375,16.023603439331055,1.0197116136550903,3.9800000190734863,13.398675918579102,5.019999980926514,3.1191556453704834,3.430000066757202,23.0,0.3416438400745392,9.899999618530273,3.4700000286102295,26.950000762939453,0.6000000238418579,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-14,25.287574768066406,14.00887393951416,479.6904296875,15.260000228881836,11.779999732971191,11.279999732971191,69.03260040283203,19.030000686645508,9.306239128112793,8.609999656677246,32.65456008911133,1222.787109375,8.305800437927246,7.505870819091797,19.14704704284668,11.659603118896484,1133.86279296875,15.964404106140137,1.0106070041656494,4.070000171661377,13.398675918579102,4.860000133514404,3.186753273010254,3.390000104904175,23.0,0.3416438400745392,9.920000076293945,3.140000104904175,25.69499969482422,0.6600000262260437,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-15,,14.471214294433594,,15.729999542236328,12.010000228881836,11.710000038146973,71.52242279052734,19.670000076293945,9.523582458496094,8.949999809265137,,1203.604736328125,,,19.70792007446289,11.688274383544922,,,,4.059999942779541,,5.019999980926514,,,,,,3.1500000953674316,24.600000381469727,0.6499999761581421,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-17,25.19068717956543,,496.2988586425781,,,,,,,,32.65456008911133,,8.531500816345215,7.626484394073486,,,,16.181472778320312,1.0015023946762085,,14.209270477294922,,3.1770966053009033,3.4200000762939453,23.0,0.337373286485672,9.760000228881836,,,,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-18,25.336015701293945,14.341758728027344,529.5156860351562,16.030000686645508,12.0,11.079999923706055,72.17613220214844,18.739999771118164,9.385272979736328,8.829999923706055,32.46902084350586,1184.79833984375,8.54955768585205,7.6841559410095215,20.00769805908203,11.583147048950195,1073.6748046875,16.339340209960938,0.9923979640007019,3.950000047683716,15.258277893066406,5.079999923706055,3.0612146854400635,3.4000000953674316,23.0,0.337373286485672,9.760000228881836,3.069999933242798,22.5,0.6399999856948853,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-19,24.5609188079834,14.739370346069336,547.1011352539062,16.59000015258789,12.180000305175781,11.630000114440918,70.97447967529297,19.709999084472656,9.246963500976562,9.069999694824219,32.65456008911133,1184.79833984375,9.154438018798828,7.645638942718506,20.74263572692871,11.726503372192383,1127.0672607421875,16.398542404174805,0.9923979640007019,4.019999980926514,15.5443696975708,5.340000152587891,3.1384694576263428,3.390000104904175,23.0,0.337373286485672,9.899999618530273,3.2200000286102295,22.899999618530273,0.6600000262260437,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-20,24.996910095214844,14.868825912475586,556.8707885742188,17.270000457763672,12.5,11.789999961853027,71.3493881225586,21.170000076293945,9.879234313964844,10.529999732971191,32.65456008911133,1167.0263671875,9.154438018798828,7.655267715454102,20.59758186340332,11.946314811706543,1150.3658447265625,16.75374412536621,1.0015023946762085,4.239999771118164,15.735098838806152,5.53000020980835,3.1384694576263428,3.3499999046325684,23.0,0.337373286485672,9.760000228881836,3.5199999809265137,22.399999618530273,0.7799999713897705,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-21,25.38446044921875,14.545187950134277,593.9954833984375,17.459999084472656,12.1899995803833,11.989999771118164,71.67623901367188,20.760000228881836,9.898993492126465,11.489999771118164,32.65456008911133,1148.68994140625,9.136380195617676,7.7804484367370605,20.249454498291016,12.357269287109375,1167.83984375,16.75374412536621,1.0106070041656494,4.5,15.687417984008789,5.409999847412109,3.0612146854400635,3.359999895095825,23.0,0.337373286485672,9.199999809265137,3.390000104904175,22.450000762939453,0.7599999904632568,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-22,,14.646903038024902,,16.780000686645508,12.59000015258789,11.869999885559082,71.26286315917969,19.139999389648438,9.652012825012207,10.729999542236328,,1157.153076171875,,,20.1817626953125,12.20435619354248,,,,4.289999961853027,,5.110000133514404,,,,,,3.509999990463257,22.700000762939453,0.7400000095367432,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-24,25.38446044921875,,570.5482788085938,,,,,,,,32.65456008911133,,9.371109962463379,7.847853183746338,,,1164.927490234375,16.6748104095459,0.9923979640007019,,15.735098838806152,,3.0901854038238525,3.2699999809265137,23.0,0.337373286485672,9.100000381469727,,,,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-25,25.19068717956543,14.21230411529541,556.8707885742188,16.600000381469727,12.25,12.0,73.26242065429688,19.389999389648438,9.691529273986816,10.59000015258789,32.65456008911133,1141.731689453125,8.84748363494873,7.973033905029297,20.684612274169922,12.213912963867188,1184.3428955078125,16.576141357421875,1.0106070041656494,4.230000019073486,15.973509788513184,5.139999866485596,3.0901854038238525,3.190000057220459,23.0,0.3331027030944824,9.15999984741211,3.619999885559082,23.049999237060547,0.7300000190734863,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-26,25.2391300201416,13.685237884521484,547.1011352539062,15.430000305175781,11.460000038146973,11.8100004196167,71.83966827392578,18.770000457763672,9.612494468688965,10.859999656677246,32.65456008911133,1133.080810546875,8.41413688659668,7.8863701820373535,20.92636489868164,11.85074520111084,1183.3721923828125,16.793210983276367,0.983293354511261,4.039999961853027,15.925827980041504,4.699999809265137,3.0805282592773438,3.1600000858306885,23.0,0.3331027030944824,9.199999809265137,3.1600000858306885,22.100000381469727,0.8399999737739563,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-27,25.868898391723633,14.184563636779785,545.1471557617188,16.260000228881836,11.979999542236328,11.760000228881836,74.19490051269531,19.6200008392334,9.898993492126465,10.789999961853027,32.65456008911133,1135.90185546875,8.630809783935547,7.9056291580200195,21.148784637451172,12.20435619354248,1197.9337158203125,17.148412704467773,0.9741887450218201,4.230000019073486,15.973509788513184,4.75,3.051558017730713,3.119999885559082,23.0,0.3331027030944824,8.920000076293945,3.0999999046325684,21.600000381469727,0.8299999833106995,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-28,25.820451736450195,15.035268783569336,574.4561767578125,13.550000190734863,12.510000228881836,11.75,76.5886001586914,19.84000015258789,10.313920021057129,10.8100004196167,32.65456008911133,1148.1258544921875,8.513446807861328,7.857482433319092,21.90306282043457,12.328598022460938,1210.5537109375,16.8524112701416,0.9923979640007019,4.349999904632568,15.735098838806152,5.130000114440918,3.0805282592773438,3.200000047683716,23.0,0.3331027030944824,9.100000381469727,3.2799999713897705,21.200000762939453,0.8799999952316284,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-29,,14.406486511230469,,13.890000343322754,12.390000343322754,12.050000190734863,76.08870697021484,18.850000381469727,10.047181129455566,11.800000190734863,,1139.757080078125,,,22.31888198852539,12.137456893920898,,,,4.300000190734863,,5.139999866485596,,,,,,3.4000000953674316,21.200000762939453,0.9200000166893005,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
2022-07-31,25.57823371887207,,554.9168090820312,,,,,,,,32.65456008911133,,8.359969139099121,7.895999431610107,,,1219.290771484375,16.832677841186523,0.983293354511261,,15.782780647277832,,3.0901854038238525,3.200000047683716,23.0,0.32883220911026,9.300000190734863,,,,HKD,1472169984,BRL,1380850048,PLN,2967000,USD,156946000,USD,118163000,USD,56929300,BRL,110958000,USD,70224400,BRL,784747008,USD,41795800,EUR,31663700,CLP,749737984,HKD,645561024,TWD,2735620096,USD,30509400,BRL,383460000,JPY,43742300,EUR,30192400,NZD,711667008,BRL,187926000,EUR,7421730,USD,155188992,NZD,70225400,NZD,218582000,EUR,4382130,HKD,645899008,EUR,23676800,USD,64529600,USD,38174900,CAD,156960992
