,NTCO3.SA_px_USD,0973.HK_px_USD,LMND_px_USD,SOMA3.SA_px_USD,ARZZ3.SA_px_USD,MME.AX_px_USD,AEF.AX_px_USD,CONCHATORO.SN_px_USD,MOVI3.SA_px_USD,FREY.PA_px_USD,LFG.AX_px_USD,ABB.AX_px_USD,1112.HK_px_USD,VITL_px_USD,2897.TW_px_USD,KMD.NZ_px_USD,SML.NZ_px_USD,AMAL_px_USD,BFT.WA_px_USD,IBAB.BR_px_USD,Index
2022-01-21,4.049630787602441,3.888555536838151,29.209999084472656,2.2309052985728695,13.099673529726132,1.3709730200863006,6.956342111704837,1.5133936645872246,2.5378242582953225,31.091418825577815,3.1812550886654476,3.1388066218232704,1.4636557985220968,16.530000686645508,0.28709580658863904,0.8253773679115132,2.349010289794621,15.12045955657959,149.17886317225924,16.27300940235183,304.2962499086055
2022-01-23,4.049630787602441,3.8382770621814966,29.209999084472656,2.2309052985728695,13.099673529726132,1.322186748368178,6.621219018132697,1.5133936645872246,2.5378242582953225,31.16521573894955,3.0630751885005534,3.147379350059655,1.5305944491778178,16.530000686645508,0.2853088090078534,0.821876773946981,2.3121620780021703,15.12045955657959,148.01002732134685,15.184407477514288,301.59361688166985
2022-01-24,4.026570669875339,3.7701981389665162,29.940000534057617,2.1262475598763833,12.801003768667723,1.3019641433734945,6.141066523919491,1.4965141910745958,2.4849404184360084,31.121205746280424,3.194579527651191,3.018839699741074,1.4613616271400836,16.770000457763672,0.2812834784173854,0.7900912127273091,2.1990325405797067,15.645147323608398,147.82012579555405,15.449891118202492,301.840064475913
2022-01-25,4.072654653950333,3.8577713817255046,29.75,2.2332289855490757,13.526154384674525,1.3019641433734945,6.141066523919491,1.4874744860520681,2.5777624383736746,31.250362127568003,3.194579527651191,3.018839699741074,1.474969751893608,16.450000762939453,0.2852385757260283,0.8061968240429497,2.1408405794209804,15.339872360229492,148.21323643342132,16.126076265967733,303.24828990622007
2022-01-26,4.172608415990447,3.7888312909709985,28.559999465942383,2.4563451697278103,14.289267822240191,1.2746591083318042,6.023345962890624,1.4909614388816106,2.7179610761109214,31.079908800556638,3.179999947838148,2.8555214665286877,1.438970348394679,15.789999961853027,0.2852385757260283,0.8025458134781347,2.097846274736225,15.50204849243164,145.1342299175186,16.125757332013247,299.06604668216187
2022-01-27,4.0565384956736406,3.7375549024540713,27.56999969482422,2.6058147640632474,13.964432796107847,1.3190626002487575,6.080110529455954,1.4617881849328873,2.73586862141539,30.811642629832058,3.14159513483934,2.8773153260215456,1.4294431781833072,15.5,0.2852385757260283,0.7875058439645739,2.0737805646393643,16.217529296875,144.90368937047143,16.073451260773375,297.63236177050203
2022-01-28,3.821164633173793,3.7375549024540713,28.760000228881836,2.6046356357332403,13.961621741454906,1.3190626002487575,6.080110529455954,1.4547166896672723,2.7254244373281753,30.811642629832058,3.14159513483934,2.8773153260215456,1.4294431781833072,15.4399995803833,0.2852385757260283,0.7875058439645739,2.0737805646393643,15.549744606018066,144.90368937047143,16.073451260773375,297.83769746925043
2022-01-30,3.821164633173793,3.7791904977660478,28.760000228881836,2.6046356357332403,13.961621741454906,1.3427493332302884,6.288169097282528,1.4547166896672723,2.7254244373281753,30.825384101299658,3.12305625612753,2.9512510578988285,1.4734436196169536,15.4399995803833,0.2852385757260283,0.8123834554319453,2.0628886959383568,15.549744606018066,144.73212083831052,16.45004008505723,298.44322316632656
2022-01-31,4.082747800582276,3.7791904977660478,31.93000030517578,2.6801851566763513,14.612976710229352,1.3994644002931003,6.403107219876818,1.4654677978978459,2.8074617431076,31.046403604153973,3.1448546150797956,2.940288704846677,1.4734436196169536,16.530000686645508,0.2852385757260283,0.8159690521075128,2.196970886299723,16.227067947387695,152.99519314299135,19.150578330843466,315.9666107973039
2022-02-01,4.157810211746653,3.7791904977660478,34.119998931884766,2.668076426194603,14.598953576307144,1.4266301924880789,6.86298706020293,1.4677234774489705,2.8176372723416754,31.165780677844477,3.1564667157188637,3.124320203181327,1.4734436196169536,16.709999084472656,0.2852385757260283,0.8232005353255308,2.2894380907305734,16.04581069946289,153.72963815824968,19.66362551957565,320.3659695262855
2022-02-02,3.9595682941965293,3.7791904977660478,31.440000534057617,2.6271474355554805,14.7679714500778,1.360120806232201,5.933693200151697,1.4423181500447106,2.7904776038692662,31.42480761700544,3.139549293352715,3.1047785342415075,1.4734436196169536,16.25,0.2852385757260283,0.8085163922364957,2.261351439326319,15.912257194519043,155.0767178595764,19.268612130770872,317.1057606283231
