,NTCO3.SA_px_USD,0973.HK_px_USD,LMND_px_USD,SOMA3.SA_px_USD,ARZZ3.SA_px_USD,MME.AX_px_USD,FREY.PA_px_USD,CONCHATORO.SN_px_USD,MOVI3.SA_px_USD,AEF.AX_px_USD,ABB.AX_px_USD,LFG.AX_px_USD,1112.HK_px_USD,VITL_px_USD,2897.TW_px_USD,KMD.NZ_px_USD,AMAL_px_USD,SML.NZ_px_USD,IBAB.BR_px_USD,BFT.WA_px_USD,Index,
4/27/22,3.58220172,3.093111998,20.55999947,2.507984246,17.2212895,1.068802371,30.96896491,1.329295514,3.190460946,3.923679345,3.990195452,3.002595787,0.973823923,11.64000034,0.299903111,0.794075566,16.63104248,2.256797407,15.9221566,129.6481179,272.6044986,
4/28/22,3.599046605,3.093025277,22.14999962,2.461532739,17.26520072,1.051807203,30.81577074,1.311840559,3.312310452,4.037924921,3.951383725,3.000551925,0.966023953,11.61999989,0.300368677,0.793866524,17.44581795,2.291792572,15.92527335,129.4779488,274.8714862,
4/29/22,3.450476622,3.093025277,20.86000061,2.381877334,17.05185289,1.051807203,30.81577074,1.342099395,3.326684891,4.037924921,3.951383725,3.000551925,0.966023953,11.5,0.300368677,0.793866524,16.86109352,2.291792572,15.92527335,129.4779488,272.4798229,
5/1/22,3.450476622,3.093025277,20.86000061,2.381877334,17.05185289,1.031495979,30.91284516,1.342099395,3.326684891,3.821733496,2.826016306,2.982918579,0.966023953,11.5,0.300368677,0.777916338,16.86109352,2.259405583,15.62636301,132.4252557,273.7974533,
5/2/22,3.28277755,3.05560131,22.36000061,2.278388918,16.47589364,1.000957929,30.83390548,1.306996641,3.033857528,3.799340501,2.791403913,2.976145914,0.984777327,12.18000031,0.295011716,0.759002305,17.67587471,2.241314917,16.01657124,132.4252557,275.7730782,
5/3/22,3.367786744,3.049473165,21.85000038,2.356012872,16.72613246,0.951634954,30.88876315,1.315994965,2.963709664,3.765590356,2.790989059,2.998418876,0.975909706,12.28999996,0.297844366,0.746775256,18.1647377,2.168107387,16.02454868,129.275149,272.9675787,
5/4/22,3.337186277,3.036891019,23.39999962,2.483711374,17.12627075,0.957363286,30.97651533,1.32358368,3.143559478,4.029116579,2.908353668,3.06217176,0.993596456,12.53999996,0.296324589,0.777735053,18.75904274,2.253292366,16.45728087,131.2117459,279.0737408,
5/5/22,3.149114278,2.906821234,21.32999992,2.276573035,16.10288506,0.896930569,30.92392247,1.308635689,3.023083174,3.781393466,2.854517312,2.947690219,0.925734318,11.92000008,0.285965295,0.752007106,18.86448479,2.160327068,16.0017066,121.1210458,263.5328375,
5/6/22,2.974977548,2.906821234,21.25,2.165618913,15.40824365,0.896930569,30.92392247,1.310237377,2.891499631,3.781393466,2.854517312,2.947690219,0.925734318,12.55000019,0.285965295,0.752007106,19.0466156,2.160327068,16.0017066,121.1210458,263.1552544,
5/8/22,2.974977548,2.906821234,21.25,2.165618913,15.40824365,0.824206565,31.08776891,1.310237377,2.891499631,3.550184515,2.690999265,2.917049376,0.925734318,12.55000019,0.271160663,0.724558072,19.0466156,2.133742139,15.559105,128.7224641,269.9109871,
5/9/22,2.724769088,2.777146894,18.5,2.036166922,14.69006772,0.800061205,31.18712706,1.288233947,2.764041841,3.655022717,2.810649832,2.880838667,0.910171282,11.89000034,0.279061863,0.700308541,18.96034431,2.042274461,15.85593783,131.4861487,268.2383732,
5/10/22,2.979642626,2.820278965,18.95000076,2.092176062,14.99933659,0.825086552,31.08629563,1.312401202,2.894124317,3.811289616,2.939803887,2.81478941,0.957876643,10.77999973,0.274052509,0.679868717,18.8640995,2.037710223,15.80467383,131.420043,268.3435498,
5/11/22,3.010727368,2.746207505,17.26000023,2.088113942,14.73926988,0.796645482,31.02976203,1.305890327,2.889325677,3.740513575,2.798650248,2.851665921,0.95010163,9.720000267,0.264959483,0.657036923,18.94109154,2.048602137,16.1447203,123.4455744,257.4288589,
5/12/22,3.06111151,2.79554921,18.56999969,2.125953515,14.90787897,0.814279049,30.63748575,1.30225711,2.940791265,3.824035282,2.913538521,2.784061558,0.963410889,9.829999924,0.267736601,0.65310474,18.37324905,1.942645055,15.59672252,122.5267614,256.8305716,
5/13/22,3.175860376,2.79554921,21.04000092,2.194602694,15.53013914,0.814279049,30.63748575,1.343616458,3.062875749,3.824035282,2.913538521,2.784061558,0.963410889,9.930000305,0.267736601,0.65310474,18.56574059,1.942645055,15.59672252,122.5267614,260.5621668,
5/15/22,3.175860376,2.863437644,21.04000092,2.194602694,15.53013914,0.816133716,30.88345001,1.343616458,3.062875749,3.730212153,2.82000253,2.831069992,0.998930278,9.930000305,0.267469082,0.663038022,18.56574059,1.999635329,15.95267786,122.8497934,261.5186862,
5/16/22,3.174983143,2.844815376,19.34000015,2.23108374,15.57854908,0.833211352,30.99725048,1.339815508,3.183390442,3.730962758,2.830826687,2.841936629,1.031698184,9.399999619,0.267475349,0.665410468,18.5561142,2.032032934,16.25559963,123.928388,261.0635438,
5/17/22,3.236328581,2.937645512,21.15999985,2.286009,15.96206488,0.843702707,31.32059827,1.360102599,3.248368637,3.762199657,2.896712432,2.825769636,1.012558652,9.81000042,0.272505352,0.670438908,19.16246033,2.047388803,16.15792704,126.6656332,267.6384144,
5/18/22,3.148262829,2.839145413,19.79999924,2.18288353,15.69030532,0.83536202,31.09885953,1.38451136,3.126266496,3.596324892,2.798462642,2.803486932,0.983228097,9.640000343,0.266621536,0.64149355,18.75823021,2.00195289,16.06394647,125.081272,262.7406153,
5/19/22,3.22105664,2.932109104,21.45999908,2.213639074,15.68501744,0.844968108,31.60002319,1.405473534,3.163643149,3.706186302,2.872891399,2.830007777,1.000330515,9.789999962,0.270312806,0.650185481,18.30587578,2.029078394,16.28808744,124.0717683,264.3406534,
5/20/22,3.236895585,2.932109104,21.06999969,2.228123018,15.87622611,0.844968108,31.60002319,1.419789298,3.186233302,3.706186302,2.872891399,2.830007777,1.000330515,9.579999924,0.270312806,0.650185481,18.4983654,2.029078394,16.28808744,124.0717683,264.1915811,
5/22/22,3.236895585,2.870173643,21.06999969,2.228123018,15.87622611,0.847499557,31.57263552,1.419789298,3.186233302,3.847841781,2.91681094,2.855689248,0.990074836,9.579999924,0.2699617,0.64288331,18.4983654,2.106006595,16.1709707,124.8998099,265.0859901,
5/23/22,3.285563608,2.795768243,20.72999954,2.26924421,15.73012938,0.850635529,32.10604516,1.443967189,3.352045563,3.73104466,2.941781157,2.831722702,0.959408318,10.31000042,0.271465882,0.64548606,19.08546257,2.153213326,16.23857538,127.1774767,268.9090356,
5/24/22,3.160000597,2.777311418,19.79000092,2.234378278,15.77311849,0.841687426,32.46478954,1.42973539,3.262717161,3.627962469,2.897961855,2.820101386,0.943588983,9.899999619,0.270048644,0.657054473,19.21057892,2.192374467,15.98452954,127.7475258,267.9854654,
5/25/22,3.13383295,2.801841897,20.65999985,2.266922181,15.68996538,0.832987108,32.31803917,1.426304264,3.331879059,3.607223717,2.934950344,2.814703435,0.933353948,9.850000381,0.270479981,0.671682218,18.83522224,2.20287157,16.05806736,129.8084451,270.4487721,
5/26/22,3.303230048,2.875963031,20.88999939,2.390221411,16.2310672,0.830517588,32.65729723,1.438715826,3.437381503,3.687866421,3.002640634,2.824115761,0.95260807,9.960000038,0.272695322,0.660465763,18.77747917,2.203756819,16.46238144,130.6453014,273.503704,
5/27/22,3.300957706,2.875963031,22.96999931,2.390958715,16.59725806,0.830517588,32.65729723,1.472284326,3.615272813,3.687866421,3.002640634,2.824115761,0.95260807,10,0.272695322,0.660465763,19.20095825,2.203756819,16.46238144,130.6453014,276.6232986,
5/29/22,3.300957706,3.011815088,22.96999931,2.390958715,16.59725806,0.86290239,32.85184561,1.472284326,3.615272813,3.971187746,2.936016259,2.907153688,0.985442724,10,0.277918109,0.677313331,19.20095825,2.240939592,16.62740438,135.3000704,282.1976984,
5/30/22,3.178298653,3.04920895,22.96999931,2.335819534,16.5034136,0.87060697,32.78078722,1.449658977,3.510424416,3.892086488,3.007551133,2.874254521,1.029689608,10,0.284104405,0.703061402,19.20095825,2.216444387,16.12568922,139.0666663,285.0487233,
5/31/22,3.212585622,3.024906263,22.48999977,2.367560819,16.14533065,0.840324033,32.85995596,1.466230671,3.56868782,3.801288275,2.944725282,2.909945403,1.102248402,9.899999619,0.281475081,0.698808881,20.91412544,2.268216627,17.32187393,135.951846,284.0701346,
6/1/22,3.176884964,2.944516778,20.79000092,2.315463264,15.99841442,0.810576223,32.61107789,1.461655731,3.542889305,3.712769719,2.905162718,2.859698544,1.096539138,9.899999619,0.279835427,0.683248169,20.22115898,2.248501557,16.67163712,136.1087953,280.3388257,
6/2/22,3.291989539,2.944516778,21.71999931,2.415646481,16.3068032,0.817537302,32.9118864,1.494487194,3.526016222,3.817857852,2.892265312,2.861674056,1.096539138,10.38000011,0.279835427,0.691662858,20.75050926,2.249954946,16.90923096,138.1617081,285.5201204,
6/3/22,3.398426146,2.944516778,20.84000015,2.377420234,16.11064526,0.817537302,32.9118864,1.500191848,3.338850213,3.817857852,2.892265312,2.861674056,1.096539138,9.699999809,0.279835427,0.691662858,20.25965309,2.249954946,16.90923096,138.1617081,283.1598558,
6/5/22,3.398426146,2.920502039,20.84000015,2.377420234,16.11064526,0.738469945,33.03428653,1.500191848,3.338850213,3.616842507,2.730537687,2.860494926,1.134145626,9.699999809,0.281408945,0.691662858,20.25965309,2.249954946,17.12072785,139.2971446,284.2013652,
6/6/22,3.275700019,2.932852797,20.75,2.28662298,15.52929491,0.654130385,32.92762862,1.450546915,3.253228195,3.580666386,2.652462734,2.883189728,1.102453514,9.840000153,0.27963631,0.678029331,20.50026894,2.204842934,17.00293965,137.1756328,280.9601273,
6/7/22,3.232463097,3.02557713,20.5,2.157859628,14.77408339,0.664276727,32.94724846,1.434404654,3.210520384,3.561558851,2.57768242,2.901949006,1.163616815,9.729999542,0.282831773,0.677519673,20.59651375,2.222625463,17.20071593,137.4995422,280.3609889,
6/8/22,3.183627349,2.950580634,20.59000015,2.137314149,14.82084337,0.650344554,33.00844171,1.431026311,3.024158104,3.446773967,2.608564509,2.859001933,1.149682847,9.109999657,0.284760426,0.685069999,20.48102188,2.158393836,16.85667673,136.0381644,277.4744465,
6/9/22,3.108743291,2.882318369,19.14999962,2.120948805,14.56624229,0.638805275,32.70524859,1.386803158,3.071043927,3.383709418,2.455851484,2.737430039,1.183481522,9.100000381,0.280421309,0.656230022,20.30778122,2.138824326,16.20513451,135.1563271,273.2353447,
6/10/22,2.897394272,2.882318369,17.80999947,1.989545891,14.03257611,0.638805275,32.70524859,1.375642157,2.939868961,3.383709418,2.455851484,2.737430039,1.183481522,8.960000038,0.280421309,0.656230022,19.70143318,2.138824326,16.20513451,135.1563271,270.1302421,
6/12/22,2.897394272,2.863596328,17.80999947,1.989545891,14.03257611,0.638805275,32.30661328,1.375642157,2.939868961,3.383709418,2.455851484,2.737430039,1.15850645,8.960000038,0.272485938,0.62883819,19.70143318,2.059379842,15.6191794,126.6536546,260.4845103,
6/13/22,2.589471737,2.851058878,16.84000015,1.873518349,13.22297134,0.562240356,32.27004171,1.329079297,2.682555917,3.146978949,2.248961424,2.547409755,1.131276986,8.449999809,0.276430114,0.599845346,19.11433601,1.976520255,15.36598592,112.3464723,241.4251546,
6/14/22,2.523178183,2.820167593,16.64999962,1.839713115,13.43936912,0.530376802,32.34658174,1.30427072,2.58696926,3.042430539,2.238603442,2.516689751,1.142575123,8.420000076,0.278721033,0.617871852,19.35494995,1.911397053,15.42277778,114.2384377,243.2250805,
6/15/22,2.761569597,2.851494772,17.70000076,1.968614424,13.80776325,0.519226472,32.59117127,1.32321499,2.670271026,3.024125222,2.245303665,2.472510927,1.080534744,8.779999733,0.277579685,0.641586307,19.57631302,2.007097232,14.8151689,114.2384377,245.3519837,
6/16/22,2.761569597,2.882153495,16.48999977,1.968614424,13.80776325,0.492824467,32.8737807,1.288010827,2.670271026,3.143966414,2.203629522,2.446591097,1.037467034,8.770000458,0.271678104,0.631179976,19.05658722,2.073408843,15.2108539,108.9974596,239.0778097,
6/17/22,2.587933406,2.882153495,17.47999954,1.945710789,13.08115051,0.492824467,32.8737807,1.256356307,2.567061249,3.143966414,2.203629522,2.446591097,1.037467034,9.06000042,0.271678104,0.631179976,19.26833153,2.073408843,15.2108539,108.9974596,239.5115369,
6/19/22,2.587933406,2.807948865,17.47999954,1.945710789,13.08115051,0.479584303,32.70099496,1.256356307,2.567061249,3.272896395,2.133802585,2.257351726,1.047595104,9.06000042,0.268813241,0.639193837,19.26833153,2.02395224,15.37627173,108.5932327,238.8481814,
6/20/22,2.374754372,2.820264594,17.47999954,1.862101015,12.77969431,0.501778896,32.78836731,1.269417588,2.582477737,3.424066611,2.216190081,2.297361182,1.060029459,9.06000042,0.276615766,0.646104764,19.26833153,2.027568627,15.23283777,113.1753439,243.1433054,
6/21/22,2.491059591,2.80171162,17.70999908,1.912496202,12.75442366,0.452494341,32.82946241,1.269417588,2.594650626,3.196779934,2.220703119,2.373954825,1.049832995,8.970000267,0.272670134,0.644085474,19.58593941,2.040180836,15.16981991,109.6049622,239.9446442,
6/22/22,2.549496439,2.80796854,18.78000069,1.907349918,12.80797171,0.414291699,33.70732584,1.256998205,2.535643183,3.170793011,2.188841106,2.382688529,1.060047014,9.050000191,0.273463056,0.650803354,19.51856804,1.987672715,15.31617371,102.1276472,234.4937441,
6/23/22,2.575454818,2.974632858,19.79999924,1.936439755,12.99214859,0.427995019,32.79043687,1.237852201,2.519566707,3.505810646,2.30565051,2.331651955,1.099657384,9.159999847,0.278388014,0.650803354,19.11433601,1.987672715,15.78738261,101.221905,234.6977842,
6/24/22,2.615733592,2.974632858,19.94000053,1.840756262,12.63523529,0.427995019,32.79043687,1.205209715,2.461774644,3.505810646,2.30565051,2.331651955,1.099657384,8.93999958,0.278388014,0.650803354,19.7976799,1.987672715,15.78738261,101.221905,234.7983765,
6/26/22,2.615733592,2.962454351,19.94000053,1.840756262,12.63523529,0.40269527,32.93369614,1.205209715,2.461774644,3.634140791,2.4161717,2.384582081,1.147236955,8.93999958,0.278566494,0.666791061,19.7976799,1.963508971,15.65043079,103.4863554,237.3630195,
6/27/22,2.54256525,3.27820261,19.93000031,1.814294647,12.64596239,0.41532984,33.17617749,1.205209715,2.473239418,3.508734719,2.43660162,2.416761007,1.163427003,9.069999695,0.279275527,0.658929202,19.15283394,1.982403866,15.87858605,105.9173604,239.9458946,
6/28/22,2.4651095,3.19209752,19.22999954,1.757149465,12.4279634,0.393545028,33.19162358,1.258947767,2.453867657,3.325031289,2.306035748,2.404527634,1.179391641,8.529999733,0.275970014,0.630248739,19.13358498,2.008101022,15.51219197,107.2470894,238.9224756,
6/29/22,2.427511604,3.025351547,17.82999992,1.767145011,12.61143105,0.392124484,33.14273285,1.235622533,2.457979539,3.11893234,2.277073749,2.401822717,1.170321115,8.170000076,0.272050777,0.623369545,19.07583809,1.941995267,16.03780075,109.2874311,239.2665341,
6/30/22,2.357762201,3.025351547,18.26000023,1.730064541,12.61119143,0.479372824,33.24135127,1.272593098,2.347366636,3.174100446,2.262363833,2.468036532,1.170321115,8.75,0.2645423,0.619209616,19.03734016,1.93425402,15.8374155,118.4941633,249.3368005,
7/1/22,2.289967608,3.025351547,18.72999954,1.69333424,12.49057411,0.479372824,33.24135127,1.246007663,2.365762222,3.174100446,2.262363833,2.468036532,1.170321115,8.829999924,0.2645423,0.619209616,19.43194771,1.93425402,15.8374155,118.4941633,250.0480753,
7/3/22,2.289967608,3.099088293,18.72999954,1.69333424,12.49057411,0.4532273,33.29620084,1.246007663,2.365762222,3.282241699,2.174127917,2.48012861,1.192821667,8.829999924,0.260185149,0.616084382,19.43194771,1.955531886,16.32722688,115.9397771,248.1542348,
7/4/22,2.242618961,3.117926553,18.72999954,1.679348942,12.22892888,0.474267547,33.87447272,1.23363114,2.313146145,3.457290383,2.199501708,2.495263161,1.206525238,8.829999924,0.266513136,0.622428113,19.43194771,2.001211932,16.38779833,113.7302122,246.5230323,
7/5/22,2.259966522,3.154792187,20.20000076,1.692723041,12.16353682,0.44879185,33.34824739,1.196891011,2.251368072,3.612140165,2.128361342,2.450839527,1.154395864,8.720000267,0.260667638,0.617984379,19.2298336,2.054800813,16.94393447,107.0207593,240.910035,
7/6/22,2.37805652,3.234822447,20.77000046,1.768470195,12.47264164,0.437295534,33.06585961,1.231386838,2.261701545,3.753172591,2.15596879,2.372936769,1.106783691,8.729999542,0.261809677,0.610023213,19.08546257,2.022350329,16.80045587,104.2731311,238.792329,
7/7/22,2.527024867,3.185287517,22.06999969,1.861174506,12.99967425,0.444535007,33.0004938,1.269218929,2.351717563,3.726075202,2.256870085,2.387725867,1.142944207,9.470000267,0.262865356,0.618041584,19.56669044,2.067333297,16.90764111,105.8907005,244.0060141,
7/8/22,2.509655701,3.185287517,21.40999985,1.874148888,13.22492657,0.444535007,33.0004938,1.227240796,2.342208003,3.726075202,2.256870085,2.387725867,1.142944207,9.270000458,0.262865356,0.618041584,19.82655144,2.067333297,16.90764111,105.8907005,243.5752452,
7/10/22,2.509655701,3.184786318,21.40999985,1.874148888,13.22492657,0.445704897,33.07259572,1.227240796,2.342208003,3.629141759,2.159954645,2.411875497,1.098637891,9.270000458,0.259976771,0.626020236,19.82655144,2.044184081,16.24106924,108.7868382,245.6455169,
7/11/22,2.349575362,3.18446174,19.45000076,1.758382713,12.41893297,0.431142491,32.73334258,1.203250369,2.143701049,3.38190568,2.020980472,2.369527115,1.073636465,8.869999886,0.249558819,0.613184754,19.73030853,2.038842038,15.47764791,106.4523537,237.9507354,
7/12/22,2.515760915,3.196682729,19.71999931,1.755982872,12.43992161,0.423527985,32.54044712,1.212112844,2.112734218,3.387991152,2.070581224,2.405495452,1.118847144,8.890000343,0.257126577,0.617454928,19.64368629,2.058983391,15.4457687,103.0647757,234.8778805,
7/13/22,2.582875604,3.295589988,20.20999908,1.707485739,12.68060578,0.417393181,32.57407223,1.19792163,2.107287044,3.438618003,2.073501541,2.408888127,1.092883272,8.890000343,0.255773866,0.622823541,19.35494995,2.094989169,16.07544676,99.37170916,232.452814,
7/14/22,2.577895571,3.221435335,19.03000069,1.715657475,12.72654637,0.405272613,32.73722157,1.197668464,2.149513527,3.561773253,2.033117519,2.340640181,1.040809977,8.609999657,0.250749851,0.619457047,19.05658722,2.077918958,16.00481627,99.79724542,231.154327,
7/15/22,2.671097328,3.221435335,19.67000008,1.761081293,13.22577941,0.405272613,32.73722157,1.132419752,2.161371674,3.561773253,2.033117519,2.340640181,1.040809977,8.949999809,0.250749851,0.619457047,19.61481094,2.077918958,16.00481627,99.79724542,233.2770183,
7/17/22,2.671097328,3.209076276,19.67000008,1.761081293,13.22577941,0.408775332,32.96768718,1.132419752,2.161371674,3.804663147,2.16650922,2.425956664,1.069087275,8.949999809,0.2548445,0.619824045,19.61481094,2.116618285,16.33663817,104.7430715,239.3093119,
7/18/22,2.632357069,3.227497366,18.73999977,1.725772673,13.27181392,0.42221074,32.93922833,1.114714975,2.129919789,3.604188121,2.17915222,2.395291667,1.071319317,8.829999924,0.257469011,0.610567418,19.91317177,2.091831457,16.57596207,112.4602442,246.1927118,
7/19/22,2.717177358,3.128480567,19.70999908,1.707782362,13.10797339,0.441349471,33.40876291,1.114715428,2.165718036,3.817559739,2.323980783,2.455569737,1.147012644,9.069999695,0.25664242,0.618545794,20.64464188,2.112932897,16.77728972,117.6574233,254.3835572,
7/20/22,2.712438108,3.184388719,21.17000008,1.805513624,13.03970411,0.475204974,33.2502381,1.243966237,2.183290242,4.080563607,2.403572997,2.410475454,1.147147074,10.52999973,0.256065863,0.623381186,20.50026894,2.085194128,17.05936261,118.8041959,258.9649717,
7/21/22,2.64008119,3.234163024,20.76000023,1.800044786,13.03369281,0.470746893,33.37529969,1.222627834,2.247060416,4.276842228,2.374502733,2.435002244,1.145027397,11.48999977,0.260256542,0.630946772,20.15378571,2.097730452,17.12352668,127.4517993,268.2231367,
7/22/22,2.659268887,3.234163024,19.13999939,1.755612391,12.96205961,0.470746893,33.37529969,1.201104062,2.219860183,4.276842228,2.374502733,2.435002244,1.145027397,10.72999954,0.260256542,0.630946772,20.08641434,2.097730452,17.12352668,127.4517993,265.6301624,
7/24/22,2.659268887,3.233843712,19.13999939,1.755612391,12.96205961,0.510920942,33.30721497,1.201104062,2.219860183,4.225164093,2.333665971,2.428526233,1.174329012,10.72999954,0.263209449,0.618576638,20.08641434,2.03824037,17.00808381,122.7848208,260.6809144,
7/25/22,2.647789516,3.209309314,19.38999939,1.808862564,13.67396543,0.510888539,33.3840005,1.204703471,2.279649506,4.111623827,2.335490345,2.438854835,1.108763768,10.59000015,0.267255349,0.632404073,20.58689117,1.996195375,16.94642065,120.520455,259.6435228,
7/26/22,2.552550281,3.215427708,18.77000046,1.796190424,13.4239568,0.541867966,33.07645021,1.211114189,2.214429888,4.068800177,2.403670835,2.449574691,1.054439421,10.85999966,0.2634472,0.613628316,20.82750511,1.972011224,17.01017578,116.4798866,254.8051269,
7/27/22,2.699714515,3.295673959,19.62000084,1.887501031,14.14719241,0.556086784,33.33288428,1.23368172,2.327078496,4.375799171,2.553102856,2.460346394,1.081597418,10.78999996,0.264629753,0.609797907,21.04887009,1.95297822,17.50463196,116.2530467,257.9946145,
7/28/22,2.894911311,3.289334276,19.84000015,1.989491918,14.77346979,0.566909693,33.28141555,1.248741576,2.378110764,4.446446203,2.540595363,2.461782516,1.066834962,10.81000042,0.262655886,0.624707578,21.79958153,2.01437765,17.17591972,122.9573349,266.4226217,
7/29/22,2.77995498,3.289334276,18.85000038,1.942308491,14.70937515,0.566909693,33.28141555,1.248526163,2.346397987,4.446446203,2.540595363,2.461782516,1.066834962,11.80000019,0.262655886,0.624707578,22.21343994,2.01437765,17.17591972,122.9573349,266.5783176,
7/31/22,2.77995498,3.258554292,18.85000038,1.942308491,14.70937515,0.59252445,33.3294821,1.248526163,2.346397987,4.259101426,2.12611705,2.427714043,1.047627134,11.80000019,0.263050954,0.617347988,22.21343994,2.009078554,17.18058468,119.600455,262.601641,
8/1/22,2.730429983,3.307722126,20.51000023,1.94517376,14.65111378,0.558376324,33.50680569,1.256149068,2.397787167,4.36648157,2.114104017,2.464376143,1.014755492,11.61999989,0.260414565,0.634056907,22.55992317,2.076586782,16.98851266,122.8326809,267.7954502,
8/2/22,2.755396967,3.14737108,20.96999931,1.90877647,14.50214235,0.516764886,33.16176935,1.230116081,2.349796758,4.370692697,2.177302781,2.417568962,1.05212037,11.88000011,0.260152426,0.628653098,22.35780716,2.059001877,16.9137712,126.8514108,271.5106148,
8/3/22,3.06021011,3.215319157,22.12000084,2.058407915,15.37258173,0.530642331,33.16816919,1.210719349,2.396407577,4.501292644,2.26129938,2.433815225,1.09286935,12.06000042,0.259163936,0.621900651,22.71391296,2.086792996,17.23774016,125.8932542,274.2945002,
8/4/22,3.236816662,3.276991515,23.30999947,2.202292623,16.0595491,0.508014463,33.46251245,1.228452429,2.493494805,4.509188209,2.164280666,2.598887233,1.097380604,13.44999981,0.262849758,0.630581654,22.66579247,2.128168714,17.3907125,127.5119323,280.1878974,
8/5/22,3.146278096,3.276991515,24.06999969,2.187714723,15.92326952,0.508014463,33.46251245,1.207690271,2.503013273,4.509188209,2.164280666,2.598887233,1.097380604,13.53999996,0.262849758,0.630581654,23.03152084,2.128168714,17.3907125,127.5119323,281.1509865,
8/7/22,3.146278096,3.28920857,24.06999969,2.187714723,15.92326952,0.51765729,33.21134834,1.207690271,2.503013273,4.358095176,2.194866956,2.631548307,1.149377488,13.53999996,0.262264911,0.624831873,23.03152084,2.033896184,17.05947973,126.9619401,279.9040014,
8/8/22,3.284519239,3.270759839,25.11000061,2.241940553,15.90480794,0.510080389,33.2987239,1.224216614,2.666160737,4.643093572,2.201031826,2.888607361,1.107541946,14.05000019,0.264666346,0.629808382,23.07002068,2.081538416,17.06411408,128.8922072,284.4038398,
8/9/22,2.960653616,3.196682729,28.11000061,2.133832646,15.47435844,0.493810659,33.33305441,1.22105714,2.610606818,4.398316182,2.211715461,2.826921649,1.097352645,13.88000011,0.266437424,0.62944817,23.18599892,2.048922738,17.20256957,128.5300548,285.8117947,
8/10/22,2.938231428,3.247334839,28.65999985,2.291815232,16.30128901,0.481176794,33.63155681,1.23555267,2.706631447,4.812202276,2.320970372,3.011325304,1.122684651,14.28999996,0.273831171,0.635694108,22.88638878,2.075426381,17.49888797,129.9451991,290.3661982,
8/11/22,2.850286376,3.248907776,30.40999985,2.33072089,15.64839755,0.497182035,33.68359388,1.231716392,2.621541805,4.636719841,2.414884278,3.053432916,1.161726229,13.77000046,0.273475689,0.638456715,23.0990181,2.065145389,17.60738459,129.9086958,291.1512865,
8/12/22,2.596380414,3.248907776,32.02000046,2.510480283,16.99603347,0.497182035,33.68359388,1.248300102,2.733596576,4.636719841,2.414884278,3.053432916,1.161726229,14.22000027,0.273475689,0.638456715,23.14734268,2.065145389,17.60738459,129.9086958,294.6617394,
8/14/22,2.596380414,3.250648517,32.02000046,2.510480283,16.99603347,0.498142631,33.4867047,1.248300102,2.733596576,4.701066968,2.469364248,3.053151791,1.146488105,14.22000027,0.275461865,0.645843073,23.14734268,2.108738678,17.4842306,129.9086958,294.5006712,
8/15/22,2.716216791,3.213856226,30.88999939,2.519669063,16.86289879,0.512438222,33.18232497,1.248300102,2.861247097,4.589430703,2.337560544,3.04218038,1.139792623,13.84000015,0.273813155,0.642963621,23.33097458,2.074061815,17.10472855,128.0141546,290.3966114,
8/16/22,2.633178301,3.255873294,30.72999954,2.399889245,16.41228293,0.512409087,33.02197379,1.239861151,2.806378895,4.54819534,2.358485526,2.944468272,1.139356542,14.02999973,0.276418671,0.640993898,23.32130623,2.067707914,16.81829882,141.0577259,302.2148031,
8/17/22,2.556460664,3.236678518,29.43000031,2.426543269,16.50984316,0.51976889,33.04903134,1.199328665,2.874604558,4.355645017,2.300843573,2.901094218,1.12666818,13.78999996,0.275528857,0.62847647,23.28264999,2.064585741,17.23379814,143.3536382,303.1151877,
8/18/22,2.691192814,3.236265874,28.42000008,2.475302552,16.62063926,0.490687971,32.57256694,1.157886952,2.810624285,4.309988059,2.197729336,2.761027065,1.116335075,13.72000027,0.273895311,0.625364443,23.1280098,2.054362531,16.88385298,144.9953612,302.5410928,
8/19/22,2.583344909,3.236265874,25.22999954,2.442146101,16.51014516,0.490687971,32.57256694,1.137268881,2.673066669,4.309988059,2.197729336,2.761027065,1.116335075,14.39999962,0.273895311,0.625364443,22.90571976,2.054362531,16.88385298,144.9953612,299.3991274,
8/21/22,2.583344909,3.210456599,25.22999954,2.442146101,16.51014516,0.471057474,32.58224414,1.137268881,2.673066669,4.221663561,2.179930253,2.705498961,1.126136899,14.39999962,0.272408789,0.61847287,22.90571976,2.050249601,16.67355071,140.3360349,294.3293954,
8/22/22,2.507186543,3.167238645,23.06999969,2.34645136,16.47496964,0.474619873,32.27135877,1.133559172,2.660912289,4.129076646,2.152985885,2.628544191,1.112555416,13.53999996,0.270223996,0.618522525,22.15186119,2.056590151,16.33793749,136.6454812,285.7500746,
8/23/22,2.670436116,3.04985597,22.15999985,2.46933119,16.71632695,0.481009464,32.36045153,1.148883443,2.761349251,4.322896127,2.173193934,2.692853034,1.145348433,13.39000034,0.271566136,0.621585953,21.56230164,2.066776061,16.3633748,135.0168518,283.4443921,
8/24/22,2.88907812,3.074786117,23.12999916,2.520251309,17.10656125,0.486869027,32.36383837,1.129024655,2.783951221,4.51505674,2.161560491,2.692992637,1.174864087,13.22000027,0.273346813,0.613395945,21.85225105,2.064436322,16.16839236,133.5380802,283.7587361,
